# 録音_20260414_170242
検出言語: ja (確信度: 1.00)
音声時間: 869.5秒
[07:20] なので、毎日1時間、ちょっとぐらい残業するかなっていう会社もあるんですけども、
[07:27] そういうのはどうですか。
[07:30] はい。
[07:31] できれば、1日、1時間残業あるの会社は大丈夫です、少しです。
[07:44] はい。
[07:45] そのぐらいは大丈夫ですね。
[07:46] はい。
[07:47] わかりました。
[07:50] はい。
[07:52] あとは、働く場所なんですけども、今は東重城ですか?
[08:00] はい。
[08:01] 今は東京都東重城駅隣り住んでいます。
[08:07] じゃあ、東重城から電車経品東北線とかで通えるところがいいですね。
[08:16] はい。
[08:17] わかりました。
[08:20] あとで、この面談終わったら、僕、他に知り合いの特定技能やといたいっていう会社たくさんあるので、
[08:38] その会社さんの旧人表、ちょっといくつか送ります。
[08:43] はい。
[08:44] それを見てもらって、その中から全部応募したいっていうのでもいいですし、
[08:55] 例えば3つあったら、1個と2個は応募したい。
[09:01] はい。
[09:02] わかりました。
[09:03] 3つ目はいらないとかでも大丈夫なので、応募したい会社を教えてください。
[09:10] はい。
[09:11] わかりました。
[09:13] はい。
[09:14] あと、いざか屋とか、面、うどんとか麺とかラーメンとか、
[09:28] あと普通のレストランとか焼肉とか、いろんな業態があるんですけれども、
[09:42] どこでも大丈夫ですか?
[09:43] それとも何かやりたい業態はありますか?
[09:46] できればやりたいの将来はファストフット、例えばコーヒー、アンバーカー、
[10:02] 一般のセキュア、セキュアの感じ。
[10:06] はい。
[10:08] 行動員とコーヒー、パン屋。
[10:19] パン屋。
[10:20] はい。
[10:21] できればやりたいです。
[10:25] なるほど。
[10:26] わかりました。
[10:27] じゃあ、そういったファストフードというか。
[10:30] ちょっと簡単な調理とかのお店ですね。
[10:38] わかりました。
[10:39] じゃあ、そういったところのキッチン探して送ります。
[10:46] はい。
[10:47] ありがとうございます。
[10:48] はい。
[10:49] で、旧人票を送るときは、メールでも大丈夫ですか?
[10:58] Gメール。
[11:00] はい。
[11:01] Gメールって大丈夫です。
[11:02] 他に何か、Gメールでも大丈夫ですか?
[11:05] はい。
[11:06] Gメールって大丈夫です。
[11:08] わかりました。
[11:09] じゃあ、私たちの会社からGメールで旧人を送ります。
[11:17] はい。
[11:18] わかりました。
[11:19] 明日までに送りますので、それ見て返事ください。
[11:26] はい。
[11:27] わかりました。
[11:28] はい。
[11:29] あと、旧人を見て応募するとき。
[11:35] 応募するときに、履歴書以外に在留カードとか。
[11:43] はい。
[11:44] ちょっと、身分証ですね。
[11:46] ちゃんと特定技能一号で働けるかという確認のために、そういったのは必要になります。
[11:53] はい。
[11:54] わかりました。
[11:55] はい。
[11:56] ですね。
[11:58] わかりました。
[12:00] あと、りゅうさんの方で何か聞きたいことはありますか?
[12:06] 今、待って、ないです。
[12:09] 大丈夫です。
[12:10] 大丈夫です。
[12:11] はい。
[12:12] もし、聞きたいことあったら、メールとかで書いて送ってください。
[12:18] はい。
[12:19] ご話した。
[12:21] りゅうさんは、あれですね、長く日本で働きたい?
[12:26] はい。
[12:27] 長く働きたい。
[12:29] 何年ぐらい日本で働きたいとか、ありますか?
[12:34] 5年?
[12:37] 特定技能一号の大きさは、最高年発定です。
[12:46] そうですね。
[12:47] あと、4年ぐらいですかね、特定技能一号は。
[12:50] その後、2号は希望しますか?
[12:55] はい。
[12:56] 希望します。
[12:57] じゃあ、頑張って、役職、店長のサポートとかをして、将来、2年後、3年後とかには特定技能二号に上がれるような、
[13:13] そんな会社がいいですね。
[13:15] はい。
[13:16] 頑張ります。
[13:17] わかりました。
[13:19] じゃあ、そうですね。
[13:22] 今、りゅうさんの自分で何か応募している会社はありますか?
[13:29] はい、あります。
[13:32] そっちはまだ面接合格とかはしてないですか?
[13:36] 最近は面接あります。
[13:40] 今週、来週?
[13:44] 今週です。
[13:46] 今週、ありました。
[13:48] そして、自分で面接いって合格したら教えてください。
[13:56] はい。
[13:57] わかりました。
[13:58] はい。
[13:59] そしたら、我々の会社はストップしますので。
[14:04] はい。
[14:05] はい。
[14:06] 早く会社見つかるといいと思うので。
[14:09] はい、わかりました。
[14:10] ありがとうございます。
[14:11] はい。
[14:13] じゃあ、またメールで連絡しますので。
[14:17] ありがとうございます。
[14:19] ありがとうございます。
[14:21] はい。
[14:22] 失礼します。
[14:23] 失礼します。
