# 録音_20260414_193241
検出言語: ja (確信度: 1.00)
音声時間: 869.6秒
[03:00] こういったなんか居酒屋、
[03:01] っていうところよりも、
[03:03] はい。
[03:04] レストランとか、
[03:05] あっはい。
[03:06] カフェとか、
[03:07] まあ、
[03:08] そういったところでちょっと働いていきたいんですね。
[03:10] はい、
[03:11] そうです。
[03:12] あー、
[03:13] なるほど、
[03:14] わかりました。
[03:16] えーと、
[03:17] 多分、
[03:18] キッチンとか、
[03:19] ホールとか、
[03:20] はい。
[03:21] いろんなこう仕事があるんですけれども、
[03:23] はい。
[03:24] なんか、
[03:25] 希望はあるんですか?
[03:28] 希望は読みないんですけど、
[03:30] 今の仕事でも、
[03:31] ホール、キッチンと、
[03:32] あと、
[03:33] 焼き鳥も焼いてますので、
[03:35] あと、
[03:36] 副団長としても、
[03:37] えーと、
[03:38] なんか、
[03:39] うん、
[03:40] 責任を取って、
[03:41] やっております。
[03:42] だから、
[03:43] 希望特に、
[03:44] 希望ではないけど、
[03:46] なんか、
[03:47] キッチン、
[03:48] ホール、
[03:49] どっちも、
[03:50] できました。
[03:51] あっ、
[03:52] なるほど。
[03:53] わかりました。
[03:54] はい。
[03:55] えーと、
[03:56] 今回、
[03:57] ホールをね、
[03:58] 今、
[03:59] 募集してたりとか、
[04:00] はい。
[04:01] あと、
[04:02] あの、
[04:03] イタリアン、
[04:04] レストラン?
[04:05] イタリアン?
[04:06] はい。
[04:07] のレストランとかは、
[04:08] あのー、
[04:09] はい。
[04:10] 今、
[04:11] キッチンの、
[04:12] シャイン欲しいなーって、
[04:13] あの、
[04:14] 言ってる会社さんもあるんですよ。
[04:15] はい。
[04:16] わかりました。
[04:17] でも、
[04:18] 今は、
[04:19] ろくに、
[04:20] えーと、
[04:21] 今のカフェ?
[04:22] うん。
[04:23] ろく、
[04:24] ろくした。
[04:25] よし。
[04:26] ろく、
[04:27] ろくしたんだよ、
[04:28] もう、
[04:29] もっと興味があります。
[04:30] あー、
[04:31] なるほど。
[04:32] いいですね。
[04:33] じゃあ、
[04:34] ちょっと、
[04:35] そういったところに、
[04:36] 結構、
[04:37] 興味持って、
[04:38] っていう感じなんですね。
[04:39] はい。
[04:40] わかりました。
[04:41] えーとね、
[04:42] カフェとかだと、
[04:43] ちょっと待ってください。
[04:44] えーとね、
[04:45] もうちょっとね、
[04:46] カフェが、
[04:47] 確かあって、
[04:49] えーとね、
[04:59] えーとね、
[05:00] 何、
[05:01] 何カフェだったかな?
[05:21] ワインカフェ。
[05:22] ワインカフェ?
[05:24] ワインって知ってます?
[05:25] ワイン、
[05:26] ワインは、
[05:28] あの、
[05:29] 飲み物ではないんですね、
[05:30] 名前。
[05:31] 飲み物、飲み物。
[05:32] あー、
[05:33] ワインがして、
[05:34] あー、
[05:36] そうそうそう。
[05:37] なんかね、
[05:38] ワイン、
[05:39] ワインとか、
[05:40] あのー、
[05:41] お菓子の
[05:42] タルト?
[05:43] タルトっていうお菓子。
[05:44] はい。
[05:45] とかをね、
[05:46] なんかこう、
[05:47] 扱っている、
[05:48] あのー、
[05:49] カフェが、
[05:50] あるんですけれども、
[05:51] えーとね、
[05:52] えーとね、
[05:53] えーと、
[05:54] すいません。
[05:55] ロクシタンの、
[05:57] えーと、
[05:58] 旧報酬はもう終わりました。
[05:59] あ、
[06:00] ロクシタンもまだ、
[06:01] やってます。
[06:02] あ、はい。
[06:03] わかりました。
[06:04] じゃあ、
[06:05] そういったところ、
[06:06] えーと、
[06:07] ちょっと希望ってことですね。
[06:09] はい。
[06:10] わかりました。
[06:11] ありがとうございます。
[06:12] ひと。
[06:14] はい。
[06:18] えーと、
[06:19] 今回、
[06:20] えーと、
[06:21] もうさん、
[06:22] あのー、
[06:23] まあ、
[06:24] 転職ということで、
[06:25] あの、
[06:26] カフェが東京なんですよ、
[06:27] 場所が。
[06:28] はい。
[06:30] はい。
[06:31] それは大丈夫ですか?
[06:32] はい。
[06:34] それは大丈夫です。
[06:35] わかりました。
[06:36] えーと、
[06:37] 今回の、
[06:38] あのー、
[06:39] 会社さんは、
[06:41] 両とか社会がないんですね。
[06:43] はい。
[06:44] これも、
[06:45] 先、
[06:46] えーと、
[06:47] うーん、
[06:48] れ、
[06:49] えーと、
[06:50] 年齢さんから、
[06:51] えーと、
[06:52] 説明して、
[06:53] 入れました。
[06:54] わかりました。
[06:55] じゃあ、
[06:56] そこも大丈夫そうですね。
[06:57] はい。
[06:59] ありました。
[07:00] あと、
[07:01] 何か今回の、
[07:02] 旧人のところで、
[07:03] はい。
[07:04] なんか、
[07:05] わからないところとか、
[07:06] はい。
[07:07] ここから、
[07:08] カフェのところで、
[07:09] ちょっと、
[07:10] ここ聞きたいとか、
[07:11] ていうこと、
[07:13] なんかありましたか?
[07:14] はい。
[07:15] えーと、
[07:16] ロックスタンの、
[07:17] カフェ、
[07:18] えーと、
[07:19] 会社は、
[07:20] えーと、
[07:21] 2号サポートとか、
[07:22] ありますか?
[07:23] 私は、
[07:24] えーと、
[07:25] 2号をとって、
[07:26] ね、
[07:27] 胸骨、
[07:28] 長く進みたいと思っております。
[07:29] はい。
[07:30] 2号のサポートは、
[07:31] やってます。
[07:33] あ、
[07:34] わかりました。
[07:35] だから、
[07:36] はい。
[07:37] なので、
[07:38] あと、
[07:39] はい。
[07:40] はい。
[07:41] 旧人、
[07:42] はい。
[07:43] 旧人の、
[07:44] なんか、
[07:45] 中に入ってない残業とか、
[07:46] だいたい、
[07:47] えーと、
[07:48] 平均、
[07:49] イカ月間、
[07:50] ね、
[07:51] 残業は、
[07:52] 何時間くらい、
[07:53] ありました?
[07:55] そうですね。
[07:56] なので、
[07:57] えーと、
[07:58] 例えば、
[07:59] 朝の9時から働いたら、
[08:01] えーと、
[08:02] 夕方の、
[08:03] 6時、
[08:05] だいたい6時、
[08:06] 6時ぐらいで終わるんですけれども、
[08:08] まあ、
[08:09] その後、
[08:10] ちょっとお客さんで忙しかったら、
[08:12] 例えば、
[08:13] 7時とか、
[08:14] はい。
[08:15] 7時とか、
[08:16] 8時とかまで残ってください、
[08:18] ってことはあります。
[08:19] あ、
[08:20] はい。
[08:21] わかりました。
[08:22] 大丈夫です。
[08:24] それも、
[08:25] はい。
[08:26] 大丈夫です。
[08:28] これ、
[08:29] なければ、
[08:30] それだけですか?
[08:31] はい。
[08:32] あと、
[08:33] あと、
[08:34] 交通費とか、
[08:36] 出会ってありますか?
[08:38] はい。
[08:39] 交通費はですね、
[08:40] あのー、
[08:41] 手当てとして、
[08:42] 会社の方から、
[08:43] 定期券代が出ます。
[08:45] はい。
[08:46] すいません。
[08:48] もう一度、
[08:49] ね、
[08:50] ちょっと聞こえないですけど。
[08:51] 会社から、
[08:52] 定期券の
[08:53] 大券が出ますので、
[08:55] はい。
[08:56] なおだ、
[08:57] 家から、
[08:58] 渋谷っていうね、
[09:00] あの、
[09:01] 東京の渋谷までの、
[09:02] 電車のお金が、
[09:04] ちゃんと出ます。
[09:07] あ、
[09:08] わかりました。
[09:09] えーと、
[09:10] 今、
[09:11] なんか、
[09:12] かわいさんの、
[09:14] 会社は、
[09:15] なんか、
[09:16] 家とか、
[09:18] サポートが、
[09:19] ありますか?
[09:20] もし、
[09:21] 例えば、
[09:22] 私が、
[09:23] 今の会社、
[09:24] なんか、
[09:25] 録射したんで、
[09:26] なんか、
[09:27] 採用されたら、
[09:29] 自分で、
[09:30] 家を探すときになる、
[09:32] ある、
[09:33] あるですよね。
[09:34] これもサポート、
[09:35] ありますか?
[09:36] あります。
[09:37] あの、
[09:38] 私たち、
[09:39] 登録支援期間、
[09:40] やってるので、
[09:42] はい。
[09:43] 国定技能、
[09:44] 1号で、
[09:45] あの、
[09:46] 就職する方の、
[09:47] 家、
[09:48] 一緒に、
[09:49] 探したりしてます。
[09:50] はぁ、
[09:51] わかりました。
[09:52] はい。
[09:53] そう、
[09:54] あの、
[09:55] 安心してください。
[09:56] はい、
[09:57] わかりました。
[09:58] はい、
[09:59] わかりました。
[10:00] じゃあ、
[10:01] 今日、
[10:02] お話しして、
[10:03] あの、
[10:04] 日本語が、
[10:05] すごい、
[10:06] 上手ですし、
[10:07] はい、
[10:09] じゃあ、
[10:10] ございました。
[10:11] そう、
[10:12] あの、
[10:13] 全然、
[10:14] 頑張って、
[10:15] あの、
[10:16] できるかなって、
[10:17] 思いましたので、
[10:18] はい。
[10:19] えーと、
[10:20] 今日、
[10:21] あの、
[10:22] 録射したの、
[10:23] あの、
[10:24] 会社の方に、
[10:25] ちょっと、
[10:26] もうさんが、
[10:27] 合合してますってことを、
[10:28] ちょっとお伝えして、
[10:30] はい。
[10:31] えーと、
[10:32] あと、
[10:33] 漫説は、
[10:34] えーと、
[10:35] 何回くらい、
[10:36] ありました?
[10:37] 漫説は、
[10:38] 基本、
[10:39] 1から2回、
[10:40] っていう風に、
[10:41] 聞いてます。
[10:42] で、
[10:43] まず、
[10:44] あの、
[10:45] 1回目、
[10:46] ちょっと担当の人と、
[10:47] やっていただいて、
[10:48] あの、
[10:49] そこで、
[10:50] 終わる場合も、
[10:51] ありますし、
[10:53] もしかしたら、
[10:54] 2回目、
[10:55] はい。
[10:56] お店の責任者の人と、
[10:57] やってもらうことも、
[10:58] あります。
[10:59] はい。
[11:00] 行けますよ、
[11:01] とか。
[11:02] 速いそうですか。
[11:03] そうですね。
[11:04] あの、
[11:05] だいたい、
[11:06] 1回、
[11:07] 面接してもらったら、
[11:08] だいたい、
[11:09] あの、
[11:10] 3日間くらいで、
[11:11] あの、
[11:12] すぐ、
[11:13] ちょっと連絡ください、
[11:14] っていう風には、
[11:15] 言ってありますので、
[11:16] はい。
[11:18] はい。
[11:19] わかりました。
[11:20] はい。
[11:21] ただ、
[11:22] リサの、
[11:23] ね、
[11:24] 期限もあるから、
[11:25] はい。
[11:26] ちょっと、
[11:27] 不安です。
[11:28] いいかなと思うので、
[11:29] はい。
[11:30] 仲間に来まーす、
[11:31] っていう風に、
[11:33] 言っておきますね。
[11:34] は、
[11:35] お願いします。
[11:36] burning 。
[11:37] はい。
[11:38] はい。
[11:39] この開始にしてください。
[11:41] ありがとう、
[11:43] erne
[11:49] はい。
[11:50] はい、
[11:56] あっはぁ、
[11:57] はい、
[11:58] お店は、
[11:59] 里性それもなおと言いでいれば Bref
[12:06] 姉姉IL.
[12:09] 支開者でももあることもある すごくわからないですよ
[12:15] いないわけじゃないがいいんだっぱ �カッジュリカー
[12:19] 入 season
[12:20] 在寺は明るく 作った
[12:56] はいはい。
[12:58] もう1つ言っていただきたいと思います。
[13:03] お前にも言えますけど、
[13:05] はい、私は本当に、私は本当に。
[13:07] はい、私は本当にとっております。
[13:09] 本当に?
[13:11] 待ってください。
[13:13] はい、見えますか?
[13:21] 見えますか?
[13:24] あ、ハミデルコミュニー。
[13:27] はい、ハミデルコミュニー。
[13:28] はい、ハミデルコミュニー。
[13:30] はい、お願いします。
[13:32] 今回お話をお伝えしたって言ったら、皆さんにもお話ししたんだけど、木村一郎に会ったんだけど、
[13:38] 会ってくれてたからね。
[13:40] お願いします。
[13:43] はい。
[13:44] こういうお話、私たちは質問できるのですが、
[13:47] お話をお話ししてもらって直�� Sharklubで私のお話をお話ししてくれるかな?
[13:50] お話ししてくれてるから。
[13:54] ご視聴ありがとうございます。
[13:56] こんにちは。
[13:58] はい ありがとうございまーす
[14:03] あ ありがとうございまーす
[14:06] はい ごかんさんの方で
[14:08] 大丈夫ですか? もう大丈夫ですか?
[14:12] わかりました じゃあまた連絡しますね
[14:17] はい ありがとうございます
[14:20] はい お疲れさまでーす
[14:23] 先に失礼します
