# 録音_20260423_093541
検出言語: ja (確信度: 1.00)
音声時間: 1467.5秒
[04:19] 食べてくださいと言ったら
[04:21] 自分が手が洗わないので
[04:23] let me wash my hands
[04:25] 手をまず
[04:27] 洗わせていただき
[04:30] おー
[04:38] let me
[04:40] 私の前に
[04:42] レッツ
[04:46] レッツ
[04:48] 初めていただきました
[04:50] ケース
[04:53] ケース
[04:58] 可愛い人のファン
[05:01] レッツ
[05:03] スリープ
[05:05] OK
[05:07] 食べていただきます
[05:09] そういうこと?
[05:11] ちょっと疲れたなぁと思ったら
[05:13] レッツ
[05:15] スリープ
[05:17] それが間違ってない
[05:19] ちょっと眠たいな
[05:21] 眠たいなぁと思ったときに
[05:23] レッツにスリープ
[05:25] そうそうそうそう
[05:27] ちょっと時間持って
[05:29] レッツにスリープ
[05:31] レッツメインゴー
[05:33] ミスタヨシダハウス
[05:35] だけに向かわせていただきます
[05:37] そういうことか
[05:39] 日本語で
[05:41] 勉強させていただきます
[05:43] 覚えさせて
[05:45] 覚えさせて
[05:47] 何で覚えさせて
[05:49] 勉強して
[05:52] 勉強する
[05:54] 目の目の人に
[05:56] 勉強させていただきます
[05:58] 日本語でわかる
[06:00] 学ばせていただきます
[06:02] それって
[06:04] レッツメインスターディー
[06:06] 直訳でいい
[06:08] メモライズ
[06:10] メモライズ
[06:12] 記憶する
[06:14] 覚える
[06:16] この
[06:18] 日本語の人に
[06:20] 日本語の人に
[06:22] 勉強させていただきます
[06:24] 勉強させていただきます
[06:26] 勉強させていただきます
[06:28] そもそも違うかもしれない
[06:30] 勉強させていただきます
[06:32] 勉強します
[06:34] 勉強します
[06:36] 目の目の人に
[06:38] 勉強させていただきます
[06:40] 勉強が一緒なのかな
[06:43] させていただきます
[06:45] でも
[06:47] レッツメインスターディーで
[06:49] 挑戦か
[06:51] やらさせてもらう
[06:53] 一緒で
[06:55] メモライズ
[06:57] 覚えさせて
[06:59] 覚えさせていただきます
[07:01] 明日までに覚える
[07:03] レッツメインスターディー
[07:05] メモライズ
[07:07] 相手に許可を取ってるわけです
[07:09] 勝手に
[07:11] やらなくて
[07:13] 一応ちょっと許可
[07:15] 特に言わなくても大丈夫だし
[07:17] 言ったほうが
[07:19] レッツメインスターディー
[07:21] 意味ですよね
[07:27] レッツメインスターディー
[07:29] はい
[07:31] レッツメインスターディー
[07:42] レッツメインスターディー
[07:44] なるようになる
[07:47] レッツメインスターディー
[07:49] レッツメインスターディー
[07:51] 答えて
[07:55] レッツメインスターディー
[08:01] レッツメインスターディー
[08:04] 無止 bob
[08:08] レッツメインスターディー
[08:09] もう一度
[08:11] 欲しい
[08:12] 欲しい
[08:20] 大早く
[08:23] about 2
[08:31] 5インツ
[08:33] 5インツ
[08:36] 1インツ
[08:39] 絶対に習って
[08:45] 1インツ
[08:48] 1インツ
[08:50] 何々昨日と同じく
[08:52] 何々をしようとしています
[08:54] という意味
[08:56] しようとしています
[08:58] 今何々をしようとしています
[09:00] という意味です
[09:03] 昨日の
[09:05] 1インツ
[09:07] 2インツ
[09:10] 2インツ
[09:13] 何々が違うのとしたら
[09:15] バントは近い未来
[09:17] もっと近いという意味です
[09:19] 近い未来
[09:23] 5インツも近い未来に出すけど
[09:25] ただの生じ
[09:27] 計画を立てていいみたいな
[09:31] 計画を立てて
[09:33] バントは今すぐ
[09:38] そのこと今すぐ
[09:40] カウンスターンじゃん
[09:45] そうか
[09:48] 5インツの場合
[09:50] 計画を立ちようとしています
[09:53] はい
[09:55] なるほど
[09:59] 今が5インツ
[10:01] 近い未来
[10:03] 今すぐ
[10:07] 5インツ
[10:13] 2インツ
[10:18] 寝ようとしています
[10:20] でも今じゃないです
[10:22] 今読みます
[10:24] テレビを見ます
[10:29] 今すぐ寝ます
[10:31] なるほど
[10:34] ここで
[10:36] 今すぐ寝ます
[10:38] でも5インツ
[10:40] 2インツだと帰ってから寝ます
[10:42] これだ
[10:45] 時間を表すところ
[10:52] ラッシュとか
[10:54] ラッシュとかでも使っても
[10:56] ないところ
[10:58] 5インツ
[11:03] 2インツ
[11:09] 2インツ
[11:12] 今すぐ寝れ
[11:20] 止めて
[11:22] 昼後までは
[11:24] 今すぐ寝る
[11:28] 次
[11:34] 今寝る
[11:38] この Us
[11:40] 専門
[11:42] 先端
[11:44] 今すぐ寝
[11:49] 今すぐに
[11:51] 色々
[11:53] すぐ寝る
[11:55] じゃあメーが寝てくれ
[12:42] あと2時間くらいでやろうとして
[12:46] なるほど
[12:50] アパーチをステイリーにして
[12:53] 今英語を真ん中勉強しようとして
[12:57] アイド語源をステイリーにして
[13:00] 強化するじゃないですかもんね
[13:02] 私は来週
[13:06] 来週?あ、そうか
[13:08] のみにやろうと思います
[13:10] あ、もうダメ
[13:11] これ違う?
[13:12] レッティや
[13:13] レッティはそうですね
[13:14] レッティは気をかんほとんべき
[13:17] いや、もう決まってるよって言うんです
[13:22] 決まってるよって言うんですね
[13:23] のみに行くので決まってたらオッケー
[13:26] 決まってたらオッケー
[13:30] それはなんか
[13:31] 確実にできると怖いですね
[13:35] 例えば私が
[13:37] 右返りに行こうと
[13:38] このポンションを使い出すけど
[13:41] 本当に私が行くかわからないです
[13:43] 確実に行く予定ではないです
[13:48] あんま使わないと言うで
[13:53] このゴインズ何を言うって
[13:55] 計画を立てて
[14:10] コインズに行くけんよと
[14:30] テイクなの?
[14:31] テイク
[14:37] 今の人している
[14:38] お茶
[14:48] マンマン行こうと思って
[14:49] 絶対行こうって
[14:54] 本当は
[14:58] めっちゃ長い夢書でいたい
[15:01] 全部一体自分紹介から
[15:02] マンマンにも
[15:03] 二言って言いたい
[15:05] 一分くらい全部
[15:09] 全部一緒に
[15:26] 使い分けて
[15:29] 今あんま
[15:42] 面白い
[15:44] バレンタイン一緒にいない
[15:46] プロボーズだ
[15:49] ある人
[15:59] Bは存在
[16:01] Bは存在
[16:03] Bの仕
[16:04] はい。
[16:06] どうするか、
[16:08] 私たちのビードは格好良くないかと聞いてるけど。
[16:11] 私は、私たちのビードを必要にしているの。
[16:19] 今度は私たちが優しく考えているの。
[16:30] フェイスポーズ
[16:32] 女同士
[16:34] 女同士のアカカイ
[16:36] 女同士
[16:38] 同士を助けたのに
[16:40] 女同士のアカカイ
[16:42] ウェスミ
[16:44] 私と一緒に
[16:46] 働きたい
[16:48] そうか
[16:50] ウェスミか
[16:52] そういうことか
[16:54] ウェジュライクの
[16:56] 何人にしたいですか
[16:58] ウェジュライク
[17:25] 私もיことに行ったけど
[17:27] そこなんて、エニシングじゃないんだよ
[17:29] 絶対必ずさ、宇宙ライフさんに
[17:31] アレじゃん
[17:32] エニシングは、基本経過してしまった
[17:34] だから、宇宙ライフさんだから
[17:36] お、そっちも進める、進める場所
[17:38] 進めましょう
[17:40] 本来は?
[17:41] 本来はバッドできしてよ
[17:43] バッドだ
[17:45] エニシング
[17:48] 宇宙ライフさん
[17:49] ビッドできて
[17:51] でも、ちゃんとバッドでエニシング
[17:54] だから、俺はちょっと後で
[17:55] 宇宙ライフさん
[17:56] ここからレベルを上がるんだな
[17:58] サムゼン
[17:59] サムゼン
[18:00] サムゼン
[18:01] サムゼン
[18:02] サムゼン
[18:03] サムゼン
[18:04] サムゼン
[18:05] サムゼン
[18:06] サムゼン
[18:08] サムゼン
[18:09] サムゼン
[18:10] サムゼン
[18:11] サムゼン
[18:12] サムゼン
[18:13] サムゼン
[18:14] サムゼン
[18:16] サムゼン
[18:18] サムゼン
[18:20] サムゼン
[18:21] サムゼン
[18:22] サムゼン
[18:24] サムゼン
[18:25] サムゼン
[18:28] サムゼン
[18:29] サムゼン
[18:35] サムゼン
[18:36] サムゼン
[18:42] サムゼン
[18:44] 日本の文化と疑問として
[19:06] そう、そうですね
[19:07] 終わりました
[19:12] Would you like to join the team?
[19:24] Would you like to join the team?
[19:27] はい
[19:28] しません
[19:35] だから
[19:36] Would you like a dance with me?
[19:38] Would you like a dance with me?
[19:40] 踊りたいですか
[19:42] 踊りたいですか
[19:43] 踊りたいと踊りません
[19:44] 難しいね
[19:45] とても丁寧だよね
[19:47] would you like to
[19:49] 丁寧に
[19:51] would you like to
[19:53] 誘導
[19:55] 大丈夫です
[19:56] OKです
[19:57] OKです
[19:58] 誘うときに
[20:00] 上から誘ってる
[20:02] 大丈夫
[20:03] 大丈夫
[20:04] 丁寧な
[20:05] 丁寧に
[20:06] イクエージェント
[20:07] OKです
[20:10] 丁寧に誘うとき
[20:12] 出師だろう
[20:14] メロガニング
[20:18] ぐじょうらした
[20:22] 博士でも信じなきゃいい
[20:25] 明日は試験
[20:27] 実訓
[20:32] 一週間最後の集大生試験
[20:38] 抑大は after this
[20:40] 無視してくれ、無視してくれ
[20:42] ありがとうございます
[20:44] Thank you
[20:54] 無視しとって
[21:00] エンジンは否定で
[21:02] 禁応は基本3戦
[21:04] 俺らが
[21:06] 入ってるから
[21:09] えー
[21:12] これちゃんと復習しない
[21:14] うん
[21:19] あずしけん、任せなさい
[21:43] 面談させていた面談って何?
[21:47] ディスカッション
[21:49] ディスカッション
[21:51] ミッテン
[21:54] みーてん
[21:56] ラミッテン
[21:58] ステップ
[22:00] ステップ
[22:02] レッテン
[22:04] ステップ
[22:07] ステップ
[22:11] ステップ
[22:21] ステップ
[22:28] ケイキュー
[22:30] スター
[22:33] ステップ
[22:35] スタートじゃないんだ
[22:38] スタート
[22:41] スタート
[22:45] そーらー
[22:47] それを shy
[23:08] 頭地のやつは
[23:51] 上がってくるお疲れ
[24:17] お金!お金!
