# 録音_20260423_130715
検出言語: ja (確信度: 1.00)
音声時間: 833.4秒
[04:57] ブルーシーフードとか、そきあのみたいなの、
[05:00] 11から14まで、18から0までそのみたいなデブリュースとかはないんですね。
[05:06] そうですね。
[05:07] あの、スタミナタロウの焼肉屋さんだと、
[05:11] 例えば朝10時に出勤して、お昼の昼やります。
[05:18] で、その後に休憩1時間とって、
[05:22] で、夕方ちょっとやって、
[05:25] で、もう一回休憩とって、9時とか10時ぐらいに上がるので、
[05:33] 1日大体10時間とか11時間ぐらいお店にいるっていう感じですね。
[05:39] はい、確かにもらいました。
[05:41] 大丈夫ですか?
[05:44] わかりました。
[05:47] 一応、今回広島から東京の方に来ると思うので、
[05:56] 家はスタミナタロウの会社さんの方で量を準備してくれます。
[06:02] ありがとうございます。
[06:05] で、去年量の場所は選べないので、
[06:09] スタミナタロウさんの方でここですっていうところに住んでもらって、
[06:13] そこから通勤すると。
[06:17] はい。
[06:18] 今もそうですか?
[06:19] あ、そんな今もそうなんですね。
[06:21] はい、会社さんの量ですね。
[06:24] パッチリです。
[06:26] わかりました。
[06:27] 今、結構日本語うまいですね。
[06:32] そんなことないです。
[06:34] 今はN2?
[06:38] 今はあのNUさん語がしてNUに続けてます。
[06:41] あ、なるほど。
[06:42] じゃあ今N3を持ってるんですね。
[06:45] あ、NUさんですけど、私はCNPじゃなくて、
[06:49] 無くたっぽうと、下の合格です。
[06:53] なるほど。
[06:55] わかりました。
[06:58] はい、今回何か旧人の内容とか見てもらったかと思うんですけども、
[07:11] 気になることとか確認したいことってありますか?
[07:17] すみません。もう一度説明してもらえれば。
[07:21] はい。
[07:22] なんかわからないこと?
[07:24] スタミナタロウさんで確認したいこと、
[07:28] わからないこと何かありますか?
[07:30] はい、今見ましたけど、
[07:34] それがだいたい大丈夫です。
[07:36] 無理作用してもらえれば、
[07:39] NUさんするかどのぐらいになりますか?
[07:45] 今回7月から5月来週ぐらいに面接しまして、
[07:53] もしそこでOKだったらビザ、
[07:59] ビザの変更の申請をします。
[08:03] それがだいたい3か月ぐらいかかるので、
[08:07] 5月、6月、7月、
[08:10] 何でも多分8月ぐらいの入社になると思います。
[08:15] はい、すみません。
[08:18] 仕事内容ではキッチンボールも書いてありますけども、
[08:23] それ、どっちから始まりますか?
[08:26] メインはホールですね。
[08:28] ホール?
[08:29] はい。
[08:30] ホールでお客様が食べた後の片付けとか、
[08:35] あとドリンク?
[08:37] ホールをお客様に持って行ったりとか。
[08:40] そうですね。
[08:41] まずはホールで日本語をしっかりとスキルアップしながら、
[08:45] お客様の接客をするっていうのがメインです。
[08:49] わかりました。
[08:50] はい。
[08:51] 今回4,3日本語うまいので、
[08:55] 全然ホールできると思います。
[08:59] また成長させたいです。
[09:01] もっと日本語うまくなって、
[09:03] NUとか取れるといいですね。
[09:07] 今、勉強続けているので頑張ります。
[09:11] 4,3は今後の目標というか、
[09:15] 自分のやりたいことってどういうことですか?
[09:19] はい。
[09:20] 私は接客や調理をちゃんと学んで、
[09:26] 参拝者たちからちゃんと学んで、
[09:29] 将来ではお客様から満足していただけるスタッフになって、
[09:36] 日本語のレストランを作りたいです。
[09:39] 素晴らしい。
[09:40] そのレストランは日本でやりたいんですか?
[09:44] それともミャンマーに帰ってからやりたいんですか?
[09:47] チャンスがあれば日本で作りたいんです。
[09:50] 素晴らしいですね。
[09:52] じゃあやっぱり、
[09:54] 長く日本で働いていきたいということなんですね。
[09:58] チャンスがあれば、
[10:01] 特定技能の日を持っているので、
[10:05] さすがあれば、
[10:07] 特定技能の日向を合格して、
[10:10] 長く働きたいです。
[10:12] 日本で。
[10:13] わかりました。
[10:15] スタミナ太郎さんは、
[10:17] 特定技能2号もちゃんとサポートしてくれる会社になりますので、
[10:24] ぜひしっかりと学んで、
[10:27] いずれ2号を取っていけるといいですね。
[10:32] わかりました。
[10:34] あとは、
[10:36] 苦手なものってありますか?
[10:39] 食べられないものとか、
[10:41] 触れないものとか。
[10:44] それは特にありますか?
[10:46] ないですね。
[10:47] わかりました。
[10:49] あとは何か聞きたいことはありますか?
[10:53] 質問。
[10:56] 入社して、
[10:58] もし採用していただけば入社して、
[11:00] どのくらい出しましたら、
[11:02] 仕事になれるになりますか?
[11:05] 大体3ヶ月から半年ぐらい。
[11:09] 半年ですね。
[11:11] 初めは新しい仕事なので、
[11:14] 慣れない部分もあるんですけれども、
[11:17] ただ、
[11:18] 好き屋でしっかりと働いているので、
[11:23] そこは大丈夫かなと思います。
[11:28] どのことがあっても頑張りました。
[11:31] わかりました。
[11:32] ありがとうございます。
[11:34] ありがとうございます。
[11:36] はい。
[11:38] どのくらいかな。
[11:41] わかりました。
[11:42] ちょっと待っててくださいね。
[11:44] はい。
[11:55] Myammaの方なんですけれども、
[11:58] Facebook案内してもらっていいですか?
[12:01] はい。
[12:02] じゃあ、今URLを送るので、
[12:05] そこから入って、
[12:06] Facebook案内してもらえればと思います。
[12:21] ラインで送ります。
[12:23] ラインで。
[12:24] すみません。
[12:28] ちょっとこれ、
[12:29] イヤホンしてると聞きづらくって、
[12:31] ラインで送りますね。
[12:34] すみません。
[12:42] お待たせしました。
[12:44] はい。
[12:47] じゃあ、
[12:49] 今回の
[12:51] 今回の
[12:56] 4さんの
[12:58] 履歴書を
[13:00] ふたみな太郎の採用の方に送ります。
[13:05] お願いします。
[13:06] で、最後に
[13:08] こんにちは。
[13:12] こんにちは。
[13:14] はい。
[13:15] Myです。
[13:16] よろしくお願いします。
[13:18] よろしくお願いします。
[13:20] よろしくお願いします。
[13:22] よろしくお願いします。
[13:24] はい。
[13:25] 4さんは今、
[13:26] NUさんですね。
[13:28] NUさんが少し…
[13:30] はい。
[13:31] NUは、
[13:32] 勉強していますか?
[13:34] はい。
[13:36] よろしくお願いします。
[13:38] はい。
[13:40] はい。
[13:42] NUとかは、
[13:43] 勉強しておりますか?
[13:45] はい。
[13:46] 勉強しております。
[13:47] はい。
[13:48] ありがとうございます。
[13:49] なんかね、
[13:50] 私たちの感謝は、
[13:52] Facebookを
