# 2026-04-20 17.06
検出言語: ja (確信度: 1.00)
音声時間: 1698.0秒
[03:36] 僕はずっと
[03:38] かながわですね
[03:40] そうなんですね
[03:43] ムサシコスにのほうでも
[03:45] 特定技能とか外国籍の方は多かったんですか
[03:47] 一人いた時期も
[03:49] あります
[03:51] ベトナムの方
[03:53] いた時期はありました
[03:55] その一人だけですね
[03:57] そうなんですね
[03:59] わかりました
[04:02] こちらのトツカモディーテンさんのほうは
[04:04] 営業時間としては何時何時でやられているんですか
[04:06] 朝11時から
[04:08] 夜は10時まで
[04:10] 10時まで
[04:15] 学校では30分前で9時半
[04:17] 9時半なんですね
[04:20] 社員さんは何人くらいで
[04:22] コマをされている
[04:24] 今ホール表の
[04:26] 設計のほうは3人いて
[04:28] 中央は2人
[04:30] あ、中央2人で
[04:34] あとはアルバイトさんで
[04:36] という感じですね
[04:38] ああ、なるほど
[04:45] わかりました
[04:51] 実際にこう
[04:53] 今実さんが勤務されている中で
[04:55] 働いている勤務時間としては
[04:57] 大体どういったシフトで働かれているんですか
[04:59] 朝は10時
[05:01] 10時から
[05:03] 最後までやる時もあれば
[05:05] 7時とか8時とかで
[05:07] ちょっと待たないとか
[05:09] その日に応じてみたいな
[05:12] なるほどですね
[05:14] 今度もシフトまでちょっとまた
[05:16] ああ、全然なになる
[05:19] じゃあ回転前の仕込みから
[05:21] 入られてって感じなんですね
[05:23] した
[05:26] じゃあだいたい週のお休みは
[05:31] 1日か2日みたいな感じですかね
[05:33] 2日
[05:35] だいたい週2回
[05:37] ああ、なるほど
[05:44] そうですね
[05:46] わかりました
[05:48] ありがとうございます
[05:55] 実さんはこちら来てから
[05:57] もうすぐで半年とか
[05:59] そんな本ですね
[06:02] 仕事を始めて
[06:04] ここで半年くらい
[06:06] 何か月?
[06:08] 3か月くらい
[06:13] ここに来たの12月くらい
[06:16] 1月くらい
[06:18] 基本はもう
[06:23] 中央キッチンの方で
[06:25] そうですね
[06:27] ありました
[06:30] ありがとうございます
[06:35] 仕事をしていて
[06:37] わからない、困っていることとか
[06:39] 実際どうですか
[06:41] 仕事は楽しく働けてますか
[06:43] 楽しいです
[06:45] うちの会社は
[06:47] 中央はネパールの方が
[06:49] 多くて
[06:51] うちの店とかだと思う
[06:53] 全員ネパールの方が
[06:55] そうなんですね
[06:57] なのでそこで
[06:59] 言葉がみんなネパール語で話せるんで
[07:01] ああ
[07:03] なるほど
[07:05] その言葉の壁みたいなのは
[07:07] 仕事は少ないです
[07:09] なるほどですね
[07:15] じゃあ実際に仕事をしていて
[07:17] やり方とかはもう
[07:19] 僕語というか
[07:21] そこでコミュニケーション取れてるから
[07:23] あまり師匠なくできてる
[07:25] このボール側の形と話すときは
[07:27] 当然日本語で話してもらうんですけど
[07:31] 両位長とか
[07:33] 結構日本語もペラペラなので
[07:35] とても細かく伝わらないことが
[07:37] あったときは
[07:39] 話してもらったりとか
[07:41] 実際は今日本語は
[07:43] N4
[07:45] N3とってるんですね
[07:47] 言いました
[07:53] あとは
[07:57] 今は
[07:59] 仕事は結構楽しく
[08:01] できてると思うんですけども
[08:03] 仕事以外の
[08:05] プライベートとか
[08:07] プライベートで何か困ってることとか
[08:09] わからないこととか
[08:11] ありますから
[08:14] 問題はないです
[08:16] 日本で
[08:34] お金のようにトラブルとか
[08:36] そういうの無さそうですか
[08:38] 大丈夫ですか
[08:40] 良かったです
[08:42] 医薬薬症
[08:44] 市薬症とかから届く
[08:46] 医療等とかで大丈夫な仲見
[08:48] 感染のような大事です
[08:50] 皆さんよくそういうので
[08:52] 今は一人暮らしですか
[08:54] それとも友達とか
[08:56] 友達と暮らしてる
[08:58] 病気に払ってなかったみたいな
[09:00] そうなんですよ
[09:02] よくこれ何て書いてあるのって
[09:04] ここに持ってきて
[09:06] 確認したりみたいなことがあるんですね
[09:08] そうなんですね
[09:10] でも助かりますね現場で
[09:13] お届き方は僕も来たばかなんであれですけど
[09:15] 私の次の時はよく
[09:17] 行ってきてもらって
[09:19] 幼稚園の申し込みとか
[09:21] 多いですよね
[09:23] どうしても
[09:25] 薬症はポンって
[09:27] 一緒に送ってくるだけで
[09:30] 誰か書いてね
[09:32] われわれも
[09:34] 女性の方とか
[09:36] そういうのがあった時には
[09:38] 一緒に見てあげて
[09:40] 毎日
[09:42] 書く場所を教えてあげたりとか
[09:44] 結構多いんで
[09:46] 材料カードとかちょっと見せてもらいながら
[09:48] こっちで書いたりとか
[09:50] この番号どこに書くんですか
[09:52] とか
[09:54] ありました
[09:56] 大丈夫です
[09:58] わかりました
[10:00] もしわかんないことがあれば
[10:02] 店長さんでもいいですし
[10:04] われわれでもいいんで
[10:06] はい
[10:08] 何かあったり言ってください
[10:10] 体
[10:14] 体とかは元気ですか
[10:16] 病院とか風とか
[10:18] 大丈夫です
[10:21] 結構
[10:23] 日本の病院とか
[10:25] 海外の方行くと通訳の方
[10:27] 結構多いんですよ
[10:29] 日本もわかる方とか
[10:31] そういった時に
[10:33] 企業さによっては
[10:35] 企業の人事の方とか
[10:37] もちろん現場の店長さんが
[10:39] ついていることもあるんですけども
[10:41] なかなかやっぱりお店やりながら
[10:43] と難しかったりするので
[10:45] そういった時とかわれわれ
[10:47] 言っていただければ
[10:49] 例えば病院に一緒についていって
[10:51] 病院の先生が言ってくれたことを
[10:53] お伝えしてあげたりとか
[10:55] 必要なことであれば
[10:57] そこで聞いた内容を企業さんの方に
[10:59] お伝えするみたいなこともやってますので
[11:01] するときとかは
[11:03] うまく使っていただければなと思います
[11:05] そこも大丈夫そうですね
[11:11] 実産は
[11:13] 将来の
[11:15] キャリア
[11:17] この会社で
[11:19] 例えば2号を取りたいとか
[11:21] 希望はあるんですか
[11:23] 2号を取りたいんですか
[11:25] 長く働きたい
[11:27] 長いです
[11:29] 実産は
[11:36] 特定技能1号
[11:38] 在留資格で
[11:40] お仕事しているのですけども
[11:42] 特定技能1号の在留資格
[11:44] というのは
[11:46] 日本で特定技能1号
[11:48] ピザを取ってから
[11:50] 5年間という責任があるのです
[11:52] 5年経ってしまうと
[11:54] 特定技能1号では
[11:56] 日本で働けないよう
[11:58] ということで
[12:00] 国に必ず帰らなきゃいけないという
[12:02] 資格なんですよ
[12:04] これを
[12:06] 長く日本にいるためには
[12:08] 特定技能1号という資格から
[12:10] 特定技能2号という
[12:12] 資格に
[12:14] 将来的には切り替えなきゃいけない
[12:16] 特定技能2号に切り替えると
[12:18] 実は
[12:20] 一生っていうか
[12:22] ずっと日本で働くことができますよ
[12:24] 結婚したとしても
[12:26] その方と一緒に
[12:28] 子供と一緒に日本に入れるという
[12:30] 在留資格が
[12:32] 特定技能2号という資格になっていまして
[12:34] これ取るために
[12:36] 新しく試験を
[12:38] まだ日本で受けなきゃいけない
[12:40] この試験がなかなか難しくて
[12:42] 合格率でいくと
[12:44] 結構20%とか30%くらい
[12:46] 12%を受けたら
[12:48] 2、3人合格できるかなというところで
[12:50] 結構皆さんこれ目指して
[12:52] これがの英雄券とか
[12:54] 英雄券を
[12:56] 取るために2号には
[12:58] 絶対必要みたいな
[13:00] 英雄券はさらに上っていう感じですね
[13:02] 英雄券で結構
[13:04] 日本で10年以上
[13:06] 在留ができるということが
[13:08] 大前提なので
[13:10] 特定技能1号って5年が限界なので
[13:12] 特定技能1号だとそもそも
[13:14] 受ける資格ないですねって言われちゃうんですよ
[13:16] 2号を取ると
[13:18] もう日本の在留期限ってないので
[13:20] 更新し続ける限り
[13:22] 3年でも5年でも10年でも入れると
[13:24] そうするとこれで長く働くことによって
[13:26] ゆくゆくは頑張ることによって
[13:28] 英雄券を取れるっていうような
[13:30] では特定技能2号だったりする前ですね
[13:32] なので結構
[13:34] 日本の飲食店で働かれてる方って
[13:36] 1号から2号に切り替える
[13:38] って方が結構多いんですけれども
[13:40] ただこれがやっぱり
[13:42] 日本語の資格
[13:44] N3持ってるので
[13:46] 日本語的には問題ないんですけれども
[13:48] 試験問題が
[13:50] 全部漢字と開かないんですよ
[13:54] 特定技能1号は
[13:56] 優しくて振り金振ってくれるんですね
[13:58] ただ2号の問題で
[14:00] 振り金振ってくれないので
[14:02] そうするとここに書いたら
[14:04] これちゃんと理解できますかみたいな
[14:06] これ振り金振ってないので
[14:08] なので日本人であれば
[14:10] パッと見て分かるんですけれども
[14:12] なかなか海外の方分かるづらいっていうことで
[14:14] 難しいですよね
[14:16] なので結構我々もやっぱり
[14:18] こういったところの対策で
[14:20] 勉強会やってたりとかするので
[14:22] ぜひユニーさんでの働きが慣れたら
[14:24] そういったところにも
[14:26] 参加していただきたいなと思いますし
[14:28] あとは
[14:31] 絶対に日本の
[14:33] キッチンの場でも全然いいんですけれども
[14:35] キッチンで
[14:37] この店だったら料理所とか
[14:39] そういった上の方々を
[14:41] サポートするような仕事を
[14:43] ちゃんとできてましたかっていうところが
[14:45] 試験受ける場合の
[14:47] 視覚の一つにもなってくるので
[14:49] ぜひ
[14:51] 実際働いてる中で
[14:53] 今後だと料理所とか
[14:55] 店長さんとか
[14:57] そういったところちゃんとフォローしながら
[14:59] しっかりと働き組みに問題がいないかな
[15:01] というところを一つ目指して
[15:03] いただければなというところで
[15:05] 結構ちょっと大変な部分はあるんですけれども
[15:07] うちは
[15:11] 焼肉2個っていう
[15:13] 焼肉店を監督の方で
[15:15] やってまして
[15:17] トイコ戦戦というと
[15:19] モトスミヨシとかにフランジャーであったりするんですけど
[15:21] はいそうなんですよ
[15:23] 嘘なんですよね
[15:25] なので
[15:26] トイコ戦だと中めぐろとか
[15:28] あとモトスミヨシとか
[15:30] あと神奈川だと町田とかに
[15:32] フランジャーのお店あったりとか
[15:33] 横浜にも一応あるんですけれども
[15:35] そこだと
[15:37] 基本はもうやっぱり
[15:38] 特定技能の方だと
[15:39] ホールはやかなか難しいので
[15:41] 皆さんもキッチンなんですけれども
[15:43] まあいろいろキッチン責任者の
[15:45] 補助できるキッチンサポーターとか
[15:47] キッチン責任者っていうところを
[15:49] 皆さん目指していくみたいな
[15:51] でやっぱそこのキッチンの
[15:53] サポーターとして2年
[15:55] しっかりとできれば
[15:57] 受験の仕掛けがありますよ
[15:59] みたいなことを結構やってたりするので
[16:01] はい
[16:02] いわゆるキッチン責任者のサポートを
[16:04] する役割で
[16:05] 2年間の実務経験あるかどうか
[16:07] というところが
[16:08] 一つの受験仕掛けに
[16:11] はい
[16:12] そうなんですよ
[16:13] なんで我々はもう
[16:15] 入ってもらって
[16:16] 半年ぐらいしたら
[16:18] もう君はもうキッチンの方の
[16:20] 補助をするものとして
[16:21] 責任感のある立場だよ
[16:23] みたいな
[16:24] 逆直手当てとか
[16:25] 給与はついてないかもしれないけれども
[16:27] そういった立場だから
[16:28] そこで公共から2年間
[16:31] ちゃんと頑張れば
[16:32] 特定技能2号取れるからねってことで
[16:34] そこ特定技能を取らせるために
[16:36] そこの立場として
[16:37] ちょっと責任感を任せるみたいな
[16:39] ことを結構やってたりするので
[16:41] ぜひ実際に外れたところに
[16:43] 含めてですね
[16:44] 頑張って頂ければなと思います
[16:46] はい
[16:47] お願いします
[16:50] 2号は
[16:52] 寿司田さんのほうで
[16:53] 特定技能を雇用していく上で
[16:56] 何か分かんないところとか
[16:58] 何かここちょっと
[16:59] クリアにしておきたいなって
[17:00] いうところを
[17:01] 立ってりされますか
[17:02] 特定技能の方って
[17:04] 僕も以前のベトナムの方
[17:06] 一人だけ
[17:07] はい
[17:08] なんかこう
[17:09] 他にもね
[17:10] パールにたち
[17:11] いっぱいいるんです
[17:12] 普通にあの
[17:13] 修道ビザみたいので
[17:14] あっ
[17:15] って言ってます
[17:16] はい
[17:17] さっそくこの辺の
[17:18] 何か違いって
[17:19] あるんですか
[17:20] そうですね
[17:21] 多分今の方とかだと
[17:22] 例えば技術人文知識国際業務
[17:25] っていうビザで
[17:26] お仕事をされている方
[17:28] もいらっしゃるんですけれども
[17:32] ただ現状はなかなか
[17:33] 技術人文知識国際業務で
[17:36] キッチンでビザが
[17:37] 降りるっていう
[17:38] なかなか難しいんですね
[17:40] 過去修道ビザって
[17:42] 言われてたものが
[17:43] 今はなかなかそれで
[17:44] ビザが降りづらくなってるみたいな
[17:47] なので
[17:48] 日本と
[17:49] 日本の
[17:50] 言われば農林水産省が
[17:51] 間隔なんですけども
[17:52] 農林水産省としては
[17:54] キッチンとかホールで
[17:56] 外国籍の方が
[17:57] 働く場合は
[17:58] 特定技能を取ってください
[18:00] っていうような
[18:01] 立て付けが
[18:02] もう6年前ぐらいに
[18:04] ちょっと敷かれたんですよ
[18:06] それより前は
[18:07] そういった特定技能ビザって
[18:08] 日本になかったので
[18:10] もう出あれば
[18:12] 店長とか
[18:13] 料理長っていう
[18:14] クラスの方であれば
[18:16] いわゆる専門的な業務なので
[18:18] 修道ビザと言われる
[18:20] 技術人文知識国際業務で
[18:22] 働いていいですよ
[18:23] っていうふうな
[18:24] ただ
[18:25] 5、6年前に
[18:26] 特定技能っていうビザが
[18:27] できてからは
[18:28] じゃあ
[18:29] キッチンとか
[18:30] ホールで働く方
[18:31] こっちのビザを
[18:32] 取ってくださいっていうもので
[18:33] なのでその
[18:34] 5、6年前ぐらいに
[18:35] ちょっと
[18:36] 分かれたっていう感じなんですね
[18:38] あ、ほんま
[18:39] ちょっとくらいの知識が
[18:40] 多くない
[18:41] なので
[18:42] 5、6年前ぐらいに
[18:43] もう
[18:44] 飲食で働いた方は
[18:45] そういうこそ
[18:46] 技術人文知識国際業務で
[18:48] 働かれたり方結構多くて
[18:50] ただ
[18:51] 5、6年前ぐらいに
[18:52] 特定技能ができてからは
[18:54] そっから切り替えるって
[18:55] かな
[18:56] 結構多いんですよ
[18:57] ただ
[18:58] この方はもうほんと
[18:59] 専門的なことを
[19:00] やられているので
[19:01] っていうことで
[19:02] 今なおそっちの方で
[19:03] 更新し続けている方も
[19:04] いるんですけれども
[19:05] 今新しくそこで
[19:06] ビザっていうのはなかなか
[19:07] 折りづらいみたいな
[19:08] じゃあ
[19:09] え、折りなかったら
[19:10] でもキッチンとか
[19:11] ホールとかどうしたら
[19:12] いいんですか
[19:13] そのために
[19:14] 特定技能っていうのを
[19:15] 作りましたよ
[19:16] みたいな
[19:17] っていうような
[19:18] 果てつきに今
[19:19] なってる形ですね
[19:20] 切り替えて
[19:21] そうです
[19:22] そうです
[19:23] ビザって
[19:24] 今までの1年と
[19:25] 3年と5年と
[19:26] みたいな
[19:27] そうですね
[19:28] はい
[19:29] はい
[19:30] 今日は
[19:31] 韓国外国の人たちとかが
[19:33] 韓国というのは
[19:34] その
[19:35] なんか対応してないとか
[19:36] ないとか
[19:37] それを全部調べる
[19:38] と思ってる
[19:39] そして
[19:40] 向こうの方が
[19:41] 1年3年5年で
[19:42] 全部判断する
[19:43] そうです
[19:44] そうです
[19:45] ので
[19:46] もともと技術人文知識
[19:48] 国際業務であれば
[19:49] 3年とか5年とか
[19:50] ちょっと長期で
[19:51] 出せるんですけれども
[19:52] 今特定技能も
[19:53] 最長3年出せる
[19:55] なんですね
[19:56] なので
[19:57] 3年間で
[19:58] ビザ出してください
[19:59] なので
[20:00] 今回
[20:01] 実産の時には
[20:02] 出せなかったので
[20:03] 今1年かなと思うんですけれども
[20:05] 去年の10月1日からは
[20:07] 3年で出せるようですと
[20:08] なってるんですよ
[20:10] はい
[20:11] なので次
[20:12] 実産が
[20:13] たぶん今年の秋ぐらい
[20:14] 一歩新するタイミングだと
[20:16] 多分基本3年で
[20:17] 出させたと
[20:18] それで
[20:19] これで
[20:20] 3年で出すんだけれども
[20:22] その中で入管の方が見て
[20:24] 1年半ですねとか
[20:26] 2年ですね
[20:28] もうそれほんと
[20:29] 人にそれぞれです
[20:30] はい
[20:31] ただ
[20:33] そこは
[20:34] 出すタイミングの
[20:36] たぶん
[20:37] エイリンさんの
[20:38] 特定技能の雇用契約書で
[20:40] もう3年でやるので
[20:41] あれば3年で出しますし
[20:43] 1年でやってくれってことで
[20:45] 1年で出しますし
[20:46] それにおいて
[20:47] ちょっと出すという形ですね
[20:49] 特定技能雇用契約書を
[20:51] 例えば3年で出したとしても
[20:53] エイリンさんの契約書が
[20:54] 1年更新であれば
[20:56] 1年ごとになるんですけれども
[20:58] なんで長めに
[21:00] 特定技能の更新出したらいいかというと
[21:02] 今の
[21:03] ビザ更新
[21:04] 結構10万5兵だったりするんですよ
[21:07] 本人も払う手数量が
[21:09] はい
[21:10] なので本人からすると
[21:12] 毎年毎年
[21:14] 10万とか払うと
[21:15] 結構大いんじゃないですか
[21:17] これ毎年だったら
[21:18] 5500円になったんですよ
[21:21] だったら別に良かったんですけども
[21:23] 今結構値段あがっちゃって
[21:25] 数万とか10万単位って
[21:27] 毎年毎年払えないみたいな
[21:30] 基本的には長めに出して
[21:33] 長めに取っちゃうと
[21:36] というのが結構一般的いいですね
[21:40] 結構お金の
[21:42] あと企業さん側も
[21:44] 更新の単位に
[21:46] 一般的に行政処身をお願いすると
[21:48] 7万8万くらいかかるので
[21:50] これが毎年毎年
[21:52] 7、8万かかるくらいであれば
[21:54] 1回7、8万で
[21:56] 本人も1回10万払って
[21:58] それでことすんでしまえば
[22:00] 毎年毎年
[22:01] 互いに2十万違う国に払うって
[22:03] もっぱいないですよね
[22:06] あとはそれで払ってしまって
[22:08] あとは普通に
[22:09] 企業としての雇用契約症状で
[22:11] ちゃんと一応1年中だね
[22:13] とか説明してやっておけば
[22:15] 問題ないかなというところですね
[22:17] はい
[22:19] そうなんですよ
[22:21] 日本の制度も
[22:23] 特定技能という制度自体が
[22:25] まだまだ新しいので
[22:27] まさに国のほうを作りながら
[22:30] 体勢整えているという感じですね
[22:32] そういうところもあって
[22:35] ちょうど
[22:36] 先週の
[22:40] ちょうど1週間前の日曜日で
[22:42] 海外からの
[22:44] 特定技能の
[22:45] こういったレストランで働く
[22:47] 外職業の新級受付が
[22:49] ストップしてしまったんですよ
[22:51] はい
[22:52] これまで日本の飲食店さんが
[22:54] ちょっと人手不足なんで
[22:56] 海外から
[22:58] 外職の特定技能の方
[23:00] 入れたいです
[23:01] と言ったら
[23:02] もうどんどん海外から
[23:04] 採用できたんですけれども
[23:06] 先週の日曜日の段階で
[23:09] もう今後1歳
[23:11] 海外からの牛乳は
[23:13] 一旦ストップします
[23:15] って言っておそらく
[23:16] この
[23:17] 2028年くらい
[23:18] まだストップするんじゃないかな
[23:19] って言われているので
[23:21] 今本当
[23:22] 実産のような国内で
[23:24] 外職で働ける方って
[23:26] 今5万人くらいなんですけれども
[23:28] この5万人以上
[23:29] 一旦1人なん
[23:30] 増えないかなっていう感じで
[23:34] 毎日の
[23:35] そういう問題の
[23:36] アイコンやってますもんね
[23:37] そうですね
[23:38] なので日本としても
[23:39] 今一旦上限を設けて
[23:41] 一旦体制整えて
[23:43] というようなフェーズ
[23:45] っていう感じですね
[23:47] なので結構
[23:49] 貴重というか
[23:51] うちの会社にも
[23:52] 働いてる方がいるんですけれども
[23:54] しかしその方々が
[23:55] この1人なんで
[23:56] 働ける体制整えていくんで
[23:58] どこの今
[24:00] 勝ち取りをしているっていう感じですね
[24:02] はい
[24:03] ぜひ頑張って
[24:06] 活躍してもらえればなと思います
[24:08] はい
[24:09] そうですね
[24:11] なので今まで
[24:13] 技術事務局国際業務で
[24:14] やられた方は
[24:15] そのままそう更新し続けながら
[24:17] おそらく本人たちの
[24:18] 将来っていうのは
[24:19] 英雄取りたいっていう
[24:20] 言ってる方が
[24:21] 多いと思うので
[24:22] そこで切り替えていくと
[24:23] 実産のような
[24:24] 特的技能の方は
[24:25] 今後2を取って
[24:26] そこから
[24:27] ちょうれい的な
[24:28] 日本で英雄していく
[24:29] っていうのを目指していく
[24:30] っていうような
[24:31] 固った形で
[24:32] 2つに分かれてる
[24:33] っていう感じですね
[24:34] はい
[24:35] そうですね
[24:38] なので今は
[24:39] 新規で
[24:40] やっぱりその
[24:41] 首脳ビザ
[24:42] で
[24:43] やっぱり飲食で働いて
[24:44] てもなかなか難しいですね
[24:46] なかなか入管が
[24:47] 許可を押してくれないです
[24:48] はい
[24:49] 僕も
[24:51] イマイちゃんの知識が
[24:52] 荒れあんで
[24:53] ちゃんと調べていく
[24:54] そうですね
[24:55] あとは大事度スクールですが
[24:59] なんか保養されてて
[25:00] ご不明点とか
[25:03] 仕事は真面目に
[25:04] 本当ですか
[25:06] 分かりました
[25:08] 実産も大丈夫ですか
[25:10] 分かりました
[25:11] またできるポジション
[25:12] できないポジションあるか
[25:13] 新しいところ
[25:15] 中のチーフに
[25:16] 教えてもらおう
[25:17] チーフ
[25:18] 今日の夜も
[25:19] やっぱり
[25:20] ずっとキッチンで
[25:22] 調理の方で
[25:23] こうやっていく
[25:24] っていう感じですよね
[25:25] 調理と
[25:26] あと洗い物と
[25:27] 洗い物と
[25:28] 頑張ってください
[25:30] はい
[25:31] あれですと
[25:32] 主的には
[25:33] なんか
[25:34] 料理庁の下には
[25:35] 副料理庁とか
[25:36] そういったのは
[25:37] エリンスがあるんですか
[25:38] そうです
[25:39] 一番最初に
[25:40] 平の状態から
[25:41] 主人というのが次に
[25:43] あって
[25:44] この後
[25:45] キッチンだと
[25:46] 料理庁
[25:47] チーフって
[25:48] 言っておりますけど
[25:49] 主人
[25:50] チーフ
[25:51] みたいな
[25:52] そういう感じなんですね
[25:54] 分かりました
[25:58] ありがとうございます
[25:59] で
[26:00] 今回は
[26:01] こういった形で
[26:02] 対面で
[26:03] させていただいたんですけれども
[26:04] 一応3ヶ月後
[26:05] 次だと
[26:06] 4、5、6、7月
[26:08] 夏の面談の時には
[26:10] オンラインで
[26:11] はい
[26:12] あの
[26:13] 個別ちょっと
[26:14] させていただくかなと思いますので
[26:15] またその際には
[26:16] よろしくお願いいたします
[26:17] その時は
[26:18] また
[26:20] その際は
[26:21] 一応
[26:22] バラバラで
[26:23] 全然大丈夫です
[26:24] はい
[26:25] なので
[26:26] 実際も
[26:27] 例えば
[26:28] そして
[26:29] 次の人さんも
[26:30] ちょっと
[26:31] 休憩中とか
[26:32] そういったところでも
[26:33] 全然構わないので
[26:34] その時は
[26:35] オンラインで
[26:36] 15分くらい
[26:37] お時間を採っていただいて
[26:38] って形になるかなと思います
[26:39] はい
[26:40] またその際には
[26:41] よろしくお願いいたします
[26:42] 私は
[26:43] キンを通して
[26:44] そうですね
[26:45] キンさんを通して
[26:46] ちょっといついつですか
[26:47] っていうことで
[26:48] ちょっと
[26:49] コウホビーを
[26:50] 暮らせていただきますので
[26:51] まず実際に
[26:52] よろしくお願いいたします
[26:53] ありがとうございます
[26:54] はい
[26:55] 失礼します
[26:56] 今日お時間を
[26:58] 何とは結構
[27:20] 人来そうですよ
[27:21] なんかどういう人か
[27:22] そうですね
[27:23] あの
[27:25] 福祉の中でも
[27:27] 福祉のほうって
[27:28] あー
[27:29] なんか駅直結だったんで
[27:31] なんか全然に
[27:32] 行くことがないのが
[27:33] かっこいい
[27:34] あーそうなんですか
[27:35] まあその雨降ってて
[27:36] まあそのまま濡れずに
[27:37] 入れます
[27:38] 濡れずに
[27:39] すごいなー
[27:40] ありがとうございます
[27:41] 僕は
[27:42] あそきに
[27:43] 人が住んでる
[27:44] 人が住んでる
[27:45] あ
[27:46] 生活
[27:47] 環境に
[27:48] かっけば
[27:49] 密接な
[27:50] 初めての人が
[27:51] みんなに出してる
[27:53] あーじゃあもう本当
[27:54] 確かに
[27:55] 100均等大僧とか
[27:56] ありましたもんね
[27:57] 2個したくらいに
[27:58] そうですよね
[27:59] あーそうなんですね
[28:00] 羽田方が
[28:01] ありました
[28:02] じゃあすみません
[28:03] 今日も
[28:04] ありがとうございました
[28:05] また次続き
[28:06] よろしくお願いします
[28:07] ありがとうございます
[28:16] この展開を
[28:17] 明日
