# 録音_20260416_113529
検出言語: ja (確信度: 1.00)
音声時間: 872.0秒
[04:13] 4月にもそういう
[04:15] なんか分からないんですけど
[04:18] アップロードするやつがあって
[04:20] それを
[04:22] 特定技能飲食店のサイトにいただくて
[04:24] 違うサイトに乗せてしまったらしいで
[04:27] それで
[04:29] まだ少々はもらってないんですけど
[04:32] 根源そこまそくらいにもらえる予定です
[04:36] なるほど
[04:38] じゃあそれで
[04:40] 大丈夫ですか
[05:04] すいませんちょっと落ちてしまいました
[05:06] なんか電波が悪いのかな
[05:09] ちょっとすいません落ちてしまってもらえます
[05:13] もし電波が悪くて聞きづらかったらごめんなさい
[05:19] 全然は聞きこえてます
[05:21] 大丈夫ですか
[05:23] じゃあ特定技能2号の合格書がもらえて
[05:28] その後に特定技能2号で
[05:31] 他の会社でビザーを申請する
[05:34] っていう感じですかね
[05:36] できればこういう風にやりたいです
[05:39] 今働いている会社で申請するじゃなくて
[05:44] 新しい仕事をビザーのせたら
[05:49] 2号で申し込みたいです
[05:53] 分かりました
[05:55] 前もうちの紹介したところで
[05:59] ベトナムの人だったんですけれども
[06:01] 特定技能1号の
[06:04] 在留カードを持っていて
[06:07] 2号の試験の合格書を持っていて
[06:11] これ僕たちが紹介した会社さんで
[06:14] 今2号のビザー申請をしている
[06:16] っていう人もいるので
[06:18] 分かりました
[06:19] 新しい会社で2号で入るみたいな感じですね
[06:21] よろしくお願いします
[06:23] そういったことも
[06:25] ビザー申請の対応は可能かなと思います
[06:28] 分かりました
[06:30] 今の会社やめちゃうんですか
[06:33] そうですやめちゃうんです
[06:36] なんか合わないとことがあったんですか
[06:39] 結構長く働いてますので
[06:42] 仕事的にとかも慣れてますけど
[06:45] なんか通車にとかもどんどん寝てて
[06:50] あんまり何て言うか
[06:52] 前はそういう経過がある料理とか
[06:58] いろいろいましたけど
[07:00] その人とかもやめちゃって
[07:03] なんかあんまり自分で
[07:05] そういう成長できないと思って
[07:08] あとは何て言うか
[07:11] なんかあんまり自分の頑張りが
[07:14] 評価されてないって思うからです
[07:19] ちょっとなんか切り上がるとしても
[07:22] そういうシェフトの権利とか
[07:25] そういうもう色々やってみたいですけど
[07:27] 今の会社だと
[07:29] そのままきつんで
[07:31] こういうみたいな感じになってますので
[07:34] 違う場所で
[07:37] そういう仕事をやってみたいかなって
[07:41] 思いました
[07:43] そうです
[07:45] そういうことです
[07:47] ありましたありがとうございます
[07:49] 今回カフェの方に
[07:52] 応募してくれたかなと思うんですけども
[07:55] ぬえさんは次はやっぱりカフェの方が
[07:58] やりたいことってあるんですか他に
[08:01] カフェいたいですか
[08:04] カフェいたいだったら
[08:06] そういう経過とかある場所だったら
[08:10] どこでもいけるかなって思うけど
[08:13] ランベンだとかは
[08:16] ちょっとあんまり
[08:18] 違うからみたいな
[08:20] ランベンはちょっと怖くて
[08:24] 女性に関してはランベンが大変で
[08:27] みんなから言われてるから
[08:29] ランベンはちょっと
[08:32] そういう感じです
[08:34] あと英語の
[08:36] めちゃくちゃ比べらじゃないですけど
[08:38] 日常会話くらいはできてるんで
[08:40] それを使える
[08:42] ところの方がいいかなって思ってます
[08:44] なるほど
[08:46] じゃあカフェとか
[08:48] 外国の人がたくさん来るような
[08:51] ところとか
[08:53] そうです
[08:55] あとは
[08:59] あとはないんです
[09:02] わかりました
[09:04] なるほどですね
[09:07] わかりました
[09:09] 一応カフェの方
[09:11] 今回ちょっと応募してみようと思いますので
[09:13] あと
[09:15] いろんな
[09:18] 旧人はあるので
[09:20] もし興味があるものがあれば
[09:22] ぜひ言ってくれれば
[09:24] いくつか
[09:26] たくさん応募することもできますので
[09:28] 遠慮なく言ってください
[09:30] ありがとうございます
[09:32] やっぱりキャリアップですかね
[09:34] キャリアップして
[09:36] お給料をあげていけるような
[09:38] そうです
[09:40] そういう感じの方が
[09:42] 明けるかなってことですね
[09:44] あと女性でも
[09:46] 働きやすいところがいいですよね
[09:48] そうです
[09:50] 働きやすいところがいいです
[09:52] ラメ屋さんは結構男性が多いんでね
[09:54] やっぱり
[09:56] そうですね
[09:59] 確かに女性が
[10:01] 多いところがいいですね
[10:03] わかりました
[10:05] じゃあ
[10:07] 二号の合格賞は
[10:10] 今月中には
[10:12] もらえそうなんですか
[10:14] ねじゃあ
[10:16] 今月真っすぐ
[10:18] かな
[10:20] 前にはもらえよう
[10:22] そうです
[10:24] 一応そういうふうには言われた
[10:26] ですけど
[10:28] わかりました
[10:30] 今の会社には
[10:32] まだやめる
[10:34] っては言ってないんですか
[10:37] 言いました
[10:39] そうしたら
[10:41] なんて言ってました
[10:43] 9秒アップしてあげる
[10:45] ここじゃない
[10:47] どうなんですか
[10:49] 女優さん的には
[10:51] そのまま9秒上がるなら
[10:53] 働こうかななのか
[10:58] 私はちょっとやめたいんです
[11:00] じゃあ
[11:02] 9秒上がっても
[11:04] 例えば今回
[11:06] カフェの方とかで合格したら
[11:08] じゃあやっぱそっち行きたいな
[11:10] みたいな
[11:13] 合格したらは
[11:15] カフェの方でやりたいです
[11:17] ちょっと新しいです
[11:19] 新しいキャリア
[11:21] 新しい仕事だし
[11:23] そう
[11:25] いろんな
[11:27] そういう
[11:29] ここと違う
[11:31] そういう
[11:33] 作戦とかも
[11:35] やってみたいかな
[11:37] 私カスタマーサービスがめっちゃ好きですから
[11:39] 席客
[11:41] ここでだと
[11:43] マジでキッチン
[11:45] できないので
[11:47] そうなんですね
[11:49] そうですから
[11:51] 席客とかも
[11:53] やってみたいかな
[11:55] なるほど
[11:57] Nに持ってたら
[11:59] 全然席客とかも
[12:01] 全然できると思いますよ
[12:03] うまいすごい
[12:05] はい
[12:07] わかりました
[12:10] 了解ですと
[12:12] ちなみに
[12:14] お給料ってどのくらいなんですか
[12:16] やっぱり上がったほうがいいと思うんです
[12:18] 今どのくらいもらってます
[12:20] 今は
[12:22] 私たちもどうぞ26度
[12:24] 12月にアップして28万です
[12:26] あ
[12:28] 今28万
[12:30] そこから自分で
[12:32] やちんとか
[12:34] 税金台とか払ってるって感じですね
[12:36] そうです
[12:38] 税金期で手取りは
[12:40] 23万くらいです
[12:42] はい
[12:44] じゃあ手取り23で
[12:46] そこから色々と惹かれて
[12:48] そうです
[12:50] 私自分で契約しているので
[12:52] 自分で払う
[12:54] という感じです
[12:56] なるほど
[12:58] わかりました
[13:00] あと
[13:04] お姉さんのほうから
[13:06] 聞きたいこととか
[13:08] 確認しておきたいことって
[13:10] ありますか
[13:12] 確認したいこと
[13:14] ないんです
[13:16] カフェの仕事に関してですか
[13:18] そうです
[13:20] カフェの仕事とか
[13:22] 他にもこんな仕事をやってみたい
[13:24] とかでも全然いいですし
[13:26] 私さっき言った通りに
[13:28] そういう英語を
[13:30] 話す
[13:32] 使える場所
[13:34] 使えるところと
[13:36] あとは
[13:38] 先約
[13:40] できる心のほうか
[13:42] いいです
[13:44] もちろんケチャンほうをやりたいですけど
[13:46] ずっとケチャンじゃなくて
[13:48] そういう順番があるとか
[13:50] そういうのがいいです
[13:52] なるほどですね
[13:54] わかりました
[13:56] ありがとうございます
[13:58] じゃあちょっと企業さんのほうに送って
[14:02] 面接が
[14:04] 設定できそうだったら
[14:06] 今回
[14:08] 紹介してくれたネニーさん
[14:10] ネニーさんのほうが
[14:12] またちょっと連絡しますので
[14:14] ありました
[14:16] ありがとうございます
[14:18] ありがとうございました
[14:20] よろしくお願いします
[14:22] 失礼します
[14:24] 失礼します
