# 2026-04-15 15.58
検出言語: ja (確信度: 1.00)
音声時間: 871.9秒
[03:37] なので、2シャライあるのとか、
[03:39] そうか、
[03:41] アスパワインは結構車でよく行ってて、
[03:43] 今回、
[03:45] 特定技能を紹介して、
[03:47] アイドイチさんが、
[03:49] 上のは使ったことはなかったんですけども、
[03:51] 実際に
[03:53] 働かれてて、
[03:55] 他にも
[03:57] 外国籍の方っていらっしゃるんですか、
[03:59] 店舗と。
[04:03] 聞かした人ではいるんですか?
[04:05] はい。
[04:07] あとは、同じ県内の
[04:09] 1人男性でいるし、
[04:11] アルドの留学生
[04:13] さんにして、
[04:15] 僕の人な感じで。
[04:17] そうなんですね。
[04:19] 半ぐらいですかね、
[04:21] 日本人スタッフと、
[04:23] 今、
[04:26] キンさんとスーさん
[04:28] 働かれてると思うんですけども、
[04:30] 責任者と言うか、
[04:32] 同じ社員から見て、
[04:34] どうですか、働きぶりというか、
[04:36] 慣れてきたなとか。
[04:38] そうですね。
[04:41] この後か、
[04:43] 一回見せれば、
[04:45] 方に真似してやってくれるし、
[04:47] 勉強にしながら
[04:49] 頑張っているなんて、
[04:51] 言うのはすごくいいです。
[04:53] 日本人が持っているなんて
[04:55] 言うのはありますか?
[05:00] そうですね。
[05:04] 遠いニャンマンから来たばかりで、
[05:06] まだ2ヶ月というところで、
[05:08] 結構まだ日本にも
[05:10] 慣れてないところがあると思うんですけども、
[05:12] そういったところで実際に
[05:14] 働いている中で、
[05:16] もうちょっとここが
[05:18] こうなっていいんだろうけどなとか、
[05:20] もうちょっとサポートあると
[05:30] 助かるな、みたいなことって、
[05:35] なんかあったりしますか?
[05:38] 日本に留学して、
[05:40] それから日本に住みながら
[05:42] 特定技能を持ってる人と、
[05:44] 現地のティアンマンで
[05:46] 持ってる人っていうところの差があったので、
[05:48] 先端ちょっと私もそこが
[05:50] あれって思ったときにあって、
[05:52] お客さんで来る人で
[05:54] 何か特定技能を
[05:56] 持ってる人で、
[05:58] 留学生から
[06:00] 最近特定技能を取ったりして
[06:02] みたいな、少年さんもいるんですけど、
[06:04] そこの形、日本語力
[06:06] よく言う?
[06:08] ちょっと違うかなっていうのは
[06:10] もちろん、分かってる部分が
[06:12] 手の差があったので
[06:14] 最初だけは
[06:16] コミュニケーションレベルというから
[06:18] 想像とは違うと思います
[06:20] なるほど
[06:22] でも今は
[06:24] 頑張って
[06:26] 私もわかりやすい言葉で
[06:28] 喋ることが
[06:30] 人として覚えてくれてる
[06:32] という感じで
[06:34] 最近はそこまで
[06:36] 止まってはいかなくなって
[06:38] 慣れてきたというか
[06:40] ここにも
[06:42] そうなんですね
[06:44] 実際に働いている環境というか
[06:46] 他の住民さんとの関係性というのは
[06:48] どうな感じなんですかね
[06:50] 実際
[06:54] 逆にすごく言っているわけでも
[06:56] そうないんですけど
[06:58] 普通なビジネスのコミュニケーションとか
[07:00] 働く中ではそこまで
[07:02] なるほど
[07:05] ありました
[07:12] OK
[07:15] ありがとうございます
[07:17] あと実際に
[07:19] 普段のコミュニケーションの中で
[07:21] 例えばプライベートとか
[07:23] も含めて
[07:25] ここ大丈夫かなみたいな
[07:27] ちゃんとできてるかなみたいなところが
[07:30] あります
[07:34] あんまり今ちょっと忙しくってのは
[07:36] かなりできてます
[07:38] 本当に簡単なことが
[07:41] でしたし
[07:43] ヤンマーの街はどうですか
[07:45] とか
[07:47] 今は水祭りみたいな
[07:49] ありますよね
[07:51] おそらくはじみたいなことが
[07:53] 詳しいよね
[07:55] はい
[08:00] そういうのがあるんです
[08:02] という話を聞いて
[08:04] それはどんなものみたいな
[08:06] というか
[08:09] そういったので
[08:12] 話したりとか
[08:16] 簡単な言葉しかまだ
[08:18] 使えないというのが
[08:20] そこまで詳しいことが
[08:23] あ
[08:25] はい
[08:27] 日本人が
[08:29] そこまでは大丈夫ですか
[08:31] ありました
[08:33] こちらの店舗
[08:35] 営業時間って何時何時
[08:37] 営業時間
[08:39] オープン
[08:41] ここは11時
[08:43] 10時
[08:45] それでシフトを組んで
[08:47] 入ってるみたいな感じになるんですか
[08:49] 最初水産業というものが
[08:51] あるという情報
[08:53] 私聞いてないという
[08:55] 私の方から
[08:57] 今後から報告を受けて
[08:59] 今月はしょうがないから
[09:01] というのがあったんです
[09:03] これ最初について
[09:06] じゃあ
[09:08] 本月から
[09:10] ちょっと時間の
[09:11] 伸ばすような
[09:12] そうですね
[09:13] 水産業あります
[09:14] 30時から
[09:18] その中で
[09:20] それぞれ
[09:22] それぞれの水産業を見て
[09:24] この人が来たら
[09:26] この時間でいいかなとか
[09:28] それを私のサジカメ
[09:30] 見て
[09:32] 全部
[09:35] それで10時
[09:37] 21時とか22時とか
[09:39] そんな感じになるんですか
[09:41] シフトをできるわ
[09:43] 本当に
[09:45] 朝の
[09:47] シフトの時もあれば
[09:49] おそばのシフト
[09:52] 最熱夜が多いというのもあるんですけど
[09:54] それ以外にも
[09:56] 一般のお客さんも
[09:58] 結構入ってきて
[10:00] しかも
[10:02] 流れを考えて
[10:06] それ以外が
[10:08] 考えて
[10:10] お気に入りの感じです
[10:13] じゃあ残業とかも
[10:15] 今日はみなし残業は30で
[10:17] だってもそんな
[10:19] 50、60ってわけではなく
[10:21] 大体そこらに収まるような感じで
[10:23] 30で今考えて
[10:25] 確かに45とか
[10:27] オーバーシャトスタンレス
[10:29] そこは全然
[10:31] ありますね
[10:33] そうですよね
[10:35] 確かに月30と年間360で
[10:37] なるほど
[10:39] 家の店舗とか
[10:41] ホントピークの時とかは
[10:43] 結構50、60いく人もいているので
[10:45] なるほどです
[10:48] やっぱり入っていただいた
[10:51] まだ塩機関にあたる機関の中なので
[10:55] 当たり残業は
[10:57] そこまで私は考えている
[10:59] やるとそれから
[11:01] もう少し慣れてきてからという感じですね
[11:03] そうですよね
[11:05] このパリカナンブリーは
[11:07] 自分で保険するから
[11:09] このドラーには
[11:13] 一般の6つ30まで
[11:15] そこまで
[11:18] すぐに働いてもらえた
[11:20] できて感じで
[11:22] そのままで慣れてもらえない
[11:24] そうですね
[11:26] 人的にも
[11:28] 慣れない感じで
[11:30] 気持ちの面でも
[11:32] 大変かなと思って
[11:34] めちゃくちゃ優しいけど
[11:36] スーさん
[11:39] スーさん
[11:41] 朝だけ初めて
[11:44] 1週間ぐらいしてたら
[11:46] 一緒に
[11:48] 出会えます
[11:50] 昨年の仕事中に
[11:52] 緊急っぽくなった
[11:54] 空気を入れた
[11:56] 回復した
[11:58] というのもあったので
[12:00] あまり消費には出さない
[12:02] そういうところで
[12:04] あんまり無理したいから
[12:06] なるほど
[12:08] でも本当に排除してから
[12:10] 慣れないところとか
[12:12] いろんなところが
[12:14] 緊張してた
[12:16] 目で緊張してた
[12:18] 今は
[12:21] 大丈夫そうな感じで
[12:23] なるほど
[12:26] ありがとうございます
[12:28] 毎月5本人とは
[12:30] オンラインなり
[12:32] 対面なりで
[12:34] 一応面談するっていうところが
[12:36] 新幹線サービス
[12:38] 一環としてちょっとありまして
[12:40] 先月
[12:42] 人事の知られさんのオニオン
[12:44] 一応言ってあるんですけど
[12:46] 面談したサインは
[12:48] すごい
[12:50] テンポで
[12:52] 仕事を一旦覚えてきてるので
[12:56] 始めはすごい何しちゃるか
[12:58] 分からなかったけれども
[13:00] しっかり教えてもらってできてはいるので
[13:02] まず早くなれるように
[13:04] 頑張っていきたいですみたいな
[13:06] 結構前向きなことはおっしゃってて
[13:09] わかりました
[13:11] ありがとうございます
[13:13] 他はユシダさんの
[13:15] コメントとかは大事です
[13:17] 2週間頑張ってくれてる
[13:24] 嘘ですね
[13:26] 助かってるというくらい
[13:28] おかえりました
[13:30] おかえですありがとうございます
[13:33] この後
[13:35] キンさんとスーさんにも
[13:37] 10分15分お話を聞かせて
[13:39] いただければと思いますので
[13:41] よろしくお願いいたします
[13:43] こういった形の面談を
[13:45] 責任者の方は
[13:47] 3ヶ月に1回
[13:49] なんですけども
[13:51] 次回はオンラインとか
[13:53] でさせていただければと思いますので
[13:55] その際はまた
[13:57] 本社の知られさん経由で
[13:59] ちょっとシップと似て
[14:01] 調整させていただければ
[14:03] と思ってますので
[14:05] ひずきよろしくお願いいたします
[14:07] ありがとうございます
[14:11] すみませんちょっと落ちた
[14:13] してみまして
[14:15] すっかり一緒に
[14:17] 一緒にいただけるですかね
[14:19] ありがとうございました
