# 2026-04-16 15.10
検出言語: ja (確信度: 1.00)
音声時間: 3092.9秒
[05:26] ユーミージーだ。
[05:28] ラーバン君。
[05:30] 2号ね。
[05:32] 2号。
[05:34] 11日。
[05:36] 通りで。
[05:38] 2号、浮かったんすね。
[05:40] 1月15日。
[05:42] 1番、1番最初。
[05:44] FDGで1番。
[05:46] 2号。
[05:48] スゴイね。
[05:50] ということで、
[05:53] 3月15日と2月15日
[05:55] いくらだったか。
[05:57] 分かります?
[05:59] 15日。
[06:02] ヘドリ。
[06:28] 16万。
[06:30] 2号。
[06:34] 2号。
[06:36] 2号。
[06:38] 2号。
[06:40] お疲れさまです。
[06:42] お久しぶりで、
[06:44] ちょっと使わせてもらってます。
[06:47] 元気してますか?
[06:49] 今日のサーブ休みなんすね。
[06:51] 今、本社ですか?
[06:53] すみません、ちょっとなんかの
[06:55] 別の店舗で働いてるメアンマーの方なんです。
[06:57] ちょっと喫茶店業しようと思ったんすけど、
[06:59] ちょっと近くなんで、
[07:01] 両に行くことかもしれません。
[07:03] すみません。
[07:05] 全然大丈夫です。
[07:09] 先月は
[07:12] 保健業とか
[07:14] 税金取られてた
[07:16] 先月3月
[07:18] 15日。
[07:20] 取られてた。
[07:23] でも、いくら取られてるか分からない。
[07:25] 分かんないよね。
[07:27] メーサイネーが分かんないもんね。
[07:29] でも、16日。
[07:31] 20ちょっとです。
[07:33] すぐ5万くらい。
[07:42] 教えたのは、
[07:44] 3月本はこのくらい。
[07:46] 4月本はこのくらい。
[07:48] なんだこれ?
[07:51] 3月がこれ。
[07:53] 308日。
[07:55] なんだこれ?
[07:57] 22840日。
[07:59] 3部では5万くらい。
[08:01] 5万くらい?
[08:03] 保健業か。
[08:05] 保健業だね。
[08:07] これ、健康減少と厚生年金か?
[08:09] だとだと。
[08:11] 5万5千くらいか。
[08:14] これを2回払う。
[08:16] 2回で払います。
[08:18] 2回。
[08:21] なるほど。
[08:23] だとーすね、5万くらい。
[08:25] そうですね。
[08:27] 5万くらいはだとーすね。
[08:33] これが4月の
[08:35] お給与だ。
[08:37] お給与だね。
[08:39] 税金だ。
[08:41] 3月と4月は
[08:43] 前月は
[08:46] この235
[08:48] 25713と
[08:50] 22840
[08:52] 2280は
[08:54] これを2回払う。
[08:56] 2回払うんだ。
[08:58] なるほど。
[09:00] これが前に
[09:02] 引かれてないんだ。
[09:04] だから今回引きますよってことか。
[09:07] えー。
[09:09] 3月はもう終わったんだ。
[09:11] これからか。
[09:13] 今日もらうのか。
[09:16] 34308
[09:19] なんだろう?
[09:21] なるほど。
[09:26] 実際はこれなんですね。
[09:28] 実際これなんね。
[09:31] 実際これなんだ。
[09:34] これが今後なんだ。
[09:38] 健康と厚生ってなんだろう。
[09:40] 分かんないです。
[09:43] なるほど。
[09:46] ただ、94年生だけ分かしてって感じですよね。
[09:48] そうですね。
[09:50] 健康欲しいってちょっと
[09:52] はくさんと言っていただけます。
[09:55] 原先庁収票があれば
[09:57] 分からなくもないけど
[10:00] 1年経ったら分かんないですからね。
[10:02] はくさんとは
[10:04] しゃべられそうな社長。
[10:06] あまり
[10:08] こない。
[10:11] 普段、県庁は何人?
[10:13] 目の中国人。
[10:15] 見えず中国人。
[10:17] 全員中国人で
[10:19] メアンマンマンの
[10:22] 全員中国団は?
[10:24] あ、そういうことか。
[10:26] 他はベトナム。
[10:34] 働いている時、
[10:36] 9名さえない。
[10:38] 9名さえないと分かんないですもんね。
[10:40] 働いている時間に対して
[10:42] 9名を合っていると思うんですよ。
[10:44] 働かす時間が
[10:46] 短いです。
[10:48] ただ、9名さえないと
[10:51] 手渡しされる9名は
[10:53] 正しいかどうか分かんない。
[10:56] なんか天候からどういう風に
[11:03] そう。
[11:05] 17時22時。
[11:07] 17時22時。
[11:09] 今日見るしかない。
[11:11] 50時間。
[11:17] 残業はほぼない。
[11:19] あー。
[11:22] 特定技能ってそもそも
[11:24] 地球計算を試す。
[11:26] 地球計算いいですよ。
[11:28] 地球計算というか、
[11:30] 地球計算で1日8時間、
[11:32] 20日とか
[11:34] そのぐらいあって
[11:36] 地球間が1,123位になっていれば
[11:38] 1,126位になっていれば
[11:40] 問題はない。
[11:42] 一応、特定技能の賃金の支払いも
[11:44] 地球ってかくらもあるんですよ。
[11:46] ただ、その5時間しか働かせないとか
[11:48] こうやってダメなんで
[11:50] 毎日8時間。
[11:52] 月40時間とかあるじゃないですか。
[11:54] そこの
[11:56] 時間を働かせれば
[11:58] まあOKなんで
[12:00] 地球計算しているところもあるって
[12:04] ありますよね。
[12:07] だから、あそこも
[12:09] そこもそうでしたよ。
[12:11] 高等も地球間算で
[12:13] 173時間で
[12:15] 27ですみたいな。
[12:17] 2人と4はもっと働きたいけど
[12:19] 働けない。
[12:26] もっと働きたい。
[12:28] でも
[12:30] 時間足りないとか
[12:32] きれいめいさんの日とか
[12:34] 言われたらちょっと怒る。
[12:36] それは店長が
[12:38] 社長?
[12:41] 店長みたいな人?
[12:43] このお店のは社長みたい。
[12:45] 店長と二人。
[12:47] 一人が
[12:50] 怒る。
[12:52] 喋れない。
[12:57] 顔。
[13:00] ダメだぞ、みたいな。
[13:02] 私たち
[13:04] 給料メーザー
[13:06] ブライザーの時に
[13:08] ここで、この店
[13:10] 他のお店
[13:12] たかしして
[13:14] ありっちゃありそう。
[13:16] 2人は
[13:18] でも今の
[13:20] 歌?
[13:22] 好き。それとも
[13:28] 好き。
[13:30] もっと働きたい。
[13:32] もっと頑張りたいのか。
[13:35] なので店長さんに
[13:37] ちゃんと給料メーザーにもらって
[13:39] 自分も仕事を頑張って
[13:41] もっとあのお店が好きだから
[13:43] いっぱい働きたいのか。
[13:45] それとも
[13:47] 中国の人?
[13:49] 合わない。
[13:51] だから
[13:53] 給料メーザーとか
[13:55] ちゃんともらっても
[13:57] 合わない。
[13:59] だとどっち?みたいな。
[14:04] 中国合わない。
[14:06] どっち?
[14:09] 中国OK?
[14:11] ちょっと店長と合わない。
[14:14] そのお店?
[14:16] そのお店合わないんだろうね。
[14:18] 中国は良い人はいつか?
[14:21] その無人よりも頑張っても
[14:23] 私たちいろもできない。
[14:25] そうなんだ。
[14:36] みんなは友達みたい。
[14:38] 二人だけ。
[14:40] みんな仲いい。
[14:42] 二人分かれてるみたいな。
[14:44] 別の旧人
[14:46] あるんで
[14:48] そうか。
[14:52] 別の仕事
[14:54] 転職したいとか
[14:56] あります?
[14:58] あとは
[15:00] ちょっと
[15:02] もうちょっと頑張りたいか
[15:06] それとも
[15:08] 新しい旧人見て
[15:10] 飲食したいかどっちですか
[15:12] 聞いてみてもらって
[15:17] さすがメーザーについて
[15:19] マジで
[15:21] 絶対に
[15:24] あれっすよね
[15:26] ベトナムのことか
[15:28] かっこ
[15:29] 一人だと言う人が
[15:31] ベトナムのメンダーは
[15:33] ベトナムのコツで
[15:34] そうですよね。
[15:36] ニューちゃん
[15:38] カロウジでね
[15:40] ベトナムは二個多いし
[15:42] ベトナムだったらまだ
[15:44] ね
[15:47] 向こうも安心するって
[15:49] 自分が日本人だとして
[15:51] 日本人の人来て
[15:54] めちゃくちゃ信用できる
[15:58] ニューちゃんとか
[16:00] 出産したったら
[16:02] 働けないじゃないですか
[16:04] だからそのタイミングで
[16:06] イブキューとか開けたタイミングが
[16:08] たぶんこっちもあれが
[16:10] 整ってるじゃないですか
[16:12] ベトナムバージョン
[16:14] めっちゃいいとき
[16:16] 日本人と一緒に
[16:18] 2号のあと
[16:20] 1号2号のあとどうする
[16:22] ニューちゃんもともと技人国ですからね
[16:24] ニューちゃんはめっちゃ
[16:26] イリンシュースか
[16:28] 技人国捨てて
[16:30] うち入ってた
[16:38] ビン君ももともと技人国です
[16:40] 二人ともそう
[16:42] 二人でも技人国なのに
[16:44] それ捨てて技術的が入ってきる
[16:48] ビン君日本も苦手だから
[16:50] 技人国は映せる
[16:53] この業務だったら
[16:54] ちゃんと通す
[16:55] この業務は通せますからね
[16:56] 通訳だよね
[16:59] だからやっぱり
[17:00] 人材紹介の通訳は
[17:02] まさに技人国で働ける
[17:04] やりたい人が
[17:11] 普通にインギーと
[17:12] ちょっとできましょう
[17:15] 技人国旧人はやっぱり
[17:21] 4月がなんて頑張れる
[17:23] はい
[17:27] 同じところで
[17:30] 今どこに住んでるんでしょうか
[17:34] 南
[17:36] 南世の最強戦
[17:38] 最強戦
[17:40] 新宿からのぐらい
[17:42] 豚
[17:44] 豚のもっと上
[17:45] どこだ
[17:47] 裏は?
[17:49] 裏は
[17:50] 私裏は
[17:54] イケブクロ
[18:00] 45分ぐらい南世のか
[18:02] 新宿から
[18:03] 今から
[18:05] 4月
[18:07] 5月
[18:08] 3月
[18:09] 2月かかるんですよね
[18:11] そうですね
[18:12] 南世
[18:14] イケブクロ
[18:15] アカバネ
[18:16] アカバネされない
[18:21] イケブクロとか
[18:22] 新宿エリアとか
[18:23] アカバネで乗り換えれば
[18:25] うっちゃけ上のとか
[18:26] どこでもいけるんですよ
[18:27] 最強戦だったら
[18:29] めっちゃ交通便はいいですよね
[18:33] 9人
[18:34] イケブクロって言っちゃうんですか
[18:36] はい
[18:37] だから4月
[18:38] 5月中に決まれば
[18:40] 6月7月
[18:41] 8月中には
[18:42] 手帳できるんじゃないですか
[18:43] 見たことある
[18:44] はい
[18:46] うちの考えとしても
[18:47] うちから支援できてる
[18:49] まあ
[18:50] 本に合わないことが
[18:51] あると思うので
[18:54] いいと思うんですね
[18:55] で
[18:56] 9人
[18:58] まあ受けたと思うので
[19:00] 通り先行で
[19:01] まあ浮かるか
[19:02] 浮かんなか
[19:03] 分かんないですか
[19:04] 受けて
[19:05] 本人たちも良かったから
[19:06] 受け取ってみて
[19:09] で
[19:10] 一番結構強いのは
[19:11] その
[19:12] うちが
[19:13] 設定を持っているので
[19:14] 転職
[19:15] なんで転職するんですか
[19:16] という時
[19:17] 理由は離さず
[19:18] こっちから
[19:19] どこかが強いことになる
[19:20] 事で
[19:21] ちょっと結構
[19:22] いただかない
[19:23] そうですね
[19:24] 給与が全く腹られないし
[19:25] 本人たち頑張りたい
[19:26] というのに
[19:27] 手取りが終わって
[19:28] これらで
[19:29] さら
[19:30] 信用しきれると思う
[19:37] それが一番綺麗です
[19:38] 何で?
[19:39] 何で?
[19:40] ありがとう
[19:41] はい
[19:45] 今でも
[19:54] ちょっとごめん
[19:55] ごめん
[19:56] ごめん
[19:57] 何度か
[19:59] もう一度
[20:00] ちょっと
[20:02] もう一度
[20:03] もう一度
[20:04] もう一度
[20:05] もう一度
[20:06] あって
[20:07] なんか
[20:08] すきましょこが
[20:09] でも
[20:10] 中国人じゃなくて
[20:11] 日本人
[20:12] 基本に
[20:13] 日本人
[20:14] 日本人
[20:16] お店は
[20:17] 別れてもいい
[20:18] それとも
[20:19] 一緒じゃないとダメ
[20:20] 肩や
[20:21] 新宿
[20:22] 肩や
[20:23] 池袋とか
[20:24] できれば
[20:25] 会社は同じ
[20:26] できれば
[20:27] 一緒だ
[20:28] 一緒がいい
[20:29] 一緒がいい
[20:30] ふたご
[20:32] ふたごは
[20:33] 一手っぽい
[20:34] それが一気に
[20:35] 二人も
[20:36] はい
[20:37] 二人までではない
[20:38] 新宿
[20:40] 旧人
[20:42] 旧人なんか
[20:43] ありましたっけね
[20:44] 二人まとめて
[20:45] その店舗みたいな
[20:46] まあ
[20:47] 二人くらいだったら
[20:48] ありません
[20:52] これ
[20:53] 旧人で
[20:54] 二人
[20:55] 作業
[20:56] 作業
[20:57] 作業
[20:58] 作業
[20:59] 作業
[21:00] 作業
[21:01] 作業
[21:02] 作業
[21:05] 作業
[21:06] 作業
[21:07] 作業
[21:08] 作業
[21:11] 作業
[21:12] 作業
[21:13] 作業
[21:14] 作業
[21:15] 作業
[21:16] 作業
[21:17] 作業
[21:18] 作業
[21:19] 作業
[21:20] 作業
[21:21] 作業
[21:22] 作業
[21:23] 作業
[21:24] 作業
[21:25] 作業
[21:26] 作業
[21:27] 作業
[21:28] 作業
[21:31] 作業
[21:32] 作業
[21:33] 作業
[21:34] 作業
[21:35] 作業
[21:36] 作業
[21:37] 作業
[21:38] 作業
[21:39] 作業
[21:40] 作業
[21:41] 作業
[21:42] 作業
[21:43] 作業
[21:44] めちゃくちゃでも無理かもしれないです。
[21:47] あのニクレスがね、結構レベル下がったんです。
[21:50] 結構話せる人、ツエッタンとか。
[21:53] まあじゃあ、普通に他の旧人で
[21:56] 2人同じところね。
[21:59] ある、あると思う。
[22:01] で、場所はサイジャーマーとか、
[22:03] 新宿とか、井上黒とか。
[22:05] 通える最強戦。
[22:07] 給料良い。
[22:09] 給料良い。
[22:11] 給料良い。
[22:14] 給料良い。
[22:16] 場所は?
[22:18] 新宿くらいどういえば大丈夫?
[22:21] 大丈夫。
[22:23] 1時間ぐらいは大丈夫。
[22:25] OK。
[22:27] 25、6、7。
[22:29] というか、今よりはある。
[22:31] 普通に8時間働いてた。
[22:33] 絶対。
[22:35] 5時間しか働けないんじゃない?
[22:38] 一人一人さんは?
[22:43] 1226。
[22:48] 1350。
[22:50] 1,150。
[22:52] NGだ。
[22:54] 何の金額も分からんですね。
[22:57] 1,146か。
[23:01] まあ、ちょっと一旦ただ、
[23:03] 次決まるまで、
[23:05] 転職活動しますとか言うと
[23:07] じゃあ、今のところ、
[23:09] 大丈夫って言われた。
[23:11] 仕事が変わっちゃうから、
[23:13] 結局結局、合格もらっていくってなったら
[23:18] 今は、また頑張って仕事をして
[23:21] 仕事をして
[23:23] 働けながら1000個を受けて
[23:25] 3つ買ったら
[23:32] 今、ビーザーがどのぐらいでおるようになっていますね。
[23:34] ビーザーがどのぐらいでおるようになっていますね。
[23:36] そうですね。
[23:38] いつもだと、
[23:40] 特定活動とか使って
[23:42] もう1か月ぐらいで、
[23:44] すぐ返事全然ですけど、
[23:46] 絶対考えることが一緒ですね。
[23:50] クリーワーから一生懸命しましょう。
[23:54] できるので、やるとなんと
[23:56] 3ヶ月
[23:58] 転職
[24:02] 日本にいる人が優先されるから
[24:06] すごいですね。
[24:08] しかし、実際に大きさが見せるのも
[24:10] あ、そう。
[24:12] そう。
[24:14] コーヒー醤油大さじ
[24:16] コーヒー醤油大さじ
[24:18] コーヒー醤油大さじ
[24:20] コーヒー醤油大さじ
[24:22] そんなカット範囲の中で
[24:24] めっちゃ呼びこがるからね。
[24:26] すごいですよね。
[24:28] 人通りはここすごいですからね、夜で
[24:30] まあ、きれいです。
[24:32] ああ
[24:34] こんなの近いから
[24:39] これでも、味噌時間はやばい。
[24:41] いや、これでも味噌時間はやばい。
[24:43] これでも味噌時間はやばい。
[24:45] はい
[24:50] 1年目出してないんで
[24:52] 私もすると感じる
[24:54] シャイン保険症
[25:02] あれじゃない?ビザ申請剤じゃない?
[25:04] 普段されてられるんじゃない?
[25:06] ビザシャブルではなく
[25:08] 僕がシャイン保険症
[25:10] シャイン保険症?
[25:12] シャイン保険症
[25:14] シャイン保険症
[25:16] シャイン保険症
[25:18] シャイン保険症
[25:21] シャイン保険症
[25:29] いつか
[25:32] この時に
[25:36] シャイン保険症
[25:38] シャイン保険症
[25:40] シャイン保険症
[25:42] シャイン保険症
[25:44] シャイン保険症
[25:46] シャイン保険症
[25:48] はい
[25:50] 生社員であと1年つったの
[25:52] めちゃめちゃ長い。
[25:55] ここはどうしようもないし、出来ない。
[25:57] ロンマンはね
[26:00] 多分給与から全力されるんですね。
[26:02] そうだね。
[26:04] どういう記憶で聞くか
[26:07] よくわからないけれども
[26:09] なんかヒック次第とかは
[26:11] 白山、飛行機台から
[26:13] なんか壁書いてるって
[26:15] その分もあるんですね。
[26:17] 後次第から
[26:21] 後次第か
[26:23] あとはそのビザ申請
[26:25] 本人がビザ申請
[26:27] 会社がちょっと持たせてあげるから
[26:29] みたいな
[26:31] 入管的にも
[26:33] ビザ申請代を
[26:35] 仮質的に本人から聴取するのは
[26:37] 問題ないらしいんですよ。
[26:39] それらの行政所属の先生が
[26:41] ビザ申請代だけは
[26:43] 唯一大丈夫。
[26:45] 支援料とかそういうのがダメだけども
[26:47] ただ
[26:49] ビザ申請代だけは
[26:51] その放棄退職した時に
[26:53] 本人に負担させるっていうのは
[26:55] やってる会社はあるらしいんですね。
[26:57] どっちか聞いて欲しいですね。
[26:59] 4万張って
[27:01] 支援料を検職するから
[27:04] 本人に負担させる。
[27:06] そのまま1年が働き続けて
[27:08] それ以降に対してもいいんですね。
[27:13] ビザ申請代の
[27:15] ビザ申請代の
[27:17] ビザ申請代の
[27:19] ビザ申請代の
[27:21] ビザ申請代の
[27:23] ビザ申請代の
[27:25] ビザ申請代の
[27:27] 彼の手も大丈夫。
[27:29] 横で嫌なんだ。
[27:31] じゃあちょっと白山には言ったくんない
[27:33] 自分から
[27:35] やめる運動っていうより
[27:37] 給与名採ちょっと欲しい
[27:39] 給与名採ですね。
[27:41] あと白山的にどう乗ってるかは
[27:43] ちょっと聞いておきます。
[27:49] OKです。分かりました。
[27:51] いったんじゃそっちの業務とか
[27:53] 給与名採とか
[27:57] 困ってること?
[27:59] 仕事一番
[28:01] 一生かと思う
[28:03] 仕事一番
[28:05] 一生かと思う
[28:07] 仕事一番
[28:09] 無いんです。
[28:11] 無いん?大丈夫。
[28:13] なるほど。
[28:16] 材料カードの期限って
[28:18] いつ?
[28:20] 12月。
[28:22] 12月。1年だ。
[28:24] OK。じゃああっちの2人と同じだ。
[28:26] まだ大丈夫だ。
[28:28] 特定技能今1号だよね。
[28:30] 2号はいつ受ける?
[28:33] もう日本来て何年?
[28:35] 1年半。
[28:37] 1年半。
[28:39] でもここで今回のところで
[28:41] やめちゃったらまた新しいところで
[28:43] 2年ですね。
[28:45] 今でも
[28:47] 2回ミスを練習する。
[28:49] そうですよね。今で
[28:51] 2年ぐらい経つじゃないですか。
[28:53] 5年だったらあと2年あるんで
[28:55] 強いところで
[28:57] 頑張るんで2年後には
[28:59] 練技の2号みたいな。
[29:01] でやれば全然間に合うっちゃう間に合う。
[29:03] 2号は2人とも取る?
[29:05] 取りたい。
[29:07] N3持ってるから。
[29:09] 多分メイさんが
[29:11] 2号の対策もやってくれる。
[29:13] 勉強?
[29:15] メイさん。
[29:17] メイさんN1と
[29:19] めっちゃ
[29:21] 優勝なんで。
[29:25] 教えてください。
[29:27] そしたらそこは転職してから
[29:29] 生まれてもいいかもしれないですね。
[29:31] 8月とか9月とか
[29:33] OKです。
[29:35] もっと休業がいいところ。
[29:37] 休業がいいところもそうですよね。
[29:39] 普通に働かしてくれるんですけどね。
[29:41] 普通にそうですよね。前に8時間。
[29:43] 8時間とか9時間とか
[29:45] 残業1、2時間とか大抵するんですよ
[29:47] 他のところ。
[29:49] ここも残業をみんな
[29:51] 1時間とか2時間。
[29:54] だから3時から働いて
[29:56] 夜の12時まで
[29:58] メインも
[30:00] 塩くりはしてる?
[30:02] 塩くり。
[30:08] できない。
[30:10] 本当はいくらくらいしたいんですか?
[30:12] ほんとはいくらくらいの頃に
[30:14] いくらくらいの頃に
[30:16] いくらくらいの頃に
[30:18] 一番8面くらい。
[30:20] 8面くらい。
[30:23] てことは
[30:25] 手取りで18とか
[30:27] 10万くらい使えますよね。
[30:29] 生活費は10万くらい?
[30:31] 10万くらい。
[30:33] かからない?
[30:35] やちに入れて。
[30:37] 前の仕事は
[30:39] そうなんだ。
[30:41] 前の仕事が手取り13。
[30:44] 今は
[30:46] 今がたくさんいる。
[30:48] やちに入れる。
[30:50] やちに高い。
[30:52] 2人で
[30:55] 10万くらい。
[30:57] 駅面の時は
[30:59] めっちゃ安い。
[31:02] 2人で
[31:04] 4人で
[31:06] 20万くらい。
[31:08] 1人で
[31:10] 30万。
[31:12] 3万?
[31:14] 1人3万。
[31:16] 2万くらい上がって。
[31:18] でも同じくらいですね。
[31:20] 確かにけどみで
[31:22] 15倍ずつ低いですね。
[31:24] 東京で働くのは
[31:26] 何だかんだ20万くらいは残りますか。
[31:28] そうですね。
[31:30] わかりました。
[31:32] さっきメイさんからあったと思うんですけど
[31:34] フェイスブックの方で
[31:36] 9人一杯投稿してくださった。
[31:38] メイさんの方からも
[31:40] ラインとかなんか投稿した?
[31:42] アラインまだ?
[31:44] グループに入ってる?
[31:46] じゃあ9人とかは
[31:48] メイさんは我々の方から
[31:50] 仕事先は
[31:52] どんどん紹介してくれて
[31:54] いいとこ見つかったら
[31:56] 伝承するみたいな感じで
[31:58] オッケー。
[32:00] スーさんが8月くらいに
[32:04] 間に合ったらビザとかいいんですけどね。
[32:06] スーさんはどうなってんだ?
[32:08] 申請はしましたって言ってました。
[32:11] 本当ですか?あと町?
[32:13] 町。
[32:15] スーさんに来てくれたら
[32:17] めっちゃスピードなんですけどね。
[32:19] 100人引きだ。
[32:22] わかりました。
[32:24] リレーション待ってる?
[32:26] CVさん
[32:28] 作らないとダメだな。
[32:30] 今流行したCVさんは?
[32:32] ビディアさんの
[32:34] ハプサで送ってないっすね。
[32:36] そうか。
[32:38] ブツキョンバース。
[32:40] オッケーがどこへ行ったか
[32:42] ビーツタンダーがベースしてもらった。
[32:44] なるほど。
[32:50] ビディアパイもあります。
[32:53] あ、ビディアパイ?
[32:55] ちょっと送ってもらって
[32:57] ラインで送ってもらおう?
[32:59] あとで?
[33:02] オッケーです。
[33:09] わかりました。
[33:11] あと大丈夫。
[33:13] 大丈夫です。オッケー。
[33:15] 会社の方にも言ってきます。
[33:17] 休業ベースタイト。
[33:19] 休業ベースタイト。
[33:21] まだ8時間働かしてあげて
[33:23] 会社に言われると
[33:25] 私たちが欲しいとか
[33:27] 言われたらちょっと怒るかもしれない。
[33:29] 欲しい?
[33:31] なんか
[33:34] 主に会社に報告したら
[33:36] 会社の伝査とかには
[33:38] ああ、そういうことか。
[33:40] 確かにね。
[33:42] まあ、
[33:45] じゃあ予論法いいっすかね。
[33:48] 今度
[33:51] 店長とも面談しなきゃいけないんですよ。
[33:53] その時に
[33:55] こういうのって大丈夫ですか?
[33:57] って聞いて
[33:59] いや、出してないですって店長言ったら
[34:01] ちょっと店長から聞いたんですけども
[34:03] 出してないって言ってるんで
[34:05] ちょっと博さんやばいっすみたいな。
[34:07] 店長から聞いた手で
[34:09] 行くのはいいんじゃないですか。
[34:11] 確かに。
[34:14] 定期面談絶対店長とも面談しないだめなんで
[34:16] 入管のルールなんで
[34:18] って言って店長と面談して
[34:20] その時に
[34:22] これ聞く項目なんで
[34:24] お企業点どうぐらいですか?みたいな。
[34:26] 休業名採とかはちゃんと渡してますか?
[34:28] っていうのをちょっとなんかこう聞きながら
[34:30] 一応ご本人にも
[34:32] 確認するんでみたいな。
[34:34] 絶対出してるって言わないじゃないですか。
[34:36] 発は多分起こらないですけど
[34:38] 多分その店長によって店長が起こるっていう。
[34:40] 店長。多分店長が手書きで
[34:42] 出さなきゃいけないんじゃないですか。
[34:44] どうなんすかね。
[34:46] 確かに。
[34:48] この間の創業長手書きでした。
[34:50] 手書きでね。
[34:52] 手書きだったね。休業名で手書きで
[34:54] バーン!みたいな。
[34:59] こういう休業名採もらってない?
[35:01] 手書き。
[35:03] 店長。他に入るタイプに
[35:05] 何が書いてる?
[35:07] 何が書いてる?
[35:09] 書いてる紙。
[35:11] 実はそれが休業名採やったりしてね。
[35:13] 店長。よくやった。
[35:16] この間ほんとに紙でした。
[35:18] 休業名採って書いてる紙に
[35:20] 健康保険いくら?
[35:22] 店長。
[35:24] 昭和の時代かんぷ。
[35:27] 手書きで手書きで手渡しみたいな。
[35:30] 喜ぶ外人に喜ぶ人が
[35:32] そうですよね。逆に。
[35:34] 税金払っているのかと思います。
[35:36] そう。
[35:40] 勤務時間とは何も書いてない?
[35:43] びっくり。
[35:44] たぶん最初のほうは
[35:52] そんな感じだったんだって思います。
[36:00] 中小。
[36:02] 中小規模の会社ある。
[36:04] うーん。
[36:13] あれ?ハミデルはゴールデンベークやつに
[36:16] なし。いいですよね。
[36:17] なしですね。
[36:18] 普通に月曜寄付はすい。
[36:21] え、包招はないですよね、たぶん。
[36:23] いや、たぶん修理です。
[36:24] 全部休みにしてたんです。
[36:26] そうなんすか?
[36:27] 土地修理休めになったんですよね。
[36:29] まだじゃないですか?
[36:30] まだ?
[36:31] あれする?
[36:32] 修理の修理。
[36:33] 29.1位で修理するんですか?
[36:35] もういいでしょ?
[36:36] イオコさんにサッカーがつくわれたんですよ。
[36:40] チケットって、
[36:42] 29仕事じゃないんですかついたら?
[36:44] なんか、宿泊だから、生んだら
[36:46] えええええ
[36:49] いいシーンだってことだな
[36:50] スープです
[37:00] なんかで
[37:02] まあ、でもあれっすね
[37:04] 営業部とホームとかはみ出るから
[37:06] あまりにも帰りがありすぎるとちょっとペミオースよね
