# 2026-04-15 13.58
検出言語: ja (確信度: 1.00)
音声時間: 2503.4秒
[04:38] 家帰った後
[04:40] 困っていることとか
[04:42] 悩んでいることとか
[04:44] あります?
[04:47] これは
[04:49] 駅といえねえと
[04:51] と言われているんです。
[04:53] 9日は貰った時
[04:55] 自転車を買うと思っています。
[04:57] 乗車、なるほど。
[04:59] 一人も乗るんです。
[05:01] 乗せ思うぐらいのだよ。
[05:03] 年にあった時が
[05:05] 午後だ。
[05:07] 私の乗るのは
[05:09] 15日をしてるの。
[05:11] 断帳は
[05:13] Well,
[05:15] 休みあと
[05:17] 休みあと
[05:19] 一時間ぐらいでございます。
[05:21] って。
[05:23] 今日休業日だよね。
[05:25] そうだよね。だから今日、1ヶ月分まとめて入るんですよね。
[05:32] そろそろ。あれ?
[05:36] あれ、妊さんも前回社会保険が引かれてなかったかな?
[05:45] えーとー、江戸市。江戸市。江戸市。妊さん。
[05:57] 妊さんは、えーとー、確か前回。
[06:07] あ、なんか好きなこと話ですね。
[06:14] はい。
[06:15] 新しいダンスでした。
[06:19] フェイス。
[06:21] フェイス。
[06:27] フェイブフェイスに来るのはいない?
[06:29] うん。
[06:30] どのほうのほう?
[06:31] あの、カメラに来るのはいない?
[06:33] はい。
[06:34] 来るのはいない?
[06:36] はい。
[06:37] あ、あ、あ、あ。
[06:41] とにかく飛んで来ましたが 海原市の中で販売されたの。
[06:44] リターンですか?
[06:45] あ、あ、あ、
[06:47] レンガのほう、
[06:48] チームとフランク、
[06:49] リターンとベガキーって 見えてるんですか?
[06:51] あ、あ、あ、あ、あ。
[06:52] リターンですか?
[06:53] サンゼリーがあったんですけど。
[06:55] あ、あ、あ、あ、あ、あ、あ。
[06:56] なんかね。
[06:59] それくらいのはいない?
[07:00] あ、あ、あ、あ、あ、あ、あ。
[07:01] あ、あ、あ、あ、あ、あ、あ。
[07:08] ん、 Nmm、
[07:09] 今、
[07:10] 新しいアビアを作ったからね。
[07:11] いられ、
[07:12] でも普通來說ジャンバーじゃない
[07:15] そういうのが好きじゃない
[07:17] 好きじゃない
[07:18] 家ま草が好きなんですね
[07:20] 家ま草は気持ちいい
[07:22] 体に行くと、心によく行って
[07:25] 楽しみます
[07:31] なぜコレダーと闇のためか
[07:34] 戦闇を積み込む
[07:35] 戦闇を積み込む
[07:37] 戦闇は楽しみます
[07:38] よろしくお願いします
[07:40] とても良いです
[07:43] 2人さんは、前回、これ2人さんの給料で、前回これ振り込みされています。
[07:59] ただ、その時に、この保健料、保健料が、本来48000円引くところを12000円しか引かれてないので、
[08:16] 前回、78000円入っているんだけども、今回ちょっと多めに引かれます。
[08:27] わかる?
[08:28] 多め。
[08:29] これね、前回、これ給料免債。
[08:33] で、前回、78000円振り込まれているんですよ。
[08:36] ただ、前回、まだその入ったばかりで、保健の手続きは間に合ってないから、
[08:43] この保健料、高生年金が引かれてないんですね。
[08:48] なので、1万2000円しか引かれてないんですよ。
[08:51] ただ、本来48000円引かれなきゃいけない。
[08:54] 本来これなんだけども、ただ前回は引けなかったんで、78000円引かれてない。
[08:59] なので、今回、今回合わせるので、この37000円、足りないじゃないですか。
[09:06] それは今回だけ引かれます。
[09:09] わかりました。
[09:11] 終わりから、早く家族を招いて、
[09:15] 家族のたちが隣に帰って、
[09:18] 今、家族の場を招き出して、
[09:20] 今、家族は誰もも、何もも、誰もも、何もも、何もも、何もも。
[09:24] 本当それでは、家族に登場。
[09:26] すごい!
[09:27] すごい!
[09:28] まじ?
[09:29] ジェイ became a kinder person from Japan.
[09:32] 私が勉強しました。
[09:34] あ、貰ってました?
[09:35] いや、貰ってました。
[09:36] 確かに、勉強したら大丈夫だったんですよ。
[09:38] スーさんとニンさんだけが間に合わなくて キンさんはそうですね
[09:48] なので基本的には今回はキンさんと ニンさんスーさんちょっとキンが違いますけども
[09:55] 基本は同じですね同じだけ残業してたら 同じだけもらえますので安心してください
[10:08] なるほど家遠いですもんね わかりました
[10:12] あとはなんかこう手続きとか 全部大丈夫かもう携帯電話も大丈夫
[10:20] 大丈夫ですか他はなんか 家のこととか家も大丈夫慣れた
[10:30] ゴミとか ちゃんとできてる
[10:34] ok あとワイファイだけ わかりました
[10:40] 自転車 あーなるほど ありました
[10:45] ok はい okですね
[11:01] じゃああとはそれ以外でなんか仕事とか 店長さんとかとはちゃんと
[11:08] しっかりと大丈夫です 優しい
[11:12] そうなんですね
[11:16] しかも今度といったことがあると しっかりと仕事をしてくれました
[11:22] おー 良かったですね分かりました
[11:29] どうさまです どうさまに言うすんも話せるのに私の考えが
[11:33] それぞれですね そうだね
[11:37] ありました ありがとうございます 以上ですね
[11:42] はい 終わりましたで今日今回はあの初めての面談なので
[11:50] 8お店に来たんですけども 次の面談はオンライン
[11:55] スマートフォンではいオンラインでやるので はい
[11:59] またその時にはあの連絡しますので はいよろしくお願いしますありがとうございます
[12:07] じゃあ 草狩りマネージャー
[12:12] はいスーパーバイザーか はいじゃあちょっと読んできてもらっていいです
[12:18] いつもいるの草狩りさん 結構面白い
[12:22] 時には見ないとおもったよ 今日の店で言ったと
[12:30] あ そうなんですね店長の名前は
[12:34] 草狩り様 草狩り 草狩り
[12:39] わかりました ありがとうございます ありがとうございます
[12:46] ありがとうございます 働いてますね
[12:59] ねぇめちゃくちゃいいですね
[13:04] 僕ばっかり飲んでるの 飲んでいいですか
[13:16] お父さんウロンちゃん オーバーサイはダメですね
[13:52] もうダメですね、しば、わらわらしちゃいますね、ボバースは。
[13:56] ちょっとチェックがもう入ってますね。
[14:03] よろしくお願いします。
[14:05] すいません、はじめまして。
[14:11] FTGカンパイのかわいと申します。
[14:13] かぶしけしエドイチのSVをしております。
[14:15] くさかれてます。
[14:16] よろしくお願いします。
[14:17] すいません、教授会にいただきました。
[14:19] ありがとうございます。
[14:20] すいません、ちょっと視界が入ったばかりで、
[14:22] ちょっと名刺が入るので。
[14:25] 私が登録支援機関の支援担当者として、
[14:29] こうやってミャンマーから来られた方とか、
[14:32] 外国籍の方の一応支援の支援者ということで、
[14:35] いろいろとサポートをさせていただいております。
[14:38] で、今年4月から来たんですけども、
[14:42] ミャンマー号の通訳担当というような形で、
[14:46] 特にミャンマーの外国籍の方の面談だったりとか、
[14:52] ちょっと日本語だけでちょっとつまれてないところを頂くということで、
[14:57] ちょっとお席させていただいておりますので、よろしくお願いします。
[15:01] よろしくお願いします。
[15:02] 今日は3月に一度定期面談というのが実はありまして、
[15:07] 本人と責任者の方々にお話させていただいているんですけれども、
[15:12] 実際にお店での仕事グリーだったりとか、
[15:16] 例えば本人は何ともないようと言っているんだけれども、
[15:19] 例えば他の社員の方から見て、
[15:21] これ大丈夫なのかなとか、
[15:23] もしそういったところがあれば、
[15:25] ちょっと極力こちらの方でキャッチャップして、
[15:27] その日本でしっかりと円滑に仕事を進めていけるように、
[15:32] そういったところをサポートさせていただきたいなということで、
[15:36] 実際に国民さんと一緒に入れていただいてて、
[15:41] 草米さん、普通にこちらにいらっしゃるんですか?
[15:43] 草米さんで結構…
[15:45] 草米なんですけど、
[15:46] この店結構売り上げ的に盛り戻って、
[15:50] 船長県務してます。
[15:52] そうなんですか?
[15:53] 実際、私の他に船長が一人と、
[15:56] 一般社員が自分の上中部の社員と、
[16:00] 他の部署から来ている社員と。
[16:05] 社員体制としては、私も含めれば
[16:08] トータル4人なんですね。
[16:10] 他の店よりは社員というか、
[16:13] 店舗になるかと。
[16:16] この店の特徴としては、
[16:18] 社員の4人もいる。
[16:20] ほぼほぼ上中で、
[16:22] 社員がいない時間がない。
[16:24] そうなんですね。
[16:26] あとは、
[16:29] 家族体制のほぼある人が、
[16:31] ものすごく数がいる。
[16:33] そうなんですか。
[16:35] 例えばそういった方たちが、
[16:37] グループで存在していらっしゃる。
[16:41] その人たちは自分の友達やら、
[16:43] 家族やら、というのを連れてきてくれていて、
[16:46] 1人が17人、13人がネパール人。
[16:50] すごく多いですね。
[16:52] 卓国的か、私はあまりしていなくて、
[16:55] ずっとネパール人だけ。
[16:57] あ、そこ、つながりつながりで。
[16:59] そこに言葉あるんですけど、
[17:01] この辺だとベトナム人もいたり、
[17:03] 中国人もいたり、
[17:04] ほんのを撮ってしまうと、
[17:06] おめる原因だと。
[17:07] 確かに、国民の違いでってありますもんね。
[17:10] あとは、
[17:12] もし、社会主義国家の方があって、
[17:14] オスの言うことを聞いても、
[17:16] 他のスタッフの言うことを聞かないというのが、
[17:19] 何となく、経験状況になったので、
[17:22] あまり卓国的化していないところに対して、
[17:25] メンバーさんが参加していただいて、
[17:28] ほぼほぼ女性になっているようになって、
[17:32] そこまで、あまりそこの卓国の女性だったり、
[17:35] スタッフに対するストレスはないのかなと。
[17:39] 兄さんがどのように感じるかわかるけど。
[17:41] 先ほどのお話を考えると、
[17:43] 仕事が楽しいというふうに言っていて、
[17:48] お客さまと接客をするのが、
[17:51] ほぼほぼにすごい好きらしくて。
[17:53] 最初に考えたので、
[17:55] 本来あれば、
[17:57] 例えば言葉の壁だったりとか、
[17:59] いろんな週間の壁があって、
[18:02] キッチンに入れる、
[18:04] 結構多いんですよね。
[18:05] 私、あえて兄さんの向こうで、
[18:07] 喫茶店とか、
[18:11] 私と通常会話が、
[18:13] そこまで本なんだ。
[18:15] 言葉ではなかったので、
[18:17] あえて私が頂地に行くほうに、
[18:19] 時に2目の見る。
[18:22] そうなんですね。
[18:23] 頂地をしていて、
[18:24] 今でエンザーを着任からずっと、
[18:26] ほうに行くことがあって。
[18:29] そういったところのさっきのお話の中で、
[18:33] すごい同じ範囲の方々が
[18:35] 分からないことを教えてくれるので、
[18:38] そういったところで、
[18:39] やっぱり仕事を教えても
[18:40] すごい楽しい頑張っていこうみたいな
[18:42] 感じあったので。
[18:44] なるほど。
[18:46] わかりました。
[18:47] じゃあ、女性が結構多いんですね。
[18:49] 女性が多いですね。
[18:50] 男性が、
[18:53] 社員が3人、
[18:54] 女性が3人は男性が多いので、
[18:57] あと75歳くらい、
[18:59] 70歳くらいのおじいちゃんと、
[19:01] 大学生がしている。
[19:02] 5人か。
[19:03] 全然25、26人の中に
[19:05] 5人ぐらいしか男性がいない。
[19:07] あ、そうなんですね。
[19:09] そういうと、女が強いし、
[19:11] なるほど。
[19:13] わかりました。
[19:14] いや、我々の会社の
[19:16] やきにく二号っていうやきにくさん
[19:18] やってるんですけど、
[19:19] 結構7割くらいの男性ばっかりで、
[19:21] そうなんですか。
[19:22] そうなんですけど、
[19:23] もう男の才人というか。
[19:24] そうなんですけど、
[19:25] 私は自分で女性を尽くすると、
[19:28] どうしても店長が女性なので、
[19:31] 強い女のばっかりが集まる。
[19:33] 店ができた。
[19:37] なんだろうな。
[19:38] 力仕事も頼まないみたいな。
[19:40] 女たちが集まってくる
[19:42] 店にはなってしまう。
[19:44] でも、
[19:45] うちもマネージャークラスで
[19:47] 女性の方とかもいるんですけども、
[19:49] その下の、
[19:50] やっぱり店員さんみんな女性とか、
[19:52] 結構これ多いですね。
[19:54] でも、
[19:55] 女性が集まると
[19:56] いろいろな問題が大きい。
[19:57] ガチになるんだけど、
[19:58] そこまでっていうか、
[20:00] そのところ問題はない。
[20:01] そうなんですね。
[20:02] 女性からの問題はないし、
[20:04] みんな結構、
[20:07] お姉さんちょっと大変かもしれない。
[20:09] みんなと英語で共通で話すか、
[20:12] 日本に来ているのか、
[20:15] 日本語で話しなさい。
[20:17] ちょっと姉さんも入ってから、
[20:18] みんな食べると思う。
[20:21] 確かに、
[20:23] 日本語を使えば使うほど
[20:25] うまくなってくるので、
[20:28] そういうのは全然いいですね。
[20:30] 実際、
[20:32] 本人的には、
[20:34] 今のところが困っていることは
[20:35] なさそう、
[20:36] みたいな感じだったんですけども、
[20:37] 社員さんから見返っていて、
[20:39] 大丈夫かな、
[20:40] とか、
[20:41] そういうのがあったりされますか?
[20:42] 今のところ、
[20:43] 私がどちらかというと、
[20:44] 実務に入ると、
[20:46] 厳しい感じで、
[20:48] みっきょし、
[20:49] 早速指摘するタイプですね。
[20:51] なので、
[20:54] 次の、
[20:55] これをやっていでは、
[20:56] これが終わったら、
[20:57] これが終わったら、
[20:58] 3て先ぐらいまで最大、
[21:00] 最終的なタイプなんで、
[21:02] 全員に対して。
[21:03] なので、
[21:04] 手が開くという様子が、
[21:06] 多分、
[21:07] 兄さんの中ではない。
[21:09] だから、
[21:10] ほんと小さなことでも、
[21:12] そこを終わったら、
[21:13] 何をして、
[21:14] 何を終わったら、
[21:15] 失って、
[21:16] その時に返す言葉が
[21:18] 出ない、
[21:19] ということは
[21:20] ないようにしているので、
[21:22] 手が相手、
[21:23] 暇だな、
[21:24] みたいなのが、
[21:25] 逆に暇を暇として、
[21:26] やってあそこ、
[21:27] というか、
[21:28] 私たちは。
[21:29] で、
[21:30] 兄さん、例えば、
[21:31] ミャンマーどういう、
[21:32] 今だったら、
[21:33] 通常寒いの、
[21:34] で、
[21:35] 持ちに来た時も、
[21:36] 雪に来たら、
[21:37] 雪見たことあると、
[21:38] 昨日は暇として、
[21:39] コミュニケーションとして、
[21:40] 採用しよう、
[21:41] というのが、
[21:42] ずっと昔からある。
[21:43] というか、
[21:44] ミャンマーのことも、
[21:45] 聞いていた。
[21:46] お休みあけに、
[21:47] 木のどこ行ったの?
[21:48] とか、
[21:49] みんなでお花に行った、
[21:50] とか、
[21:51] 多くの買い物、
[21:52] 食材、
[21:53] とか、
[21:54] 行く感じで、
[21:55] どういうの食べるの?
[21:56] とか、
[21:57] 聞いて、
[21:58] 言うと、
[21:59] 自然とお客さんの前でも、
[22:01] 笑っていけるかな、
[22:02] とか、
[22:03] 昔からずっと、
[22:04] あった。
[22:05] はい。
[22:06] それは、
[22:07] 結局、
[22:09] ずっと仕事の間は、
[22:10] 仕事の話しかしません。
[22:11] はい。
[22:12] 無駄な時間は、
[22:13] 喋りません。
[22:14] というのは、
[22:15] 私は、
[22:16] ちょっと、
[22:17] 追跡量をしません。
[22:18] コミュニケーションですよね、
[22:19] やっぱり。
[22:20] これは、
[22:21] 楽しくしていただく、
[22:22] ゲームが、
[22:24] 確かに、
[22:25] さっきも、
[22:26] 笑顔で、
[22:27] 話して、
[22:28] これは、
[22:29] 可能そうに、
[22:30] あの、
[22:31] 働いてるな、
[22:32] なんか、
[22:33] 息息してるな、
[22:34] みたいなところあったんで、
[22:35] はい。
[22:36] ただ、
[22:37] なんか、
[22:38] 息から遠いって言ってて、
[22:39] 追跡量もらったら自転車が、
[22:40] そうですよね、
[22:41] 言ってました、
[22:42] 言ってました。
[22:43] だから、
[22:44] 一生懸命、
[22:45] みんなで、
[22:46] さっきとかの、
[22:47] メルカリで、
[22:48] 安い自転車、
[22:49] 探しているから、
[22:50] 高いよ、
[22:51] とか、
[22:52] そうですよね、
[22:53] 最近、
[22:54] 高いですもんね。
[22:55] だから、
[22:56] みなさん、
[22:57] 高いよ、
[22:58] 来たばっかりだし、
[22:59] というのもあって、
[23:00] 私たちも、
[23:01] こういう風に、
[23:02] お昼の、
[23:03] 開会に今のツアー、
[23:04] みなさん、
[23:05] 着任後から、
[23:06] ちょっと桜の時期だと、
[23:07] 多いんですね。
[23:08] で、
[23:09] 実体5月ぐらいで、
[23:10] はい。
[23:11] で、
[23:12] そこからは、
[23:13] 今度、
[23:14] 夜仲のツアーに、
[23:15] ちょっと変わってきて、
[23:16] はい。
[23:17] 海外からの、
[23:19] アメリカからの
[23:20] 短期で、
[23:21] 今度、
[23:22] 夜仲に、
[23:23] 今のツアーの
[23:24] 景色があるんで、
[23:25] 今の時期は、
[23:26] もう、
[23:27] 朝の立ち上げから、
[23:28] で、
[23:29] 今、
[23:30] だいぶ、
[23:31] 含めても
[23:32] 8時ぐらい、
[23:33] 曲げて、
[23:34] 地面ってだけならないように、
[23:36] 入りそうです。
[23:37] はい。
[23:38] 時期的に、
[23:39] ピークがあるんですね。
[23:40] そうですね。
[23:41] 今、
[23:42] 今、
[23:43] もう、
[23:44] 若干した日ですけど、
[23:45] はい。
[23:46] サプラ海の人、
[23:49] ああ、
[23:50] はい。
[23:51] で、
[23:52] 3月の、
[23:53] 10万円以降から、
[23:54] はい。
[23:55] やはり、
[23:56] 今年、
[23:57] 中央から、
[23:58] 動かれたんですね。
[23:59] そうですね。
[24:00] そして、
[24:01] 一旦終わって、
[24:02] アメリカ人の担当ということが、
[24:03] はい。
[24:04] 7月いっぱいぐらいになって、
[24:05] ああ、
[24:06] そうですね。
[24:07] ちょっとだけ、
[24:08] 10月するぐらいになって、
[24:09] 今の一旦、
[24:10] 中央から、
[24:11] ほうよ。
[24:12] シェーンの中で、
[24:13] 今が、
[24:14] ちょっと忙しい時は、
[24:15] ああ、
[24:17] そう。
[24:18] やっぱ、
[24:19] このタイプのスタミナタの、
[24:20] 初めて、
[24:21] 僕、
[24:22] 住んでると、
[24:23] あたちくなるんですよ。
[24:24] ああ、
[24:25] あ、
[24:26] そうか、
[24:27] 私、
[24:28] そうか担当なんですか?
[24:29] はい。
[24:30] そうか、
[24:31] なんか、
[24:32] チタミナタローと、
[24:33] なんか、
[24:34] エドイスさんの、
[24:35] あ、
[24:36] 合いますよね。
[24:37] で、
[24:38] 昔は、
[24:39] そっち言ってたんですけど、
[24:40] あ、こっちの方が、
[24:41] なんか、
[24:42] ゆったり、
[24:43] そられるみたいな。
[24:44] そうなんですけど、
[24:45] 私は、
[24:46] もともと、
[24:47] うちらかというと、
[24:48] その上にある
[24:49] そうか、
[24:50] 缶とか、
[24:51] あ、
[24:52] そうなんでした。
[24:53] 石洗いも、
[24:54] 上にある、
[24:55] 石洗い缶という、
[24:56] あ、
[24:57] あ、
[24:58] ありますよね。
[24:59] あれ、
[25:00] 結構よく、
[25:01] スマートにして、
[25:02] ありがとうございます。
[25:03] 石洗いは、
[25:04] すぐ無くなっちゃうんですよね。
[25:05] そうなんですよね。
[25:06] 気づいたら、
[25:07] 無くなってて、
[25:08] そうなんですよ。
[25:09] いつの前から無いから、
[25:10] 何ですか?
[25:11] スシロです。
[25:12] そうですよ。
[25:13] あれ、
[25:14] これ、
[25:15] 前、
[25:16] どうやって思ったの?
[25:17] あれ、
[25:18] そこにあったような、
[25:19] そうですよ。
[25:20] スシロだし、
[25:21] 介護施設だし、
[25:22] そうですよ。
[25:23] 結構、
[25:24] なんか、
[25:25] すごい人入って、
[25:26] 石洗いも、
[25:27] そうですね。
[25:28] そこはもう、
[25:30] あの、
[25:31] 回答それにある、
[25:32] 回答それじゃないのか、
[25:34] キングさん、
[25:35] すごいですよね。
[25:36] キング、
[25:37] すごいですね。
[25:38] 半端ないですね。
[25:39] 予約が、
[25:40] 予約なければいけない。
[25:41] そう、
[25:42] 予約ないでいけないみたいな、
[25:43] そうかも、
[25:44] キングがあるので、
[25:45] あ、
[25:46] そうなんですよ。
[25:47] 用語図にもあるので、
[25:48] そこで、
[25:49] やっぱり、
[25:50] 厳しいですね。
[25:51] いや、
[25:52] 僕は、
[25:53] スタメタロさんの、
[25:54] あの、
[25:55] ドリンクが無料になる。
[25:56] あ、
[25:57] いや、
[25:58] そしたら、
[25:59] おばあちゃんが、
[26:00] もう、
[26:01] 何十年も前に、
[26:02] チケットを投げて、
[26:03] そうなんですか。
[26:04] これ使えるか、
[26:05] 言って、
[26:06] その日が、
[26:07] 閉店告知から聞いて、
[26:08] で、
[26:09] もう、
[26:10] 自分会社の人間と見て、
[26:11] みんな私も、
[26:12] 二十年代に、
[26:13] 書かれているので、
[26:14] ちょっと、
[26:15] もらって、
[26:16] みんなで懐かしい。
[26:17] 確かに。
[26:18] どこまでしてくれる、
[26:19] 予約さんって、
[26:20] いるんだね、
[26:21] ずっと持っていたわけです。
[26:22] そうですね。
[26:23] みんな結構、
[26:24] 先に入ってほしい。
[26:25] シーズン元に、
[26:26] 色変わっていた。
[26:27] なるほど。
[26:28] 普段は。
[26:30] いやいや、
[26:31] こういったタイプが、
[26:32] 今回、
[26:33] ニーズさんとか、
[26:34] ご紹介させていった時、
[26:35] ちょっと初めて見て、
[26:36] あー、
[26:37] なんか、
[26:38] 元々、
[26:39] あいつと違って、
[26:40] アザチックとか、
[26:41] そうか、
[26:42] 使って、
[26:43] スタイルだったって、
[26:44] そうですね。
[26:45] 高級業態っていうか、
[26:46] インバードにも、
[26:47] 対応できるような。
[26:48] そうかも、
[26:49] 今、
[26:50] 今、
[26:51] 今、
[26:52] 今、
[26:53] この業態に、
[26:54] この業態に、
[26:55] で、
[26:56] 多分、
[26:57] ニーズさんの、
[26:58] 友達が言っている、
[26:59] 上のモーターのことが、
[27:00] そうですね。
[27:01] 切り替わりで、
[27:03] インバードにも、
[27:04] だいたいも、
[27:05] この形で、
[27:06] みんな、
[27:07] タイプをしたんですけど、
[27:08] すがに汚いじゃん、
[27:09] スタイルかなって。
[27:10] なるほど。
[27:11] なるほど。
[27:12] たくさん、
[27:13] そうなんです。
[27:16] ありました。
[27:17] あ、
[27:18] じゃあ、
[27:19] 結構、
[27:20] 草貝さんは、
[27:21] もう長いんですね、
[27:22] エドイスさんが。
[27:23] エドイス、
[27:24] 実は、
[27:25] 20、
[27:26] 何年だった?
[27:27] 24、
[27:28] 最初だったんですよ、
[27:29] 20代の頃。
[27:30] 氷、
[27:31] カミリーマート。
[27:32] あ、
[27:33] そうだね。
[27:34] で、
[27:35] 店長とか、
[27:36] その後、
[27:37] スーパーバイザーで、
[27:38] いろんな店舗を
[27:39] 見て、
[27:40] とかやってて、
[27:41] 十何年ぐらい、
[27:42] ずっとコンビニ業団にいて、
[27:44] その後、
[27:45] ちょっと別の
[27:46] 金融業界行ったんですけど、
[27:47] そこから、
[27:48] ずっと採用や、
[27:49] 採用とか、
[27:50] 人事系やってて、
[27:51] そうなんです。
[27:52] で、
[27:53] そこから、
[27:54] 今度、
[27:55] 飲食みたいな。
[27:57] 結構、
[27:58] 平和して、
[27:59] それがですね、
[28:00] あまり焼肉得意じゃないです。
[28:01] そうなんですか?
[28:02] えー、
[28:03] 高い。
[28:04] 自分でやって、
[28:05] 調理加工は好きなんですよ。
[28:06] はい。
[28:07] 焼肉、
[28:08] そんなに食べれなくて、
[28:09] えー、
[28:10] 返食なみに。
[28:11] あ、
[28:12] そうなんですね。
[28:13] 元々、
[28:14] 和食家なんですよ。
[28:15] 限界になって、
[28:16] そうですもんね。
[28:17] 確かに、
[28:18] 和食系のイメージですね。
[28:19] シャブ、
[28:20] シャブとか。
[28:21] なので、
[28:22] それをやっていて、
[28:23] 私、
[28:24] 自分の、
[28:25] その時にも、
[28:26] あの、
[28:27] 人体が満員で、
[28:28] 返さなきゃいけない。
[28:29] おー。
[28:30] おー。
[28:31] 店がなくなる、
[28:32] タイミングで、
[28:33] どうするか、
[28:34] 選択で、
[28:35] その時に初めて、
[28:36] なんか、
[28:37] 40すぎてば、
[28:38] 特許に来た。
[28:39] そうなんですね。
[28:40] えー。
[28:41] どうしようと、
[28:42] やめるか、
[28:43] 残るんだったら、
[28:44] 東京来るしかない。
[28:45] あー。
[28:46] だって、
[28:47] ただ、
[28:48] まあ、
[28:49] せっかくやってて、
[28:50] こういう、
[28:51] 全然違う街に来て、
[28:52] はい。
[28:54] うーん。
[28:55] なんか、
[28:56] 真面目だもん。
[28:57] あー。
[28:58] 二さん、
[28:59] すごい真面目だと思う。
[29:01] はい。
[29:02] 確かに、
[29:03] 結構、
[29:04] うちも、
[29:05] 外国籍の人、
[29:06] まあ、
[29:07] ニャンマンを含めて、
[29:08] 多いですけれども、
[29:09] なんか、
[29:10] みんなすごい、
[29:11] まあ、
[29:12] なんか、
[29:13] 純粋っていうか。
[29:14] そう。
[29:15] で、
[29:16] すごく驚くの、
[29:17] 多分、
[29:18] 二さん、
[29:19] 聞こえてない、
[29:20] かなと思って、
[29:21] かしらないんですけど、
[29:22] 面白く聞こえるな、
[29:23] うんうんうん。
[29:24] 日本も言って、
[29:25] いらっしゃいませ、
[29:26] 何名様ですか。
[29:27] えー。
[29:28] 何名にしますかっていう、
[29:29] ワードを、
[29:30] たぶん、
[29:31] 自分で、
[29:32] 安援したやつを、
[29:33] 承知してるんだろうな、
[29:34] はい。
[29:35] っていう、
[29:36] すごい。
[29:37] なんか、
[29:38] 今、
[29:39] そんな日本人になりちゃって、
[29:40] そうですね。
[29:41] なんか、
[29:42] その、
[29:43] ね、
[29:44] せっかくとかっても、
[29:45] なんとなく、
[29:46] まあ、
[29:47] うまいことを乗り切ってね、
[29:48] はい。
[29:49] はい。
[29:50] はい。
[29:51] きっちり、
[29:52] ずっと暗記してることを、
[29:53] ですね、
[29:54] とかも、
[29:55] なんか、
[29:56] これって何名様ですから、
[29:57] 何名、
[29:58] ですよ、
