# 2026-04-10 15.28
検出言語: ja (確信度: 1.00)
音声時間: 2224.9秒
[06:20] はい、はい、はい。
[06:22] えー、はい。
[06:30] 入社するときに、
[06:32] 特定技能の雇用契約が
[06:34] やったんだよね。
[06:36] はい、契約がやった。
[06:38] そうなんでね。
[06:40] なるほど、なるほど。
[06:42] ただ、給与名詞がないから
[06:44] わかんない。
[06:46] 今の給与名詞、
[06:48] 契約では22万ドル。
[06:50] うんうん。
[06:53] 今は、
[06:55] えーと、
[06:59] なんで、
[07:01] 保険とか、
[07:03] 税金とか取られて、
[07:05] 手取りが
[07:07] 振り込まれている。
[07:09] はい。
[07:12] あと、日が明けそうに
[07:14] 休みは
[07:16] 了解。
[07:18] はい、4日だけ。
[07:20] 本当は、
[07:24] 一週間に、
[07:26] 一週間に2回。
[07:28] それは、シフトで
[07:30] 今はシフトも、
[07:32] 作ってない。
[07:34] 出てないんだ。
[07:36] はい。
[07:39] なるほど。
[07:42] なるほどですね。
[07:44] 今、
[07:46] 今、
[07:48] あ、
[07:53] そうなんだ、忙しいんだ。
[07:55] 人いないんだ。
[08:02] 私、ケチンに
[08:04] ケチン、
[08:06] ホール、
[08:08] 店長も毎日働いてるの?
[08:10] はい。
[08:14] 店長は、イカ日で休み。
[08:16] 店長は日本人じゃない?
[08:18] 店長は、
[08:20] あ、そうなんだ。
[08:22] あ、みんな知語系なんだ。
[08:24] 社長も中国だもんね。
[08:26] そうだもんね。
[08:29] そうだそうだ。
[08:32] なるほど。
[08:36] 今、
[08:38] 22だから、
[08:40] 22だと、
[08:44] もともと雇用契約所場は
[08:46] 22が
[08:48] 基本級で、それにあと残業
[08:50] ついて、みたいな。
[08:52] はい。
[08:54] そうだね。
[08:56] 25万だと
[08:58] あ、家は
[09:00] 自分たち
[09:02] 自分たちで
[09:04] 家は4人で住んでるの?
[09:09] 家は2人で住んでる。
[09:11] あ、2人で住んでるんだ。
[09:13] チーバ県に行った
[09:15] 一緒に住んでるの?
[09:25] 去年か。
[09:27] 2人で住んでるの?
[09:29] 2人で住んでるの?
[09:31] 2人で住んでるの?
[09:33] 一緒に住んでるの?
[09:36] 1人で住んでるの?
[09:38] 1人で住んでるの?
[09:40] 鳴門さんには勝っていて
[09:43] 鳴門さんには勝っていて
[10:04] ビザーやるときに、更新するときに、 厳選聴取票を出さないといけないんですよ
[10:12] 救援名さよりはない
[10:14] 厳選聴取票があれば、ビザー申請はできる
[10:18] ただ厳選聴取票を見たら、ぶっちゃけ分かる
[10:22] 思ってる
[10:30] 一応、お湯のように出てるんだ
[10:33] なるほど
[10:49] 厳選聴取票を見る
[10:51] 時間もかいてない
[10:54] 延長のある方がいい
[11:07] なるほどね
[11:10] 消えちゃった
[11:16] 感謝から、これは大丈夫
[11:20] 紙を、これでも、日本は大丈夫
[11:25] 紙でも、これでも、ちゃんと明細なので
[11:29] 一応、普通はパソコンで、ちゃんとしたのが出るんだけども
[11:37] これでも問題がない
[11:40] 一応、これでも問題がないので
[11:43] で、たぶん、残業部分が全部入ってこれだね
[11:48] そうだね、全部これに入ってるね
[11:51] ほとんど22万人、残業が書かれてるんだけれども
[11:56] 残業も一応、全部入ってですね
[11:59] なので、一応、時間は何かで管理されてるのか
[12:02] 何だろう
[12:12] 2時間?
[12:21] 1時間
[12:23] 1時間
[12:25] 1時間
[12:28] 1時間
[12:30] 1時間
[12:33] 1時間
[12:38] 1時間
[12:42] 2時間
[12:51] ちゃんと合ってますね
[12:53] 合ってますね
[12:55] なるほど
[12:59] 多分税金とかの金額も
[13:01] 多分合ってる、合ってる、合ってると思う
[13:04] だいたい25万ぐらいで
[13:08] 22万ぐらいなので
[13:10] これはね、たぶん金額というか
[13:13] 引かれてる分とかはちゃんと合ってますね
[13:16] あとは、ここの上が
[13:18] 残業がどのぐらい乗ってるかがちょっと分からないぐらいかな
[13:23] ね
[13:48] あっ、一応あるんだ
[13:51] あ、スタイムカードでやってるんですね
[14:00] 計算
[14:02] 10時55分
[14:13] なるほど
[14:17] 128?
[14:20] この20、21、22は?
[14:22] あれは
[14:24] 休みだって思います
[14:26] 休み時間はこれ
[14:28] 2時間
[14:31] 夕方もないの?
[14:33] お店
[14:37] 朝は焼肉だって
[14:40] あ、そういうことなんだ
[14:42] それぞれ2つあるんだ
[14:44] 2枚あるんだ
[14:46] なるほどね
[14:51] 今ののが焼肉
[14:53] これ、今のタイムカード
[14:57] 夜のやつあります
[15:03] 夜の5時からのやつ
[15:05] 夜のやつ
[15:06] ありがとうございます
[15:18] 17時から20、20、70
[15:20] あ、一応ちゃんと広いぜんだ
[15:48] これ3月
[15:55] 16時から10時、20時間
[15:57] 21
[15:58] 23、22、25、26
[16:00] 31時間
[16:14] これがこっちが5時間
[16:16] 6時間
[16:17] 5時間
[16:18] 14時から10時、22時、25時間
[16:21] さっきは10、11、12、13
[16:28] 14
[16:30] 2時間
[16:31] 4時
[16:32] 9時間
[16:34] 1時間
[16:47] さっきのもう一回見せてもらっていいですか?
[16:50] 朝の
[16:56] こっちはほぼぴったり4なんだ
[17:09] なるほどね
[17:12] これも3月かな
[17:17] 124時間と
[17:23] 9、1日
[17:28] 2時間
[17:30] 1時間
[17:36] ちょっと1から2時間
[17:38] 1から2時間
[17:41] で
[17:42] 4、25、30時間くらいか
[18:30] 11の2時間
[18:32] 11の2時間
[18:45] もう1時間
[19:22] 1月は大体同じくらい
[19:25] 同じくらい
[19:27] 3月
[19:29] 毎月大体同じくらい
[19:35] これ3月の
[19:39] 後半があります
[19:41] 後半はない
[19:43] ちょっと待って
[19:45] これが後半か
[19:47] これが後半で
[19:49] さっきのとセット
[19:51] なるほど
[20:00] 朝焼肉店があります
[20:02] これ焼肉店
[20:05] これはもう1日焼肉店
[20:07] はい
[20:09] 電車がいないので
[20:12] 1時間
[20:14] 1時間
[20:15] 1、2、3時間
[20:17] 1、2、3時間
[20:23] 4、1、2、3時間
[20:25] 4時間
[20:26] 5時間
[20:27] 6時間
[20:28] この
[20:31] あ、これなんだ
[20:33] これは多分
[20:34] ここの1日から
[20:36] 15までは
[20:38] これもこことかだね
[20:41] これ味方
[20:43] これ11時から
[20:45] 21時まで働いてます
[20:47] そうそうそう
[20:49] 12時から
[20:51] 12時まで働いてて
[20:53] 1日の時間
[20:55] 1日そうですね
[20:57] 10時間働いて8時間
[20:59] これはもう残業ゼロ
[21:01] 残業ゼロ
[21:02] 残業ゼロっていうのが
[21:04] 多分
[21:06] これは11時から
[21:08] 11時30分
[21:10] 1日働いた時間は
[21:13] 9時30分
[21:15] なのでこれは残業
[21:17] 1時間30分みたいな
[21:19] それを見ていくと
[21:21] この残業時間は
[21:23] これで1時間30分
[21:25] はい
[21:26] これで2時間30分
[21:28] 3時間30分
[21:30] 4時間
[21:31] 5時間
[21:32] 6時間
[21:33] 6時間
[21:34] 15分くらい残業してる
[21:36] はい
[21:38] 後半が
[21:41] 後半が
[21:45] 4、4、4だからいいですね
[21:47] この日は1時間残業してる
[21:50] はい
[21:52] 確かに
[21:54] 1週間
[21:56] 2週間
[21:58] 1日働いて
[22:02] 1日働いて
[22:05] なるほど
[22:07] で
[22:17] この後半はどこだって
[22:19] もう1個
[22:21] モンジャー
[22:23] モンジャー
[22:31] 1日働いて
[23:00] 残業時間が
[23:03] 21時間くらいになるんじゃないかな
[23:05] これを計算でいくと
[23:09] 1日1時間30分
[23:11] 多分
[23:16] そうですよね
[23:17] あっちの方で4時間働いて
[23:19] こっちで5時間32分なので
[23:22] これ1時間30分残業してる
[23:24] はい
[23:25] 1時間30分
[23:26] これも1時間30分
[23:28] そうですね
[23:29] ここで3時間
[23:31] 6時間
[23:33] で
[23:36] 12時22分だから8時
[23:38] これはいいのか
[23:41] 6時間
[23:43] 7時間
[23:44] 8時間
[23:45] 9時間
[23:46] 11時間
[23:47] 12時間
[23:49] 13時間
[23:50] 14時間
[23:51] 15時間
[23:52] 16時間
[23:53] で
[23:54] そして1回させると
[23:57] 何で
[23:58] 今のこのタイムカードだと
[24:00] 3月のたぶん残業時間は
[24:03] たぶん22時間くらいに
[24:06] タイムカードはなってると思う
[24:08] はい
[24:09] で考えると
[24:11] 25,000円ですよね
[24:15] あ、そう
[24:19] この3月
[24:20] 3月にってある?
[24:21] あ、まずじゃないか
[24:24] 22時
[24:26] 22時
[24:27] そうですね
[24:30] なので金額的には
[24:32] そんなになんか変な?
[24:35] 変な金額ではない
[24:37] 多分ちゃんと計算をしてると思う
[24:39] はい
[24:40] ただ
[24:41] ここに時間が書いてないので
[24:44] 自分でタイムカードを見て
[24:46] 計算する
[24:47] 全然で計算して
[24:48] ちょっと出すしかないですね
[24:51] ただおそらく
[24:53] このタイムカードを
[24:55] 多分社長とか計算できないから
[24:58] 社長は
[24:59] 多分ね
[25:00] 給与計算してくれる
[25:02] 先生とか
[25:04] お姉さんにお願いして
[25:06] 多分計算してると思う
[25:08] そこから考えると
[25:10] 変な計算はしてないと思うんですよ
[25:12] それのお姉さんが
[25:14] 間違って計算すると
[25:16] お姉さん
[25:18] 何かの
[25:20] 警察に
[25:22] 連れてかれるので
[25:24] そこはね、変なことはしてないんじゃないかな
[25:26] と思うので
[25:27] なので金額的には
[25:28] 正しいかなっていうのは
[25:30] ちょっとね
[25:31] 今のタイムカードと
[25:32] ちょっと3月見てないけれども
[25:34] 25万くらい
[25:36] 25万くらい
[25:37] 3月ついてたら
[25:39] 多分正しいかなみたいな
[25:42] ありますね
[25:44] うちの
[25:47] ふたご
[25:52] ふたごの焼肉屋さんの
[25:54] 社員が
[25:56] 月に
[25:58] 33時間
[26:00] 33時間残量して
[26:02] だいたい25から26なんですよ
[26:05] うちの焼肉ふたご
[26:07] 焼肉ふたごの
[26:09] 特定技能のみんなが
[26:11] だいたい月に33
[26:13] 残量ついて
[26:16] 25から6なんですね
[26:18] なので多分
[26:19] 20から30くらいだったら
[26:21] 24から25くらいに
[26:23] なると思う
[26:25] そんなに変な数字はないかな
[26:27] っていうのは
[26:28] 今見た感じだと思う
[26:30] ただここに書いてないので
[26:32] これがね、なんとも言えないんだけども
[26:34] ただ
[26:36] この紙は
[26:38] 一応日本は
[26:40] 大丈夫な紙
[26:42] これ一応ただ照明なので
[26:44] これはちゃんと取っといて
[26:46] じゃあ問題ない
[26:50] 小さな会社とか
[26:53] 今回は
[26:55] 専門の会社に
[26:57] 専門の人がいないとか
[26:59] そういったところとか結構
[27:01] 手書きの会社はまだ
[27:03] あります
[27:05] あと日本だと
[27:07] コンビニとか
[27:09] コンビニとかは結構
[27:11] アルバイトも社員も手書きで
[27:13] 出しているところもまだあります
[27:15] オーナーさんが一人で
[27:17] やっているので
[27:19] っていうのもあったりとかするので
[27:21] 一応これもちゃんと
[27:23] あとはこれが1年溜まった時の
[27:25] 厳選聴取票
[27:30] その厳選聴取票を
[27:32] リザ更新する時に
[27:34] 出すので
[27:36] 出さないといけない
[27:38] 出さないといけない
[27:40] 一応更新っていつですか
[27:42] 在留カード更新
[27:44] やった?
[27:48] 12月に
[27:50] あっ更新なんだ
[27:52] 分かりました
[27:55] 多分更新は
[27:57] 僕たちが
[27:59] 行政書士の先生入れて
[28:01] が手続きしてくれる
[28:03] また多分近くなったら
[28:05] なるほどですね
[28:07] OK
[28:10] さっき
[28:12] これ見てた契約
[28:14] これ
[28:16] 集休二日生
[28:18] たるじゃないですか
[28:20] 集休二日生
[28:25] これ
[28:44] 日本で集休二日
[28:54] と
[29:10] 集休二日
[29:12] 完全集休二日
[29:14] これ日本2つある
[29:16] 違うんですこれ
[29:18] 完全集休二日は
[29:20] これ説明してあげてるの
[29:27] うん
[29:44] 毎週
[29:46] 説明できる
[29:48] 説明できる
[29:50] 説明できる
[29:52] 説明できる
[29:56] 説明できる
[29:58] 説明できる
[30:00] 説明できる
[30:02] 説明できる
[30:04] 説明できる
[30:06] 説明できる
[30:08] だから
[30:10] どれかに
[30:17] 日本
[30:19] 難しいんだけど
[30:21] 難しいんだけど
[30:23] カレンダーがあった時
[30:25] 完全集休二日は
[30:28] 2
[30:30] 2
[30:32] これが完全集休二日
[30:34] 集休二日は
[30:36] 例えば
[30:38] ここ
[30:40] 休み
[30:42] 休み
[30:45] この週
[30:47] 二日
[30:49] 集休二日
[30:52] 週に二つ休みながら
[30:54] どこかで
[30:56] 一週間に二日休みあと
[30:58] 集休二日
[31:00] これね
[31:03] 日本人も知らない人多い
[31:05] なので
[31:07] 集休二日
[31:09] か完全集休二日って
[31:11] 結構違う
[31:14] ちなみにうちの焼肉二後は
[31:16] 集休二日
[31:18] 同じ
[31:20] 完全
[31:22] 完全って書いてあるかどうか
[31:24] がとても大切
[31:26] 例えばこれも
[31:28] 集休二日だし
[31:30] 例えばこれも
[31:33] 集休二日
[31:37] こうなると完全集休二日
[31:41] 毎週必ず二日
[31:45] あると完全
[31:47] ここがないとか
[31:49] ここがないと
[31:51] 一日
[31:54] これ集休二日
[32:00] 日本
[32:02] 難しいよね
[32:04] これね
[32:07] 海外から来た人は
[32:09] 分からない
[32:11] 日本独自
[32:13] 日本でも若い人
[32:15] 仕事あまりやったことない人は
[32:17] これ分からない
[32:19] だから
[32:21] サイト
[32:23] とかで
[32:25] 説明されて書いてある
[32:27] 分からない人多いから
[32:30] 一応さっきのシフト表を見ると
[32:32] 一応集休二日
[32:34] には待ってたな
[32:36] なので月に
[32:38] 5
[32:41] 1
[32:43] もう1みたいな
[32:45] 5とか6
[32:47] 休みがあれば集休二日には
[32:49] 待ってる
[32:56] 難しいよね
[33:03] 月球
[33:06] 救命さえ
[33:08] 救命さえ
[33:10] 地球じゃなくて
[33:12] 地球で
[33:15] たぶん
[33:17] サビが小容器役分かります
[33:32] なるほど
[33:37] ご定休
[34:42] 22万
[34:45] がもし
[34:47] もらえなかったときは
[34:49] この書き方だと
[34:51] 地球でも
[34:53] 結局でもどっちでもいいんですけども
[34:55] 基本的には22万
[34:57] 22万は
[34:59] 絶対に
[35:01] 固定ですよ
[35:03] っていう感じだと思うんですよ
[35:05] なので
[35:07] 金無時間が1日8時間
[35:09] 8時間
[35:15] 8時間かける
[35:19] 何時間になってんだろうな
[35:21] 8時間かける
[35:27] 8時間かける173
[35:29] 違う
[35:32] えーっと
[35:38] 30日
[35:40] 何で計算されてんだろう
[35:46] 191
[35:48] 179時間
[36:05] 126円
[36:11] 179
[36:20] 179割ることの
[36:22] 1
[36:24] 違う
[36:26] 2223
[36:28] 24
[36:52] 173
