# 録音_20260422_100327
検出言語: ja (確信度: 1.00)
音声時間: 1101.3秒
[06:45] ちょっと惜しみにとって苦手いたからです
[06:52] 遅い時間に働くのがちょっと苦手なんですね
[06:57] はいそうです
[06:58] 夜は何時までだったんですか今のお店は
[07:04] 朝2時くらいまで
[07:09] 朝2時くらいまでなんだ
[07:12] なるほど
[07:13] 東京の方とかのカフェとかだと
[07:18] 夜の10時とかぐらいまで営業してるんですけれども
[07:23] 10時とか11時くらいだったら大丈夫ですか
[07:29] 大丈夫です
[07:30] 12時くらいまで営業してるんです
[07:33] じゃあ夜お店終わって
[07:36] ちゃんと電車で帰れるような感じだったら大丈夫ですね
[07:42] そうです
[07:43] 終電で帰る機会があったら
[07:47] 営業です
[07:48] 全然大丈夫
[07:50] なるほどわかりました
[07:51] ありがとうございます
[07:53] 993の方から
[07:56] 今回の仕事とかカフェのこととか
[08:01] 他にも何でもいいんですけれども
[08:03] 何か聞いておきたいことはありますか
[08:06] もう一度ケースが付けてないんでしょうか
[08:11] 本の仕事ともお腹が低い
[08:14] 夜はないんだいからに
[08:17] 私につって探した時は
[08:20] 帰って仕様があります
[08:24] 探した時は今お坂に住んでいたから
[08:29] 東京の本当の範囲とか
[08:34] 探したいな
[08:37] めいさん申し上げない
[08:38] 今の店の周り
[08:42] 寮を探したい時に
[08:44] サポートとかあります
[08:47] ありがとうございます
[08:49] 寮を探すサポートはやっていますので
[08:53] 東京のお店の近くで
[08:57] 一緒に家を探すことはできます
[09:05] 我々は登録支援機関として
[09:08] 特定技能の皆さんのサポートをしている会社になります
[09:14] なのでもう一度東京で働きたいということであれば
[09:18] そこはサポートできます
[09:21] はい ありがとうございます
[09:26] ちょっと待ってください
[09:29] そうですね
[09:32] 何かが切れてくれないってことですよね
[09:36] 集団集団さんに
[09:40] そういう何かをお伝えしました
[09:43] そうです
[09:45] みなさん
[09:47] 横山くんの声がめっちゃ入ってます
[09:50] すいません
[09:53] 大丈夫です
[09:55] あとは99さん何か心配なこととかありますか
[09:59] うん
[10:04] ちょっともう一つ聞いたいことあります
[10:08] この日もどれにミャンマー店もありますか
[10:13] 今のカフェのお店には
[10:16] ミャンマーの方は今いないです
[10:21] ただカフェ以外にも
[10:26] 例えばワインのレストラン
[10:29] ちょっとオシャレなレストランやってたりとか
[10:33] あと同じ会社の中で
[10:37] ちょっと羽田空港
[10:39] 空港でオシャレなうどん屋さんやってたりとか
[10:43] いろんな今回のカフェの会社さん
[10:47] いろんなお店やってます
[10:50] その他のお店とかだとアルバイトさんも含めて
[10:54] 他の外国籍ミャンマーの方もいらっしゃるらしいです
[11:01] あとは話がもし通じなかったとしても
[11:08] 99さん結構日本語もちゃんと話せるので
[11:12] 大丈夫だと思います
[11:14] まだまだです
[11:18] あと今画面に写っている
[11:22] メイさんも同じミャンマーの方です
[11:26] なんで通訳のサポートもやってます
[11:31] お願いします
[11:33] よろしくお願いします
[11:36] そこは安心してください
[11:43] どうですか?あとは心配なこととかありますか?
[11:46] 心配なことはあまりないです
[11:52] 分かりました
[11:54] 今2問で話してきた時は
[11:57] そろそろ1問かになりますから
[12:00] ちょっとこっちに泣いてきた
[12:05] 心配することはあまりないです
[12:12] 99さん今大阪に住んでるじゃないですか
[12:19] 仕事は大阪の方がいいですか?
[12:22] それとも東京の仕事の方がいいですか?
[12:25] 切っては私にずっとは
[12:31] それは大丈夫です
[12:33] それはどっちでも大丈夫なんですね
[12:38] じゃあいざかやのような
[12:41] 遅い時間の仕事よりも
[12:44] カフェのようなちょっと早めな仕事の方で
[12:47] 新しいスキルを頑張っていきたいということなんですね
[12:52] よろしくお願いします
[12:56] 分かりましたありがとうございます
[12:59] じゃあ今日聞いた内容をもとに
[13:03] 東京のカフェの担当者の方に
[13:08] 99さんから応募がありましたという形で
[13:12] ちょっと履歴書を送って
[13:14] 面接できるか確認します
[13:18] お願いします
[13:20] あと私たち渋谷の
[13:24] 今回の東京のカフェ以外にも
[13:28] 他にもいくつか仕事を探したいという
[13:34] 会社さんいるんです
[13:37] 特定技能の人が欲しいという会社さんがいるんですけれども
[13:41] なんか99さんがやってみたい仕事とか
[13:46] 応募してみたい会社とかありますか他に
[13:54] 今の
[13:58] そうですね
[14:00] 今やってみたい仕事とか
[14:04] そういうのってありますか他
[14:09] あとは今のお姉さんと
[14:15] さっき一回私がいい話しました
[14:19] それもカフェの仕事です
[14:22] じゃあコーヒーとかケーキとか
[14:25] カフェの仕事をやっていきたいということですね
[14:29] なるほど分かりました
[14:32] ありがとうございます
[14:35] じゃあ一応ですね
[14:37] 今日はこちらの内容を
[14:39] カフェの採用の担当の人にちょっとお伝えするので
[14:43] 少し待っててください
[14:46] はいお願いします
[14:48] 待ってます
[14:50] じゃあ今日はお時間ありがとうございました
[14:56] お時間いただきましたので
[14:58] 今度にありがとうございます
[15:00] ありがとうございます
[15:02] かわいさすぎません
[15:04] どうぞどうぞ大丈夫です
[15:06] 99さん
[15:08] 皆さんこんにちは
[15:10] 私たち会ったことありました
[15:13] 私たち会ったことありました
[15:16] 私たち会ったことありました
[15:19] そういうことです
[15:22] だから私見たことあります
[15:24] 名前も似てると思ってた
[15:26] そうですか
[15:28] 全然私だよ
[15:31] さっきからなんか
[15:33] ずっと見たことありました
[15:36] そうですね
[15:38] 月曜日
[15:40] そうです月曜日の明日が
[15:42] その日から
[15:44] 同じだよ同じだよ
[15:46] 十字ね
[15:48] さっきから考えてて
[15:50] あったこと
[15:52] あったこと
[15:54] はい
[15:56] 同じです
[15:58] 同じ感謝です
[16:00] 同じです
[16:02] はい
[16:04] そうですね同じです
[16:06] 同じです
[16:08] 皆さんはなんか
[16:10] 自分感謝だと思ってて
[16:12] なんかお越ししました
[16:14] 私と自分の感謝だと思ってて
[16:16] お越ししました
[16:18] そうです
[16:20] そうです自分は同じです
[16:22] 同じ感謝です
[16:25] そういうのもっと大丈夫で
[16:27] 大丈夫です
[16:29] おねえさん見たで
[16:31] おねえさんやら
[16:33] ゆっくりして
[16:35] ゆっくりして
[16:37] 私もさっきからずっと考えてて
[16:39] 見つけたことは
[16:42] すみません
[16:44] なんか年間も長くて
[16:46] はい
[16:48] ありがとうございます
[16:50] 大学生も
[16:52] フィスコクもフォローしましたよね
[16:54] フィスコクからフォローしましたよね
[16:56] はい
[16:58] ページから
[17:00] 覚えしたい
[17:02] imagination
[17:04] 1個
[17:06] 2人は
[17:12] 中心情報だったら
[17:15] 私に博してください
[17:17] はい
[17:19] 今天ありがとうございます
[17:21] ありがとうございます
[17:23] お待ちしております
[17:25] お待ちしております
[17:27] お次元いただきありがとうございます
[17:29] 本当に
[17:31] どうですか
[17:33] ありがとう
[17:35] 会いましょう
[17:37] 公共に来たら会いましょうね
[17:40] はい
[17:42] 私も会いましょう
[17:44] はい
[17:46] はい
[17:48] はい
[17:50] それでは失礼いたします
[17:52] ありがとうございます
[17:54] ありがとうございます
[17:56] はい
[17:58] またなくします
[18:00] ありがとうございました
[18:02] ありがとうございました
[18:04] 失礼いたします
[18:06] 失礼いたします
[18:08] 失礼いたします
[18:10] 失礼いたします
[18:12] はい
