# 録音_20260414_182922
検出言語: ja (確信度: 1.00)
音声時間: 762.6秒
[05:05] 何でも大丈夫、それともやりたいのがある。
[05:10] 大丈夫です。何でも大丈夫です。
[05:12] 今も、いろいろな料理とメニューも今はいつも順序でいますから、大丈夫です。
[05:20] はい。
[05:21] すごいですね。わかりました。
[05:23] えっと、今回の会社なんですけども、
[05:27] はい。
[05:28] えっと、料とか社宅がないんですね。
[05:31] はい。
[05:32] なので、自分で家を借りるんですけれども、
[05:40] はい。
[05:41] 大丈夫ですか?
[05:43] はい、大丈夫です。
[05:46] ありました。
[05:47] 今は、群馬県に住んでいるのか?
[05:50] 群馬県高崎市豚山地に住んでいます。
[05:54] 高崎市です。
[05:56] あ、高崎市ですね。
[05:58] 今は、一人暮らし、料社宅ですか?
[06:02] はい、一人暮らしです。
[06:04] あ、そんな、じゃあ自分で家を借りてるんですね。
[06:09] あ、家、あの、会社の料です。
[06:13] あ、会社の料ですね。
[06:15] はい。
[06:16] じゃあ、えっと、群馬から、
[06:20] はい。
[06:21] 東京に引っ越しするのは大丈夫?
[06:26] 大丈夫です。
[06:28] 引っ越しして、自分でお家を契約する時、
[06:35] お金かかります。
[06:37] わかりました。
[06:40] お金、結構かかります。
[06:43] はい。
[06:44] そこはお金ありますか?
[06:46] はい、あります。
[06:48] お、すごい。
[06:51] わかりました。
[06:54] えーと、そうですね。
[06:58] 何か、トゥンさんの方でお仕事のこととかで聞きたいことはありますか?
[07:03] 質問。
[07:04] はい、あります。
[07:07] はい。
[07:08] 今は、キッチンニパーだから、
[07:11] オバンドボリスケルシグドだから、
[07:13] マナイターと保障は使い方が今は、
[07:16] 大丈夫です。
[07:17] 毎日使っているだから、
[07:19] キッチンニパー、もっと大丈夫と思います。
[07:22] だから、ラーメン屋さんとか、
[07:25] カレーとか、カフィとかは、
[07:27] なんでも大丈夫です。
[07:28] はい。
[07:29] おー、わかりました。
[07:32] ありがとうございます。
[07:35] はい、ありがとうございます。
[07:37] えーと、トゥンさんは、
[07:39] えーと、
[07:41] なんか将来のやりたいこととか、
[07:44] なんか、有名とか、
[07:46] なんかそういうのはあるんですか?
[07:48] はい、あります。
[07:50] 今はN3レベルをご確認しましたから、
[07:54] 今、
[07:55] 2026年7月にも今、
[07:58] N2レベルを受けるのに予定があります。
[08:02] あとは、
[08:04] この仕事からやめて、
[08:06] 飲食店に働いて、
[08:09] あと今は、
[08:11] 特定機能1だけだから、
[08:13] 1号だけだから、
[08:15] 2号にサポートをしたら、
[08:17] 私もどうか待てみたいんです。
[08:20] じゃあ、
[08:23] 特定機能2号のサポートがある会社がいいですね。
[08:28] はい。
[08:29] わかりました。
[08:32] はい、えーと、
[08:36] 他何かトゥンさんの方から、
[08:38] 質問とかありますか?
[08:41] はい。
[08:42] 今、
[08:45] マンセスがありますから、
[08:48] 私、
[08:49] 受けてみたいんです。
[08:51] この会社はやめて、
[08:53] 今は7日経済間ごらんになりますから、
[08:57] 1年、
[08:59] この仕事に1年が終わったら、
[09:02] 飲食店に働きたいんです。
[09:04] だから、
[09:05] よろしくお願いいたします。
[09:07] わかりました。
[09:08] じゃあ、
[09:10] 新しく、
[09:12] 飲食店の会社が見つかったら、
[09:15] はい。
[09:16] 新しいビザ、
[09:19] 新しいビザが出るまで、
[09:21] 大体3ヶ月とかかかります。
[09:24] はい。
[09:25] なので、
[09:26] 今月、4月とかに新しい会社が見つかったら、
[09:31] はい。
[09:32] 5、
[09:33] 6、
[09:34] 7、
[09:35] 7月か8月ぐらいからは、
[09:38] 新しい飲食店で、
[09:40] はい。
[09:41] 働けると思います。
[09:43] はい。
[09:45] そこも、
[09:46] もし新しい会社が、
[09:49] 紹介して見つかったら、
[09:52] 私たちサポートしますので、
[09:58] はい。
[09:59] ありがとうございました。
[10:00] どうぞよろしくお願いいたします。
[10:02] はい。
[10:03] じゃあ、
[10:05] いくつか、
[10:06] ちょっと、
[10:07] トゥンさん、
[10:08] はい。
[10:09] 私、
[10:10] リレーションもらってるので、
[10:11] はい。
[10:12] ラーメン屋さんとか、
[10:14] いざか屋さんとか、
[10:15] いろんなところ、
[10:16] ちょっと応募をしてみますね。
[10:18] はい。
[10:20] で、
[10:21] はい。
[10:22] トゥンさんと、
[10:23] 面接したいっていう会社があったら、
[10:26] 連絡します。
[10:27] はい。
[10:28] ありがとうございました。
[10:29] はい。
[10:30] えっと、
[10:31] 連絡するときは、
[10:33] はい。
[10:34] えっと、
[10:35] 何で連絡したらいいですか?
[10:37] メール?
[10:38] はい。
[10:40] ラインで、
[10:41] 大丈夫です。
[10:42] ライン?
[10:43] はい。
[10:44] わかりました。
[10:45] はい。
[10:46] じゃあ、
[10:47] ラインで連絡しますね。
[10:49] はい。
[10:50] はい。
[10:51] ありがとうございます。
[10:53] ありがとうございます。
[10:54] 私の方から少しだけ、
[10:56] そうだ。お願いします。
[10:58] インマン語で話します。
[11:00] どうぞ!
[11:02] インマン語で話します。
[11:34] 私も筋骨を奪われたり、私はいるじゃないかとです。
[11:38] 私はこれを私の材料に取材してくれたり、私はそのまま、私はそのために、彼についてを追加することができます。
[11:57] 私はそれを追加することができます。
[12:00] あなたがあなたの成り合いを追加することはできるかって思っています。
[12:09] ピナニのお前にもフレニシーのゲーム 吉井ビス一人は
[12:12] アルテナリポムシーですよね 先生にも
[12:15] お願いします
[12:20] はい 大丈夫ですか
[12:22] はい 大丈夫です はい
[12:23] はい ありがとうございます
[12:24] ありがとうございました
[12:25] お願いします
[12:26] はい うちにいただき ありがとうございます
[12:28] よろしくお願いいたします
[12:30] お疲れさまでした
[12:31] お疲れさまでした 失礼いたします
[12:34] ありがとうございました
[12:35] ありがとうございました
