# 録音_20260612_123315
検出言語: ja (確信度: 1.00)
音声時間: 909.5秒
[03:13] まっすぐ、
[03:14] マジかよ、
[03:15] はるいですね。
[03:16] 1K約の方が、
[03:17] もう一回、
[03:18] はるいですね。
[03:19] 例えば、
[03:20] FTGカンパイにとってはみ出ると、
[03:22] 分けるってことでいいですか?
[03:23] えっと、
[03:24] もう、アカウントに、
[03:25] あ、
[03:27] 2K約は、
[03:28] あ、
[03:29] それは、
[03:30] アカウントごとに、
[03:31] お金がかってるんですよ。
[03:33] 仕方については、
[03:34] 反抗って、
[03:35] 結構、
[03:36] 返れるんですも、
[03:37] FTGグループで、
[03:38] 逆しているので、
[03:39] 今編みてるって先に起こして
[03:41] だから困るんですね
[03:44] アカウントアイスコーナーで
[03:46] 次1万円使っていいなら
[03:48] アカウントアイスコーナーはどう契約したってもいいと思う
[03:50] あ、ごめんなさい
[03:52] 月間計算くらい?
[03:55] そういう方です
[03:58] すっすいですよね
[04:00] 1万円ピンクあいつら分からないですよね
[04:02] それを済んだら
[04:04] 最初に火をかけができる
[04:08] 今全然そこに火をかける
[04:10] いいではない
[04:12] なんで火をかけて
[04:15] 当営まだ2,30いかない
[04:18] まだ数検だけ
[04:20] 10検とかではない
[04:22] 今月で10,15,20とか
[04:24] あと1日なんですよ
[04:31] 問題は
[04:33] 普通の人間は
[04:35] PCから上げて来てくれて
[04:37] バッテリーを送るだけでいいんですけど
[04:39] 必ずいっぱい修正が入るんですよね
[04:41] ミラムさん
[04:43] そういうのないか
[04:46] これだけ
[04:48] はい、いいと思うんですけど
[04:50] クライアントさんに行っちゃうと
[04:52] 防止が入るんです
[04:54] 予想もないんです
[04:57] でも川井さんがやってくれるんですか
[05:00] はい、川井さんがやってくれます
[05:02] 一緒に
[05:04] 川井さんだったらオッケーって言ったんですか
[05:06] あ、そうなんです
[05:08] 管理はまくっていて
[05:10] 反射チェック?
[05:12] 反射チェックって今どうやってるんですか
[05:15] 反射はネットと
[05:17] あれです
[05:19] テレコンネー
[05:21] テレコンネー
[05:23] あーなるほど
[05:26] 反射チェックをお願いします
[05:29] めっちゃあるんだけど
[05:36] 反射チェックってうちの膝型の反射チェック
[05:38] いや、違います
[05:40] 新規取り製企業は
[05:42] 反射チェックかけて
[05:44] っていうのあるじゃないですか
[05:48] とりあえず一旦は反射チェックかけて
[05:50] 問題なかったらまく
[05:53] 特に2色中小とか
[05:55] 中小系とかヤバイじゃないですか
[05:57] だから一応そこは
[05:59] 反射チェックだったとしても
[06:01] うちとしては行ける限りの
[06:03] 一宿大国はしましたよっていう
[06:05] 広告を残すことは
[06:07] 絶対一通りから
[06:10] 保診のために
[06:12] うちが怪しい
[06:14] 怪しいですね
[06:17] また人材書がやったら
[06:18] 取りっぱくれるくらいですからね
[06:20] めっちゃ対象があるとかない
[06:22] そこまで大きくはないですけど
[06:24] わかりました
[06:27] 一応反射チェックちゃんと記録残してる
[06:29] どうじゃないですか
[06:39] 頻繁にそれを使うなら
[06:41] アカウントを渡すのに一緒に
[06:43] アカウントを使ってもらって
[06:45] それ反射チェックしたやつ
[06:46] どこか記録してるんですか
[06:47] 全員分
[06:48] そうですよね
[06:49] おかわりさようお願いします
[06:52] 屋内側のやつが
[06:54] 屋内側のやつが
[06:56] 屋内側のやつが
[07:01] 一緒の分の反射チェック
[07:03] そういうことですよね
[07:05] 反射チェックも
[07:08] カタシサイトを好みて記録さえ
[07:10] 残していけば
[07:13] そうですよね
[07:15] 企業に入れて
[07:17] そこまで吹くのではないと思うんですよ
[07:19] ゆっくりゆっくり大きくなってきたら
[07:21] はみ出るはみ出る
[07:22] やらなきゃいけないとなりますもんね
[07:24] 少ないものうちに仕組みを
[07:27] 作っておくべきか
[07:29] エアタガズ厳しいっすか
[07:31] 怖いですね
[07:34] いつ嘘をつかれるかわからない
[07:37] そこはやっぱり自分の目で
[07:39] 確認しておくべきですね
[07:46] 要するにそこにやってもらったっていう
[07:49] とらべたときに
[07:51] いい場所で確認してもらいましたよね
[07:53] 誰が言ってもらいました
[07:55] 向こうに確認してもらったけど
[07:57] ダメだったんですって
[07:58] 言い訳厚くじゃないですか
[08:00] それ結構大切よね
[08:02] 僕のせいじゃないすぎちゃいない
[08:06] 本当にそうです
[08:07] そこは確かに分かりました
[08:09] 了解です
[08:11] じゃあちょっと
[08:13] ハンチャの部分と
[08:15] マネーフォーアットの部分
[08:17] そこには
[08:19] これまで通り申請の仕方が一緒で
[08:21] かぁ
[08:23] 何だろう
[08:24] ここで通過していけるのがあれば
[08:26] 何だろう
[08:27] 今ってこう
[08:28] あれって先の会社名とか
[08:30] あれってたぶん
[08:32] いっぱい入れるから
[08:34] 確認してもらうと思うので
[08:36] 見たら寄って完結化してしまっても
[08:38] 別にいいと思うので
[08:39] ここでラインで合い取りとか
[08:41] できるのであれば
[08:43] スペットシートとかに必要なもの
[08:45] 全部入れて
[08:46] それ全部OKとか
[08:48] そう
[08:49] 完結ができるのかな
[08:51] 山尾さんの承認もらう感じですと
[08:53] 特に言わない
[08:54] 山尾さん確認しますか
[08:56] 契約書
[08:59] 見てないっすか
[09:00] 入れないんですよね
[09:02] OK
[09:03] そこで
[09:04] 何の契約書
[09:06] 基本の契約書のひながた
[09:08] はあるわけじゃないですか
[09:10] 山尾さん聞いてるのは
[09:11] 多分その契約書の内容が変わった時とか
[09:13] 例えば紹介にするとか
[09:15] 基本的な内容のままは
[09:18] 問題ないけども
[09:19] 手数が変わったのか
[09:20] あみなしチェックで
[09:22] ワークロードで変わらない
[09:24] 基本の人材障害契約は
[09:26] そんなに
[09:27] 全部見てるわけじゃないと思うんで
[09:29] そこはもう
[09:30] 多分安心に確認したりしよって
[09:31] でて聞かれるんじゃないですか
[09:33] そこから変わったところは
[09:35] 多分山尾さんも気にしてると思うんです
[09:37] そこはちょっと山尾さんとも
[09:40] 相談して
[09:41] はみ出るないの風呂
[09:43] ここに記憶するんで
[09:45] というのをまとめて
[09:47] 分かりました
[09:49] ありがとうございます
[09:53] アカウント僕確認して
[09:56] ワークロードを変えて
[09:58] でワークロードで
[10:00] スペレーシーと売ってもらったら
[10:02] 僕の方でピビリってやって
[10:04] 送ってみたいな
[10:06] 最初のシーソークの契約書だけは
[10:08] アカウントが以前の内容が
[10:10] 変わらないからそこは
[10:12] 記憶を読めにしたりして
[10:16] 本月ソースの負けをして
[10:18] 通車シーソースの方
[10:20] 中途は
[10:22] もしかしたら
[10:24] 分かるかも
[10:32] 受けです
[10:34] 国ウェクサンのマレーコンは
[10:36] それを使って
[10:38] 気をつけた方がいいとか
[10:40] やりづらいってことは
[10:46] やってもらっています
[10:49] なんか自体に不満は
[10:51] 考えてない
[10:54] 自分でやらないと
[10:57] あの人を1週間
[10:59] 立っているように
[11:01] ちょっと用意とかして
[11:03] すべて
[11:05] 意外と
[11:08] 向こうが応援してきたら
[11:13] 通車シーソンで
[11:15] 関係をして
[11:19] そこを
[11:21] 電子契約
[11:23] と電子契約で
[11:29] 混じってくると思うんだけど
[11:31] 全然成功した
[11:33] なので
[11:35] 関係をしたら
[11:37] 総務に設定してほしくって
[11:41] みんなで
[11:43] 今度どこかで15分
[11:45] 20分くらい
[11:47] 見ていてること
[11:51] 総務にして
[11:54] 分かりました
[12:08] ありがとうございます
[12:11] 間違えないのに気をつけた
[12:13] 時計の右下のところ
[12:15] 毎回コピペでそのままの
[12:17] コミュカイシャートを
[12:19] やめてください
[12:21] ネクシーズコントーサンだって
[12:23] 毎回毎回
[12:25] パーテンテーションとか
[12:27] サヨネーション
[12:30] 気をつけます
[12:32] ありがとうございます
[12:39] 来週以降で
[12:41] 分かりました
[12:43] ウメキさん僕
[12:45] サカキバラさんとかですか
[12:48] 分かりました
[12:51] ありがとうございます
[12:55] これが内容めっちゃ
[12:57] 速いスピード感
[12:59] 来週
[13:01] スピード感もそうです
[13:04] もうなんか申し訳ないのが
[13:07] こんなふうなふうなふう
[13:09] 思ってね
[13:11] 大事なふうなふう
[13:13] 早くおかしいよ
[13:15] ダブレイト
[13:17] 誰だった?
[13:19] ダブレイトの中で
[13:23] 一番残ってる
[13:25] 僕が
[13:27] まず俺がめっちゃミスっちゃう
[13:29] ミスっちゃい感じ
[13:31] こいつは何ですか
[13:33] 何なんですか
[13:35] 本当に1時間チェックさせたとしも
[13:37] はい
[13:39] 変わらないでしょ
[13:42] 間違い探しはできない
[13:44] ああ
[13:48] なんだ
[13:51] これが集中力の問題で分かってる
[13:53] 来週やっぱり
[13:55] 読み続けられない
[13:58] なるほど
[14:01] 読み続けられない
[14:04] 興味あるやつは
[14:06] ストーリーが入ってくやすいやつ
[14:08] なるほど
[14:10] 面白くないなって思った瞬間に
[14:12] もうすぐ入ってくるな
[14:14] それダメですね
[14:16] ダメってしかない
[14:20] すごいダメですね
[14:23] カレンダー
[14:28] さっきライン送った14時半に
[14:30] 一気にお願いします
[14:32] ってのが
[14:35] 会社長に知り合いらしいですけど
[14:37] 会長たちに
[14:40] ラインしたけど
[14:42] この人知り合いですか
[14:44] 知り合いさっき多いんですよ
[14:51] ウェーマンさんと
[14:54] 会社に着着してますけど
[14:58] 大丈夫でしょ
[15:00] 大人ですか
[15:02] 仕事とそこはちゃんと切り分けて
[15:04] いただいて
[15:08] いやー
