# 2026-04-14 14.01
検出言語: ja (確信度: 1.00)
音声時間: 1522.5秒
[04:16] はい。
[04:17] 作れない理由が、
[04:18] 技能って1年の期間の中で、
[04:20] 残り半年を切ってると、
[04:22] なんか作れないっていう風な話だったよね。
[04:25] で、言われてしまう。
[04:27] なるほど。
[04:28] ほとんど特定技能の、
[04:30] 特定技能の方で働いている方がほとんどですので、
[04:33] 差異の方です。
[04:34] そういう方々が、1年の期間で半年切るって
[04:38] ほとんどの対象になってしまうので、
[04:41] どうしようかなっていう会社として。
[04:44] なるほど。
[04:45] 結構UFJさん厳しいですね。
[04:48] 厳しいです。
[04:49] うちも、
[04:51] 今日、水法に全員統一みたいな感じで、
[04:54] いわゆる都市銀行みたいな形ですね。
[04:57] ただ、水法銀行さんであれば、
[05:00] 海外から来たばかりは、
[05:02] ダメですよって言われるので、
[05:04] だいたいUFJ銀行をはじめつけるんですけども。
[05:07] その後、入社して2、3ヶ月経ってから、
[05:11] 普通に行くと、
[05:13] 全然作ってくれるんですよ。
[05:15] なので、入社こっち来てから2、3ヶ月なんで、
[05:19] 多分、
[05:20] あ、そうか。
[05:21] 8、9ヶ月くらい残ってるって感じですね。
[05:25] なので、
[05:27] レディフンさん、
[05:29] これから更新手続。
[05:32] ちょうど、
[05:34] 先週ぐらいで残り90日、
[05:36] 3ヶ月前なので、
[05:37] 申請ができるようになってるので、
[05:40] それが、
[05:41] 次、更新が入ると、
[05:43] 今、最長3年まで取ることができるんですね。
[05:46] はい。
[05:47] はい。
[05:48] で、
[05:49] 基本的には、
[05:51] 3年とかで申請すると、
[05:53] 1年半とか2年ぐらいの、
[05:55] 以上のビザが出ることが結構先大きいので、
[05:58] そういう風にちょっと長めのが出ると、
[06:01] ちょっと余裕は出てくるかな、
[06:03] ありますね。
[06:04] ただ、悪夢の人と審査によって、
[06:06] これまでどおり1年ですよっていう人も、
[06:08] やっぱり中には、
[06:09] うちのFKGカンパインの
[06:11] 焼肉2合の店舗、
[06:13] 僕はもともと焼肉2合の人事担当で、
[06:16] ずっと特定技能をとりあってたので、
[06:18] やっぱり1年の人もいれば、
[06:20] 2年とかで出る人もいて、
[06:22] 結構まちまちだったりするので、
[06:25] ただ、なので一旦更新した、
[06:27] そのタイミングで一旦作っていただく
[06:29] っていうのが一番いいかもしれないですね。
[06:31] はい、わかりました。
[06:40] あれですか、
[06:44] 大籍証明書とか、そういったの
[06:47] は別に、
[06:49] 大籍証明書も持っていてもらって、
[06:51] それで、
[06:53] 友人件で続きをさせてもらったんですけども、
[06:56] その期間の判断、
[06:58] 締めるのが、
[07:00] 今回4月、
[07:10] 4月中に
[07:12] 4月、5月あった
[07:14] ゴルデミックくらいにこうやれば
[07:16] 6、7、8。
[07:18] 7月、8月くらいには
[07:20] 早ければ2、3ヶ月下りるので、
[07:22] そのタイミングで行っていただくのが
[07:24] いいかなって、そうですね。
[07:26] で、今ちょっと若干、
[07:28] 入国管理局がちょっとパンク知るんですよ。
[07:31] で、今うちでも
[07:33] 大体3ヶ月くらいで下りるかなと思ってた方が、
[07:36] 3ヶ月だって全然連絡ないとか、
[07:40] ちょうど今週の
[07:42] 日曜日で
[07:44] 海外からの新しい
[07:46] 特定の申請受け入れがストップしているので、
[07:49] ちょうどこの4月あたまからの
[07:51] 2週間ぐらいが
[07:53] 入海の中すごい申請が入ってるらしくて、
[07:55] で、通常だと
[07:57] なんか1人の行政書信も
[07:58] 月間2、30件ぐらいですね、
[08:00] みたいな言ってたのが、
[08:02] こういうと100件来てますみたいな感じらしいので、
[08:05] なんかもう最後駆け込みで何かどの企業も
[08:08] やっぱり申請してるらしくてですね。
[08:10] もしかすると、それで若干今、
[08:12] 担当の行政書信と話をしていても、
[08:14] 若干遅れるんじゃないかと言っておいるんですけれども、
[08:17] ただ、特定のの今、
[08:19] 現状医療方については、
[08:21] 期限が来てから2ヶ月間の有用期間内には、
[08:24] 絶対にこう、
[08:25] 許可は拠認化、
[08:26] 認可を下さないと、
[08:28] そもそも帰国になってしまうので、
[08:30] そこには間に合うから。
[08:32] なので、確か7月だったと思うので、
[08:35] 9月までには間に合うのが出るかなと思っているので、
[08:38] すみませんが、そういったところを待ちいただくと思います。
[08:41] わかりました。はい、大丈夫。
[08:43] レジンさんは3月27日かに、
[08:46] 入管の方には申請済みなので、
[08:49] あと、更新の許可を出るまでですかね。
[08:52] 確か4月6日で一環切れていると思うんですけれども、
[08:56] 4月の2日か。
[08:58] あ、2日か。
[08:59] なので5月、6月くらいまでは、
[09:01] 全然今の在留課堂のまま行けます。
[09:04] はい。
[09:05] そして、
[09:06] 自分の間に向かうと、
[09:09] この課堂って大丈夫ですよね。
[09:11] そうですね。一旦は大丈夫です。
[09:13] もし、なんか言われた場合には、
[09:15] 今、更新中ですってことを言っていただいて、
[09:18] で、一応その更新の手続き、
[09:20] ちゃんとしてますよみたいなところは、
[09:22] 場合に言うとは行政書士の、
[09:24] 先生の方からもらえます。
[09:26] ので一旦それでちょっと待避いただくという形ですね。
[09:30] はい。
[09:31] なので、もしなんかそこの手続き関係でわかんないのがあれば、
[09:37] あの、共生書士の先生がいらっしゃるので、
[09:40] ちょっとすぐそっちの方に対応してもらうので、
[09:42] なかったら言ってください。
[09:44] はい。
[09:46] あと、どうですね、なんか恋さんのほうで、
[09:48] いまんとこ困ってない銀行のどこですかね。
[09:51] 今どこですかね。
[09:52] 4月から一席にかね、
[09:53] になったので、
[09:54] アルバイトも含め、
[09:55] 全然。
[09:56] 全然、はい。
[09:57] 全然従業員にちょっと
[09:59] やってもらってるので、
[10:00] なるほど。
[10:01] 日本の方だと日本語も
[10:03] アルバイトを繰り返しながら
[10:05] 連絡を取ったりもできるんですけど、
[10:07] アルバイトとなると、
[10:09] 日本語もまだまだちょっと理解できないかと思うので、
[10:11] 確かに。
[10:12] そういう方は、
[10:13] 二人に一緒に行ってもらったりとか
[10:15] そういうようなところでやっていかないと
[10:17] ちょっと厳しいかなという。
[10:19] なるほど。
[10:20] 確かに。
[10:21] うちも、
[10:22] 全部銀行アルバイトもやってますけども、
[10:25] やっぱり店長さんとか
[10:27] 店舗責任者の方にお願いしても、
[10:29] やっぱり、
[10:30] なかなかアルバイトさん行ってくれなかったりとか、
[10:32] あと外国的な人も行っても
[10:33] やっぱり断られましたとか、
[10:35] というのが結構あって、
[10:37] 次の方が大変大変言ってるので。
[10:39] はい、そうですね。
[10:40] しょうがないですね。
[10:41] これまではバラバラだったんですね。
[10:42] これまではバラバラでやってたんですけども、
[10:44] 会社としてちょっと
[10:46] 余剰を目指すために
[10:47] 今、
[10:48] ここらへんも含めて、
[10:49] 銀行、
[10:50] 指定銀行で取り出しましょうという形で。
[10:52] はい。
[10:53] わかりました。
[10:54] ありがとうございます。
[10:55] はい。
[10:56] じゃあ次、レディフンさん。
[10:57] はい。
[11:00] レディフンさん、
[11:01] 昨年かね、
[11:02] 我々の会社からの
[11:04] 手続きして
[11:05] 今、
[11:06] 入られているかと思うんですけども、
[11:07] 実際、
[11:08] 働かれていて、
[11:09] 困っていることとか、
[11:11] そういったことって、
[11:13] あります?
[11:14] もちろん仕事の面、
[11:15] プライベートの面、
[11:16] なんでも全然構わないんですけども。
[11:18] 仕事の中は、
[11:20] それはない。
[11:22] はい。
[11:23] 実際、
[11:24] プライベートとかで、
[11:26] 困っていることとか、
[11:28] 全然大丈夫。
[11:30] レディフンさんは、
[11:31] 日本に来て何年ぐらいですか?
[11:33] 8年。
[11:34] 8年、
[11:35] めちゃくちゃ長いですね。
[11:36] お疲れさまでした。
[11:37] 特定技能の
[11:42] 外職で、
[11:44] 何年ぐらいなんですか?
[11:45] 今、
[11:46] 今、
[11:47] 昨年の、
[11:48] 6月ぐらいで、
[11:53] ちょっと2年ぐらい。
[11:55] なるほど。
[11:56] 去年の、
[11:59] 今年の、
[12:01] 6月になったら、
[12:03] 2年なんですか?
[12:05] そうですね。
[12:06] じゃあ、
[12:07] 今年の6月で、
[12:08] 2年と。
[12:12] なるほど。
[12:13] じゃあ、
[12:14] 一旦、
[12:15] 特定技能1割と、
[12:16] あと3年みたいな感じですか?
[12:17] なるほどですね。
[12:18] ありました。
[12:20] じゃあ、
[12:21] 外職で、
[12:22] 結構2年近く
[12:24] ずっとやってるって感じなんですね。
[12:26] ありました。
[12:27] レディフンさんは、
[12:28] 実際に、
[12:29] コンボ、
[12:31] 今、
[12:32] グッドネスクーさんの
[12:33] 働かれていると思うんですけども、
[12:35] この、
[12:36] どうしていきたいとか、
[12:37] っていうのが、
[12:38] あるんですか?
[12:39] 2年たったら、
[12:40] ちょっと特定技能2割も
[12:42] 申請できるじゃないですか。
[12:44] それも、
[12:46] できるように、
[12:48] やりたいなと思う。
[12:49] ちょっと、
[12:50] 2個とか。
[12:51] そうですね。
[12:52] すごいですね。
[12:53] 特定技能2割がありました。
[13:05] 実際に、
[13:06] グッドネスクーさんの
[13:08] 2割の方って今、
[13:09] いらっしゃるんですか?
[13:10] 多分、今はまだいないはず。
[13:12] ネタを、
[13:13] 私の友人、
[13:15] そっかいった2人ぐらいで、
[13:17] 特定技能が入っていた。
[13:20] あ、そう。
[13:21] あ、じゃあ、
[13:22] 2割を合格していて、
[13:23] 入るときに2割で入ってくる人が。
[13:25] なるほど。
[13:26] じゃあ、
[13:28] グッドネスクーさんの方で、
[13:29] 働かれている方が
[13:30] 2割に上がるっていうのが
[13:31] 新規みたいな感じなんですかね。
[13:32] そうですね。
[13:33] まだ多分、
[13:34] ないと思います。
[13:35] じゃあ、
[13:36] そこはあれですか?
[13:37] 企業さんの方では、
[13:39] 特にみんな2割に切り替わって
[13:41] 働いてくれるのって
[13:42] あれも全然大感的です。
[13:43] 全然、
[13:44] 特に、
[13:45] うちは外国人の声を結構多くて、
[13:48] 働いている人も3割以上は
[13:51] 外国の方なんで、
[13:54] うちで頑張っていただくのが
[13:56] 特に、
[13:57] 構わっています。
[13:58] そうですね。
[13:59] ありました。
[14:01] 極的には2割とか、
[14:03] 今、
[14:04] 日本語はN3とはですか?
[14:07] 私は持っていないんですけど、
[14:10] CKに向けたらN3ぐらいに取れる。
[14:13] 全然話しますもんね。
[14:15] 取れる。
[14:16] なるほど。
[14:21] 私も2号、
[14:22] N3がやっぱり要件になるので、
[14:24] N3の合格賞と、
[14:26] あと企業で、
[14:27] 会社さんの方で、
[14:29] 少なくとも2年以上、
[14:31] この人は責任者の方を
[14:33] 補助するみたいな
[14:35] 役割で働いていましたよって
[14:36] 証明があれば、
[14:37] 全然大丈夫なんで、
[14:39] わかりました。
[14:40] ありがとうございます。
[14:42] レジンさんの方は、
[14:46] 実際に今、
[14:47] 働かれていて、
[14:48] プライベートとかも含めて、
[14:50] 困っていることとか、
[14:51] あったりします?
[14:53] ないです。
[14:55] 順調。
[14:56] いいね。
[14:57] 順調。
[14:58] すごいね。
[14:59] 順調っていう言葉が、
[15:00] めっちゃいいですね。
[15:09] 実際、
[15:10] レジンさんの方は日本に来て
[15:11] 何年なんですか?
[15:14] 同じくらい。
[15:16] 特定技能の、
[15:20] 外職、
[15:21] 1号、
[15:22] 取ったのが大体、
[15:23] いつぐらいなんですか?
[15:28] なるほど。
[15:29] 2年。
[15:30] そうすると、
[15:31] 2年経ってるかな、
[15:32] っていう感じですね。
[15:33] 2年も経って、
[15:34] とか、
[15:35] なるほどですね。
[15:43] 特定技能の2号。
[15:45] あれ、
[15:47] 何?
[15:49] そうです。
[15:50] 今までは、
[15:51] 年に3回だけだったんですよ。
[15:54] 5月、
[15:55] 10月、
[15:56] 1月、
[15:57] みたいな感じで、
[15:58] 年に3回しかなかったんですけれども、
[16:00] 今年の5月、
[16:02] 今、
[16:03] 5月に
[16:05] 試験の方法が変わるんですね。
[16:08] これまでは、
[16:09] 近くだと、
[16:10] ビッグサイトの方に行って、
[16:12] みんなでまとめて、
[16:13] 試験を受ける、
[16:15] 5月からは、
[16:17] そこまで大きな試験会場ではなくて、
[16:19] パソコンとかがたくさんあるような、
[16:21] そこの試験会場に行って、
[16:23] 個別、
[16:25] パソコンで、
[16:26] 試験を受けていく、
[16:27] 形式なんか変わらなくて、
[16:29] そういう風になると、
[16:31] 今言われているのは、
[16:32] 毎月とか、
[16:34] 今の特的の1号、
[16:36] みたいな感じです。
[16:37] 1号、
[16:38] もう少しコマのに、
[16:39] 行けることができる。
[16:41] さすがに、
[16:42] 結構、
[16:43] 特的に1号の方が多くて、
[16:45] みんなこの2、3年で
[16:46] 5年迎えるみたいな方が、
[16:48] あまりもやっぱり多いらしくて、
[16:50] もうなんか、
[16:51] 国で会場を抑えてやるというのが、
[16:53] だから不可能らしいんですね。
[16:56] ちょうど今は、
[16:57] 本来だと、
[16:58] 今はまさに5月の申し込みを、
[17:00] まさに、
[17:01] 本来で、
[17:02] 今日、受け付けてたんですけども、
[17:03] 今年は5月から、
[17:04] そういった、
[17:05] いろんなところにある会場で、
[17:08] 毎月のように、
[17:09] 受けられる形式に変えるので、
[17:11] もっと、
[17:12] 受け安くなります。
[17:13] というふうに言われています。
[17:16] ですね。
[17:18] レジェンさんは、
[17:20] もう、
[17:21] クットナイスさんで2年、
[17:22] 2年くらいですか、
[17:23] 起きた方?
[17:24] 私も入ったばかりなんですけど、
[17:26] 大安くなったら、
[17:28] 2年、
[17:30] レジェンさんは?
[17:31] レジェンさんは?
[17:32] 2年以上経ちます。
[17:33] もう2年以上経ちます。
[17:34] レジェンさんは?
[17:35] 2年以上経ちます。
[17:37] 最後に対して、
[17:39] まだ2年経ちだったら、
[17:41] 2年も経ちますけど、
[17:42] 前、アルバイクルをやっている。
[17:43] そうですね。
[17:44] ずっとアルバイクルやって、
[17:45] 会員になってからはもうすぐ2年。
[17:46] そうですね。
[17:48] 今年6月、
[17:49] 7月以降になったら、
[17:50] もう、
[17:51] 社員で2年。
[17:52] なるほどですね。
[17:57] レジェンさんは、
[18:00] クットナイスさんに入ったのが?
[18:03] 1年。
[18:04] 1年くらいですか?
[18:05] 一緒の会社で、
[18:07] 2年に働いてないと、
[18:08] できないですか?
[18:10] 2パターン方法があって、
[18:13] 1パターンが、
[18:14] その会社で2年頑張って、
[18:16] その会社に証明してもらうっていうこと。
[18:19] もう1個が、
[18:20] この会社は1年なんだけども、
[18:22] 前の会社で1年やってました。
[18:24] この時に、
[18:25] 前の会社の、
[18:26] そういった人事とか、
[18:28] 責任者の方が、
[18:29] いや、この人は、
[18:30] 責任者を補助する立場で、
[18:32] やってましたよっていうような、
[18:35] 証明が出してくれるのが一番いい。
[18:38] 例えば、
[18:39] 今、
[18:40] うちであるパターンだと、
[18:43] 何だっけな?
[18:45] 条件通知。
[18:46] 役職が上がるときに、
[18:48] あなたの条件、
[18:49] こうなりますよ。
[18:50] マネージャーになりますよ。
[18:51] とか、
[18:52] 格好されるじゃないですか。
[18:53] ありの日付を見た、
[18:54] こっからちゃんと役職が上がって、
[18:56] 例えば、
[18:57] 副店長とか、
[18:59] 例えばキッチンリーダーとか、
[19:01] そういった役職がついてますね。
[19:02] っていうのを、
[19:04] 新しい会社、
[19:05] 今回はグッドネスさんがの、
[19:06] 確認した。
[19:07] ああ、OKです。
[19:08] グッドネスはもう1年、
[19:10] キッチンリーダーとかでやってるんで、
[19:12] 通差して2年なんで、
[19:13] 問題ないですよ。
[19:14] っていうパターン。
[19:15] なるほど。
[19:16] あとは、
[19:18] いや、そういうのないんです。
[19:19] という場合には、
[19:20] 9予明祭を、
[19:21] 昔のやつをちょっと引っ張り出してもらって、
[19:23] その9予明祭、
[19:24] 役職手当とか、
[19:26] 責任者手当とか、
[19:28] そういったのに金額がついてれば、
[19:30] 役職がついてなかったけども、
[19:32] ちゃんとそういった手当ってもらってるんですね。
[19:34] っていうところを証明として、
[19:36] 確認するっていう2パターンありますね。
[19:38] はい。
[19:39] もう、
[19:40] どっちもないっていう場合だと、
[19:42] もう、
[19:43] 僕も1回ちょっとやったんですけども、
[19:45] なんかもう、
[19:46] こういったフォーマットに、
[19:48] もう、
[19:49] 会社の、
[19:50] まあ、代表者とか、
[19:51] 確認でいいんですけども、
[19:52] 隠管をしてもらってくださいみたいな。
[19:54] で、何月何日から、
[19:55] こういった役職でやってましたって、
[19:57] 証明があれば、
[19:59] 何か入荷から突っ込まれたとしても、
[20:01] これを持って確認できますよ、
[20:02] みたいな。
[20:03] というパターンで今、
[20:05] やってますね。
[20:07] レジンは、
[20:08] 前の会社で働いてとこ、
[20:09] 社員で働いてるところで、
[20:11] ちゃんと役職ついてましたよ。
[20:14] ちょっとキッチンのチームやってましたよ、
[20:16] みたいなのが証明できたら、
[20:18] 何かがなるかもしれない。
[20:21] そうそうそう。
[20:22] なので、
[20:23] 結構その、
[20:25] 無い人は、
[20:27] 僕も無いんで、
[20:28] ちょっと後じゃあうちで、
[20:29] 前フティー、
[20:30] もう焼肉2個で、
[20:31] ちょっと2年頑張ってください。
[20:32] っていうしかなかったりとか、
[20:34] あと企業さんによっては、
[20:36] いいぞそういう、
[20:37] みたいな感じで、
[20:38] パパっと書いて出してくれる人も
[20:40] 書いておらせるんで。
[20:41] 結構、
[20:42] 前の企業さん、
[20:43] まちまちですね。
[20:45] レジンさんは、
[20:47] それが、
[20:48] 今、1年なので、
[20:50] ちょっと前の会社さんが
[20:52] 出してくれれば、
[20:54] 今年、
[20:56] 2号の、
[20:57] やろうとめばいけるかな、
[20:58] っていうのがありますね。
[20:59] 出してくれないと、
[21:01] もう1年、
[21:02] グッドネッスさんで働いてから、
[21:03] 来年以降、
[21:04] 来年になるかな、
[21:05] っていう、
[21:06] はい。
[21:08] これわかるよ、
[21:09] ほんと前の人事の方次第なんで、
[21:11] はい。
[21:12] わかりました。
[21:13] ですね。
[21:14] あとは、
[21:16] 一応、
[21:17] 特定にの2号を
[21:19] 受ける時の、
[21:20] なんだろう、
[21:22] 試験問題とか、
[21:24] が、
[21:26] 一応、
[21:27] うちの、
[21:28] その、
[21:29] FTGカンパニーというか、
[21:30] 支援させていただける、
[21:32] あの、
[21:33] 社員の皆さんには、
[21:35] 一応、
[21:36] 無料で、
[21:37] あの、
[21:38] 試験ペスト問題、
[21:39] モギもモギ問題みたいなもの、
[21:40] 一応、
[21:41] 配ってるんですよ。
[21:42] はい。
[21:43] あ、ほんとですか?
[21:44] そこは、
[21:45] 全然、
[21:46] PDFというか、
[21:47] それであるので、
[21:48] こんな感じのが
[21:49] 出ますよ、
[21:50] みたいな感じですね。
[21:51] 実際に、
[21:52] あの、
[21:53] 特定にの2号、
[21:54] 試験、
[21:55] 受けた方が、
[21:56] FTGの方に、
[21:57] なんでかやっぱり、
[21:58] いらっしゃって、
[21:59] その人たちに受けた後に、
[22:00] もうヒアリングして、
[22:01] あの、
[22:02] どんなの出ましたか、
[22:03] みたいなのを聞いて、
[22:04] あるんですけども、
[22:05] だいたい、
[22:06] そのテキストから出るんですよ。
[22:07] なので、
[22:08] そのテキストと、
[22:09] 一応、
[22:10] なんかうち、
[22:11] 我々が作ったモギ問題、
[22:12] 全部で、
[22:13] 5回分一応、
[22:14] 作ったんですけれども、
[22:15] 一応、
[22:16] それやってくれると、
[22:17] 結構似てるような問題が出るって、
[22:18] あの、
[22:19] まあ、
[22:20] 1月試験受けた人も言ってたんで、
[22:21] はい、
[22:22] それを見てもらうが、
[22:23] 一番いいですね。
[22:24] はい。
[22:26] 結構やっぱり、
[22:27] 難しいです。
[22:28] 難しい?
[22:29] 難しい。
[22:30] ちも、
[22:31] そこそ、
[22:32] 焼肉蓋もで、
[22:33] アルバイト経緯でも、
[22:34] 7、8年やってる人もいるんですよ。
[22:36] うん。
[22:37] あの、
[22:38] 本当、
[22:39] 特定技の名前に、
[22:40] それ、
[22:41] 一番上に出てくるじゃないですけども、
[22:42] その人が、
[22:43] もう、
[22:44] 3回落ちてるんですよ。
[22:45] うん。
[22:46] はい。
[22:47] で、
[22:48] あと、
[22:49] なんか、
[22:50] 2、30点足りない、
[22:51] みたいな、
[22:52] なんで、
[22:53] 4、5、
[22:54] 20だから、
[22:55] 5、
[22:56] 6も毎回、
[22:57] どうしよう、
[22:58] 間違っちゃう、
[22:59] みたいな。
[23:00] で、
[23:01] 理由聞くと、
[23:02] もう、
[23:03] まったくフリガナがないんですよ。
[23:04] 2号。
[23:05] 2号。
[23:06] なんで、
[23:07] 完全漢字で、
[23:08] 漢字が読めない、
[23:09] みたいな。
[23:10] っていうので、
[23:11] 結構3回落ちてしまって、
[23:12] 次、
[23:13] リベンジ4回目、
[23:16] みたいに言ってるんですけども、
[23:17] ちょっと結構難しいって、
[23:18] みんな言ってるんで。
[23:19] はい。
[23:20] その時には、
[23:21] 全然、
[23:22] 問題集とか、
[23:23] ちょっとお渡しするんで。
[23:24] はい。
[23:25] 頑張っていただければ、
[23:28] ってことですね。
[23:29] はい。
[23:30] あと、
[23:31] なんか、
[23:32] あります?
[23:33] ちょっと、
[23:35] 聞いておきたいとか、
[23:58] ありました。
[23:59] ありがとうございます。
[24:01] じゃあ、
[24:02] 確認事項としては、
[24:03] 以上ですね。
[24:04] はい。
[24:05] すいません、
[24:06] ちょっとお時間いただきまーす。
[24:07] ありがとうございました。
[24:08] で、
[24:09] 今回は、
[24:10] 初回なんで、
[24:11] 対面という形だったんですけれども、
[24:12] 次のまた、
[24:13] 3ヶ月大きいとかは、
[24:14] 今日は、
[24:15] オンラインで、
[24:16] 面談させていただくので、
[24:17] そういう時には、
[24:18] 別々で、
[24:19] 全然大丈夫です。
[24:20] はい。
[24:21] あの、
[24:22] 本日、
[24:23] 竹田さんの方に、
[24:24] ちょっと確認させていただいて、
[24:25] で、
[24:26] それぞれ、
[24:27] 個別に行って、
[24:28] 挑戦していただいて、
[24:29] で、
[24:30] もちろん、
[24:31] お店とかでもいいですし、
[24:32] あの、
[24:33] 自宅にいる時には、
[24:34] 15分20分とかでも、
[24:35] 構わないので、
[24:36] 竹田さんに、
[24:37] ちょっとオンラインで、
[24:38] させていただきまーす。
[24:39] はい。
[24:40] よろしくお願いいたします。
[24:48] よろしくお願いいたします。
[24:49] はい。
[25:05] 正直、
[25:06] どうも、
[25:07] ありがとうございました。
[25:08] ありがとうございます。
[25:09] じゃあ、
[25:10] すいません、
[25:11] どうも、
[25:12] ありがとうございます。
[25:13] ありがとうございます。
[25:14] 是非、
[25:15] 続き、
