# 2026-04-17 17.00
検出言語: ja (確信度: 1.00)
音声時間: 1467.8秒
[03:45] キム時間って
[03:46] どのぐらい
[03:47] 何時何時とか
[03:48] 多いですか
[03:49] 多いのは
[03:50] 多くの10時から
[03:51] はい
[03:52] まだ日本は
[03:53] それほど
[03:54] 起こすかないので
[03:55] うん
[03:56] その
[03:57] センターのほうを
[03:58] やってもらって
[04:00] はい
[04:01] 外のほうが
[04:02] あ、なるほど
[04:03] じゃあ10時から
[04:04] 10時から
[04:05] 10時から
[04:06] 10時まで
[04:07] 合わせて
[04:08] はい
[04:09] commissionerの
[04:10] 80-99時くらいまで
[04:11] 80-99時くらいまで
[04:12] なんか
[04:13] 忙しさけれども
[04:14] ザゲロがありますよね
[04:16] うん
[04:17] うん
[04:18] 音車が
[04:19] みなしダンギョとか
[04:20] だるんです
[04:21] みなしダンギョは
[04:22] あの
[04:23] もう
[04:24] あなた地味給用に
[04:25] たとえば
[04:26] 30時間で
[04:27] 40時間
[04:28] ザゲロを
[04:29] 含んでますよ
[04:30] その
[04:31] そこは
[04:32] 今のことで
[04:33] わかる
[04:34] そう
[04:35] その時、11時前に帰ってきて
[04:37] あ、そうなんですか
[04:38] なるほど、変わりました
[04:40] 店舎も焼肉蓋を持っている焼肉店を
[04:43] 運営してまして
[04:45] ちょっと裏側にローゴが載ってるんですけども
[04:47] 元々、店舎店が飲食店を主にやってた会社で
[04:51] 今も飲食店をやってまして
[04:54] この近くだった
[04:56] 2日っぽい
[04:58] 2日っぽは本当に1店舗
[05:01] 新宿のほうと、あと京都のほうでやってるくらいで
[05:04] ほとんどはこの焼肉蓋ごっていう
[05:09] はい、これ焼肉屋さんなんですけども
[05:12] はい、今日はここが餃体のメインで
[05:15] なるほど
[05:16] はい
[05:17] 7人?
[05:18] そうなんです、7人じゃなくてロースターですね
[05:21] 卓上のガスのロースターを置いて
[05:24] で、その上で天のお肉を焼くっていうスタイル
[05:27] で、ちょっともうずっと中何年やっててですね
[05:31] はい
[05:32] 海外のお肉ですか?
[05:35] ですね、ただ海外がアメリカと
[05:37] あとフランジャーですね、ホンコンと
[05:39] はい
[05:40] あとジャカルター、ホンコン
[05:45] はい
[05:46] ただ、やっぱり長いちょっと海が厳しいので
[05:48] 今やっぱりほとんどやっぱ国内が多いですね
[05:51] はい
[05:52] で、我々もやっぱりその
[05:54] 特定技能を結構雇っていて
[05:56] で、やっぱりこう
[05:57] まあ、主伝前には上がらせるって感じなんですけど
[06:00] も大体1日1日2時間ぐらいですかね
[06:02] 結構卓業してって感じで
[06:04] はい
[06:06] ということですね、わかりました
[06:08] はい
[06:09] 実際にこう
[06:12] 店長さんのお金を見られて
[06:14] ザラクさんは仕事ぶりというか
[06:16] まあ、ちょっとどんな感じなのかなっていうところ
[06:18] アメリカですからね
[06:21] あ、そうなんですね
[06:22] アメリカに入らせていただいて
[06:24] ただ日本語をぶつかないだけで
[06:26] こう行くほうになってこないっていうことです
[06:28] ああ、なるほど
[06:29] それのところで今日本語
[06:31] なんでこういうの出てきたかっていうと
[06:33] チッチンはネパルの方が起きてて
[06:35] ああ、そうなんです
[06:36] 明るのネパルですわ
[06:37] ローストアのネパルと
[06:39] 君の言葉で話してしまう
[06:41] ああ、なるほど
[06:42] ホールではまあ、そういうことはダメだと言って
[06:45] ほうの方に行きたいという
[06:47] まあ、日本語を覚えたいというのもある
[06:48] なるほど
[06:50] ありがとうございます
[06:52] ザラクさんって今N4…N3か?
[06:55] 今N3…
[06:58] あ、これからN3で
[06:59] っていう感じなんですね
[07:00] はい
[07:01] ああ、なるほど
[07:02] だからですね
[07:03] 今N3で…
[07:04] なるほど
[07:06] じゃあたくさん日本語を使って
[07:08] ちょっと勉強したいから
[07:10] わかりました
[07:13] 実際に
[07:14] まあキッチンのほどとネパルの方が多いんで
[07:17] 多分ネパル語でコミュニケーション
[07:18] 結構されるかと思うんですけども
[07:20] 日本…
[07:21] まあこれだと日本人の方とか
[07:23] まあやっぱり日本語で
[07:24] こうコミュニケーションをするときに
[07:26] 結構なんかここが難しいなとか
[07:28] ここはやっぱり一致できないなってこと
[07:30] 結構多いから
[07:32] あ、じゃあ普通の
[07:34] シャインボーションコミュニケーション的には
[07:35] 大丈夫です
[07:37] ああ、なんだ
[07:46] そうですね
[07:47] 結構感じとか
[07:48] やっぱり海外の方って読むのが
[07:50] 難しいって
[07:51] うちもやっぱり多くって
[07:53] 結構形として
[07:55] 覚えちゃうらしいなって言うんですよね
[07:57] なのでなんかこう
[07:59] それこそ
[08:00] 焼き…焼き…
[08:01] 牛って書いても
[08:03] 牛っていう形で覚えて
[08:05] はい
[08:06] なのでこれが来てきたら
[08:07] 牛なんだな
[08:08] みたいな感じ覚えてるらしくて
[08:11] なるほどですね
[08:12] わかりました
[08:16] じゃあちょっとザラクさんの方に
[08:17] 少し
[08:18] はい
[08:19] ザラクさん的には
[08:24] 今こうエリンさんで
[08:25] 頑張ってお支援されてると思うんですけども
[08:27] 将来的に
[08:29] 会社の方でこう
[08:30] どんな感じでこう
[08:31] キャリアップというか
[08:33] はい
[08:34] 自分自身
[08:35] 頑張っていきたいな
[08:36] っていうのがあるんですか
[08:37] はい
[08:38] あります
[08:39] 私が
[08:42] ニードを取って
[08:43] うん
[08:45] 俺時間日本で
[08:46] あったりしたい
[08:47] 素晴らしいです
[08:48] はい
[08:49] はい
[08:51] じゃあ国定技能の2号に
[08:53] そっちの試験合格して
[08:55] はい
[08:56] もう5年じゃなくても
[08:57] 長いこと
[08:58] 長い時間
[08:59] なるほど
[09:07] 実際ザラクさんが
[09:08] ここがホール出てきて
[09:10] やってる中で
[09:11] なんかこう
[09:12] 仕事はね結構順調かと思うんですけども
[09:15] 例えばそのプライベートとか
[09:17] 他のところで
[09:18] 例えばなんかこう
[09:20] やりづらいところとか
[09:22] 例えばその
[09:24] よくあるんだと
[09:25] 例えば住んでるところの
[09:27] 例えばルールな
[09:28] わからないとか
[09:30] なんかそういったこと
[09:31] たったりします
[09:32] こんなに
[09:33] 大丈夫ですか
[09:34] 大丈夫ですか
[09:35] ありました
[09:36] ザラクさんはどこに
[09:37] 今住んでるんですか
[09:38] 今
[09:39] あらかわ
[09:40] あらかわなんすか
[09:41] じゃあ通勤だつ
[09:42] 30分ぐらい
[09:43] とかなんですか
[09:48] あらかわ
[09:55] 駅から
[09:56] ここくらい
[09:58] うん
[10:04] ここくらい
[10:06] なるほど
[10:07] じゃああらかわ
[10:10] 駅は何駅なんですか
[10:12] まちあい
[10:13] まちあいじゃん
[10:14] 今1人暮らし
[10:20] 2人
[10:21] 実さんと
[10:22] 友達
[10:24] 友達と2人で
[10:26] この前の
[10:28] 和田で一緒に
[10:29] 働く友達でいる
[10:31] なるほどですね
[10:34] じゃあ2人で
[10:35] じゃあ特に
[10:37] なんか近隣の方と
[10:39] トラブルとか
[10:41] 例えば隣近所の人が
[10:42] ちょっとうるさいとか
[10:43] そういったのも
[10:44] 住んでてなさそうですかね
[10:46] はい
[10:48] ないですか
[10:49] あと結構
[10:57] 日本にいる
[10:58] 外国人の方とかで
[11:00] よくあるのは
[11:01] なんか
[11:02] 借金とか
[11:04] そういうのを
[11:05] やってしまって
[11:06] ちょっと結構大変って
[11:07] で
[11:08] 日本から
[11:09] 出てっちゃう人とかも
[11:11] いるんですけれども
[11:12] そういった心配もないですか
[11:14] お金困っている
[11:15] ないです
[11:16] 大切ですかね
[11:30] テンポとか
[11:34] はい
[11:35] 社員とアルバイト
[11:36] 社員の方
[11:37] 6人で
[11:44] それにプラスアルバイト
[11:45] アルバイト
[11:46] なるほど
[11:55] 特に
[11:56] 手指なしでも
[11:57] ずっとやってる
[11:58] ってことですね
[11:59] そうですね
[12:02] その前に
[12:04] 前年に2回行ったのは
[12:05] これですね
[12:06] そうなんですね
[12:09] ビルの
[12:10] ホテテンケンみたいな
[12:11] 実際に
[12:22] 外国籍の方とかだと
[12:24] 今回
[12:25] キッチンから
[12:26] ホールに出て来られて
[12:27] 今頑張られて
[12:28] このこういった
[12:30] ペリンさんの
[12:31] こういったテンポさんの方で
[12:32] キャリナーアップって
[12:34] どんな感じ
[12:35] こうあるんですかね
[12:36] そして
[12:38] 共にアルバイトなんですけど
[12:41] はい
[12:42] 社員の方は
[12:44] 私の推薦であって
[12:46] これぐらいできますよ
[12:47] っていう
[12:48] そういうのがあるですね
[12:49] このままに
[12:50] はい
[12:51] 国際と
[12:52] ちゃんと
[12:55] あーなるほど
[12:56] 結局やっぱり
[12:57] その一番短で
[12:58] 見られている
[12:59] 責任者の方で
[13:00] ちょっと
[13:01] できてないところで
[13:02] できるように
[13:03] させてあげたりとか
[13:04] そういったところで
[13:05] キャリナーあげていく
[13:06] っていう
[13:07] なるほどですね
[13:20] そうですよね
[13:22] 先ほど言ってた
[13:23] 特定技の2号っていう
[13:25] 資格自体も
[13:26] やっぱりその
[13:27] Nさんっていう
[13:28] 資格が絶対必要
[13:30] っていう風に
[13:31] 言われていまして
[13:32] あとやっぱり
[13:33] その
[13:34] うちも結構
[13:35] その課題なんですけれども
[13:36] Nさんとって
[13:37] 日本語を話せても
[13:38] そのテンポの方で
[13:40] その
[13:41] 責任者の方を
[13:42] サポートっていうような
[13:44] しかし仕事ぶりも
[13:45] やっぱりある程度
[13:46] やらってきてないと
[13:48] その特定技の2号
[13:49] っていうのが
[13:50] 取れないっていうようになって
[13:51] なんですね
[13:52] だからうちは基本的に
[13:53] もうほとんど
[13:54] キッチンの方が
[13:55] 多いんですけれども
[13:56] そうですよ
[13:57] はい
[13:58] なんでやっぱ
[13:59] キッチンの
[14:00] 責任者ではないですけれども
[14:01] やっぱり店長が
[14:02] やっぱり
[14:03] ホールほとんどで
[14:04] 出ますので
[14:05] やっぱり
[14:06] キッチンを
[14:07] 1人でも
[14:08] 回せるとか
[14:09] キッチンに入った
[14:10] アルバイトさんの
[14:11] 指導ができるとか
[14:12] そういった
[14:13] ある程度
[14:14] 店長から見て
[14:15] ちゃんと
[14:16] できてるかなっていう
[14:17] ところが
[14:18] できてないと
[14:19] 2号の試験
[14:20] 受けられない
[14:21] っていうのを
[14:22] 結構
[14:23] ルールにしてって
[14:24] 結構
[14:25] みんな
[14:26] そこを
[14:27] やっぱりなんとか
[14:28] クリアしてこう
[14:29] みたいな
[14:30] そこはないと
[14:31] どうしても
[14:32] その特定技の1号っていう
[14:33] 国の制度が
[14:34] 日本で
[14:35] 1号で
[14:36] 働き始めてから
[14:37] 5年って
[14:38] 制度が実はあって
[14:39] この5年
[14:40] 以内に
[14:41] 2号に上がれないと
[14:42] その
[14:43] ビザー
[14:44] 失効になってしまって
[14:45] 国に
[14:46] 基本的に
[14:49] なので
[14:50] 今
[14:51] うちはまだ
[14:52] いないんですけど
[14:53] ほんとこの
[14:54] 今
[14:55] 大体
[14:56] 長い方って
[14:57] 大体
[14:58] そろそろ4年なので
[14:59] まだ1年
[15:00] いない
[15:01] そうですね
[15:02] 1年以内にも
[15:03] ほと取れないと
[15:04] もう来年は
[15:05] 国に
[15:06] 帰るんだよ
[15:07] っていうような
[15:08] 方が
[15:09] チラホラ
[15:10] 現れてきてる
[15:11] ですね
[15:12] 基本的には
[15:13] 皆さんも
[15:14] 今年中に
[15:15] やっぱり
[15:18] キャリアを
[15:19] 始めて
[15:20] まず大事で
[15:21] 日本
[15:22] やって
[15:23] コミュニケーション取れないと
[15:24] アルバイトさんも
[15:25] 日本の人が多かったりとか
[15:27] そういった人が
[15:28] 指導できない
[15:29] っていうところが
[15:30] あるので
[15:31] そういった意味だと
[15:32] ホール
[15:33] やられているのは
[15:34] すごいな
[15:43] できないとね
[15:44] どちらが
[15:45] 言ってることが
[15:46] うまく
[15:47] 伝わってることが
[15:48] 分かりました
[15:49] 分かりました
[15:51] 分かりました
[15:52] 本当に
[15:53] 分かってることが
[15:54] そうですね
[15:55] 大丈夫って
[15:56] 分かりました
[15:57] 多いです
[15:58] 多いです
[15:59] 後から
[16:00] これって
[16:01] みたいな
[16:02] 何ですか
[16:03] っていう機関で
[16:04] それは
[16:05] 10年間
[16:07] まだいるそうです
[16:08] はい
[16:09] それは
[16:10] お客さまからの
[16:11] お職業とか
[16:12] お客さま
[16:13] 実際には
[16:14] 分かってない
[16:15] それを
[16:16] 他のものに
[16:17] 伝えられない
[16:18] かこうやっぱり
[16:19] うちも
[16:20] ホールであったんですけど
[16:21] お客さまから
[16:22] なんか注文
[16:23] 聞いたっぽくって
[16:24] 分かりました
[16:25] って言ったらしいんですね
[16:26] なとから
[16:27] いや
[16:28] なんかオーダー入ってないよ
[16:29] みたいな
[16:30] ってことで
[16:31] ちょっとトラブリーになった
[16:32] っていうのがあって
[16:33] 我々も
[16:34] ホールに出すのは
[16:35] 結構慎重
[16:36] そうです
[16:37] なので
[16:38] 日本語
[16:39] やらないと
[16:40] お客さまに迷惑かかっちゃうと
[16:41] なんでね
[16:42] そこは
[16:43] ちょっとほんと頑張って
[16:46] お客さまに
[16:47] どうしても
[16:49] 他のスタートとか
[16:50] ホールに出してしまう
[16:51] なるほど
[16:52] 人を人で
[16:54] 出してしまうと
[16:55] お客さんが
[16:57] 答えるべき
[16:58] どうしても
[16:59] お客さんからすると
[17:00] スタッフさんみたいな
[17:01] 言われますもんね
[17:04] キストで
[17:09] 自分で勉強してるんですか
[17:12] N3の
[17:15] そうなんです
[17:19] はい
[17:27] そうですね
[17:29] 日本語に触れるだけで
[17:30] やっぱり
[17:31] 慣れてくるらしい
[17:32] ってところがあるので
[17:34] 気が大事なの
[17:37] だから
[17:40] はい
[17:42] すごいです
[17:44] 勉強して
[17:46] すごい
[17:48] やっぱり
[17:49] 金無時間中
[17:50] 以外のところで
[17:51] どれだけ勉強するかっていうのも
[17:54] 結構N3とか
[17:56] N2取る人たち
[17:57] すごい勉強してるので
[18:00] そうです
[18:02] 家でも勉強してるっていうのも
[18:03] 難しい
[18:04] そうなんです
[18:05] そうですね
[18:07] そうしないと
[18:08] そこで
[18:09] お金もらってる
[18:11] っていうところなので
[18:13] そこは
[18:17] 金無時間中
[18:19] しか言ってもらいながら
[18:21] そこで列ながら
[18:22] もうわからないこと
[18:23] やっぱり家でも
[18:24] 勉強すると
[18:25] 多分スキルアップは
[18:26] 早いと思うので
[18:28] ぜひ
[18:29] N3取って2号っていう
[18:31] 目標があるのであれば
[18:33] そこに向けて
[18:35] 店長さんの言うことしっかり
[18:37] 聞いて
[18:38] いただければなと思うんですね
[18:40] はい
[18:42] わかりました
[18:43] まさかちょっと
[18:44] ホールに出てると思わなかったんで
[18:47] そうなんですよ
[18:48] やっても進めます
[18:51] すごい
[18:53] でも
[18:54] わかりました
[18:57] 飲み飲みが早い
[18:58] 近く
[18:59] そうなんですね
[19:00] 早い
[19:01] びっくりです
[19:03] いやいや
[19:08] 菅さんは
[19:09] ずっと何十年も
[19:10] 飲食なんですか
[19:11] そうですね
[19:12] ホテルか
[19:13] どうやったんですか
[19:15] じゃあもう
[19:16] 初めからエリンさん
[19:17] 他にも別の飲食経験
[19:19] こっちの会社長が
[19:21] 私が言ってる方が
[19:22] どれに良く言ったもんで
[19:23] そうなんですか
[19:24] 引き抜きとかですから
[19:26] そこで今近い
[19:27] 見たのもあるんですね
[19:28] どうなんでしょうか
[19:29] そうなんですね
[19:31] なるほど
[19:32] もともと
[19:33] 彼女は
[19:34] この海外を
[19:35] 結構担当するんですけども
[19:36] もともと四角の方にいて
[19:38] ですね
[19:39] はい
[19:40] 結構
[19:41] 彼女は今ちょっと
[19:42] 勉強中なんですけども
[19:43] 今後
[19:44] うちも結構
[19:45] メンバー系の方が
[19:46] 結構
[19:47] 30、40人いて
[19:48] 一番ちょっと
[19:49] 多いんですよ
[19:51] そこで
[19:52] 本当に
[19:53] 日本語を
[19:54] 全く話せない
[19:55] って方も
[19:56] 中にいてです
[19:58] で結構
[19:59] なんだろう
[20:00] このレベルの
[20:01] 日本語も理解できない
[20:03] って方が
[20:04] ちょっと
[20:05] あの
[20:06] 他社さんの方に
[20:07] 何かいたりとかするので
[20:08] どうぞ理解できなくても
[20:11] やっとってる
[20:12] で
[20:13] どこにそこが
[20:14] なんだろう
[20:15] 英語
[20:17] 英語でコミュニケーション取れれば
[20:18] 日本語をつかめくてもいい
[20:19] っていう会社さんもあったりとか
[20:21] はい
[20:22] レストランのホールで
[20:23] 本当に
[20:24] 英語の方ばっかり来るから
[20:26] ただ日本
[20:27] あの
[20:28] 店長さんはもう
[20:29] 英語を話せないから
[20:30] 英語の人ほしいみたいな
[20:32] だから
[20:33] あの
[20:34] もう日本語は
[20:35] そこまでもないから
[20:36] 英語みたいな
[20:37] で
[20:38] 英語は料理長の方が
[20:39] 英語を話せるらしくって
[20:40] 日本の方で
[20:41] コミュニケーション取ってくれるから
[20:42] ってことで
[20:43] 来た方とか
[20:44] 何かいたいですね
[20:45] そうすると
[20:46] 我々もちょっと面談で
[20:47] ちょっと
[20:48] 我々も
[20:49] 英語も
[20:50] ちょっと
[20:51] 名間もできないので
[20:52] ちょっと
[20:53] 通訳ってことでやとって
[20:54] で
[20:55] 今その面談の仕方って
[20:56] 勉強してるみたいな
[20:57] で
[20:59] 彼女はもう
[21:00] 日本語は
[21:01] あの
[21:02] N1っていう
[21:03] 一番の
[21:04] コップの試験を
[21:05] 広告してて
[21:06] 日本のコミュニケーション取れるんですけども
[21:08] 一緒に
[21:09] 勉強してる
[21:10] 勉強してる
[21:12] 英語も
[21:13] 英語も
[21:14] 何もあんの人も
[21:16] 英語を喋れるんですよ
[21:17] なんか大学すぎーとか
[21:19] 大学を
[21:20] そう
[21:21] そう
[21:22] 彼らが
[21:23] やっぱりのこと
[21:24] 喋るんですよね
[21:25] 英語
[21:26] 英語を喋れるんですよ
[21:27] そう
[21:28] そうですね
[21:29] なんで
[21:30] 名間も
[21:31] 大学が
[21:32] やっぱり英語なので
[21:33] 大学行くと
[21:34] 皆さん
[21:35] 英語話せるよう
[21:37] 出してる
[21:38] あとは
[21:39] 結構
[21:40] バングラディッシュの方とか
[21:41] もう結構
[21:42] 英語話せたりするので
[21:43] 日本語よりも
[21:44] 英語の方が
[21:45] コミュニケーション取れたりとか
[21:47] という形で
[21:48] 僕は
[21:49] 英語も
[21:50] 名間語も
[21:51] 日本語しか
[21:52] 喋れないので
[21:53] 通訳
[21:54] の人は
[21:55] ちょっと必要だな
[21:56] 今
[22:00] メンダーの
[22:01] 勉強中で
[22:02] ありました
[22:03] ありがとうございます
[22:04] 実際に
[22:05] 今の
[22:06] 仕事とか
[22:07] それ以外のところとかで
[22:09] 店長さんとか
[22:10] もしくは
[22:11] ザラクさんから
[22:12] 不安なこととか
[22:13] もしくは
[22:14] 支援が分から
[22:16] 現状ではまだ
[22:17] 大丈夫そうですよね
[22:18] まだ入っても
[22:19] 危ないんですよ
[22:20] 勉強しですもんね
[22:22] 勉強しない
[22:23] 分かりました
[22:24] ありがとうございます
[22:28] 一度に
[22:29] 大量に
[22:30] 脅いじゃなくて
[22:32] そうですね
[22:33] 分かりました
[22:35] 今回は
[22:36] 3カ月に
[22:37] 1回のメンダー
[22:38] しかも
[22:39] 初回ということだったんで
[22:40] ちょっと対面で
[22:41] させていただいたんですけれども
[22:43] オンラインとかも
[22:45] 交えながら
[22:46] オンラインだと
[22:47] ほんと10分15分くらいで
[22:49] 簡単な状況の
[22:50] ヒアリングっていうのを
[22:51] 個別させていただく
[22:52] っていう形式を
[22:53] とっておりますので
[22:54] 総裁は
[22:55] また本社の
[22:56] 金さんの方から
[22:57] 日程の
[22:58] 調査とか
[22:59] させていただこうかと思いますので
[23:00] また総裁を
[23:01] よろしくお願いいたします
[23:02] 私が
[23:03] 都合割れる時には
[23:04] 石垢
[23:06] 全然大丈夫です
[23:07] そこは
[23:08] 店舗の方で
[23:10] 働きぶりを
[23:11] 見られている方とかであれば
[23:12] 全然大丈夫で
[23:13] 大丈夫ですので
[23:14] 彼のが
[23:16] どうなったんすげ
[23:19] はい 是非よろしくお願いします
[23:21] 続く今回
[23:22] お時間作っていただきます
[23:23] どうもありがとうございました
[23:24] ありがとうございました
[23:26] ちょっとintes
[23:28] ちょうだいいたします
[23:29] すげー皆さん
[23:34] どうもありがとうございます
[23:41] じゃあ 何か頑張ってください
[23:42] はい
[23:43] ありがとうございます
[23:49] どうもありがとうございます
[23:57] どうもありがとうございました
[23:58] 他の一人何時間
[23:59] effect and
[24:01] いまして頂きました
[24:05] これ、一生懸命頑張ってるね。
[24:23] 真面目、かなり真面目だと思う。
[24:26] 彼は真面目だね。
